,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600111.SH,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600660.SH,X000301.SZ,X000877.SZ,X600188.SH,X000708.SZ,X002271.SZ,X600011.SH,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X000723.SZ,X600803.SH,X002326.SZ,X000408.SZ,X300073.SZ,X600219.SH,X600399.SH,X600688.SH,X300037.SZ,X601991.SH,X600516.SH,X600795.SH,X000786.SZ,X600141.SH,X600096.SH,X000831.SZ,X000155.SZ,X000959.SZ,X600486.SH,X000825.SZ,X600352.SH,X600157.SH,X600489.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961134350719912,0,0,0,0,0,0,0,0,0,0.0759715221359571,0,0,0,0,0,0,0,0,0.146694964156282,0,0,0,0,0,0,0.152221243704266,0.0114322727556032,0.0364762201563628,0,0,0,0,0,0,0,0,-0.011012193208095,0,0,0,0,-0.049636404339962,0,0
X600028.SH,0.051254030086862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687368242019527,0,0,0,0,0,0.0329038994657218,0,0,0,0,0,0,0,0,0,0,0,0,0.0999479885317665,0,0.121536714397803,0,0,0,0,0.00858164794892241,0,0,0,0,0,0,0.0466866557803027,0,0,0,-0.019917172435057,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22857454056518,0.0789275251971129,0,0.0541310667985379,0,0,0.45132646804806,0,0,0.0406453150636226,0,0,0,0,0,0,0,0.0508529392412101,0,0,0,0,0,0,0,0,0,0.0134981061983257,0,0,0.0235102373471992,0,0,0,0,0,0,-0.0172438328404771,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0698470966296897,0,0,0.0154671380661539,-0.0173929603184167,0.101519879573632,0,0,0,0,0,0.223063846458797,0.0832321308072983,0,0,-0.0653232898288148,0,0,0,0,0,0,0,-0.0204880022299234,0,0.0753811456444658,-0.0609060737725212,0.00999837970582099,0,0,0,0,0,0,0,0,0,0,0.00740787200284522,0.0204524436976469,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.522667632804325,0,0,0,0.182795285425794,0,-0.0420728689482693,-0.0430742528774765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104715783312209,0.0344818999312911,0,0.0949824431096467,0,0.0336628792333311,0,0,0,0,0.0411990993555196,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.000465461011969241,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.107039284897225,0,0,0.292377543719085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214640260312775,0,0,0.209747108271677,0,0,0,0,0,0,-0.0263457678780831,0,0.172997710061867,0,0,0,0,0,0,0,0,0,-0.0099987846228268,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333395451153252,0.0918828050000691,0,0,0,0,0,0,0,0,0.00301892884728475,0,-0.0964357027381139,0,0,0,0.1546843121502,0,0,0,0,-0.0224462721766462,0,0,0,0.32258952919253,-0.0533154929117395,0,-0.0184764254023896,0.0666763872409522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.474061090022417,0.0510697359602269,0,0,0,0,0.102937327112754,0,0.0776568965568719,0,0,0,0,0,0,0,0,0.0181600451551797,0,0,0,0,0,0,0,0.155984964155151,0,0.0174265274997585,0,0,0,0,0,0,0,0,0,0.044138441179492,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.130166892311005,0,0,0.219554864160156,0,0,0,0,0,0,0,-0.182858040100701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273605473934901,0,0,0,0,0,0,0,0,0.286274649001638,0,0,-0.0885233927699504,0,0,0,0,0,-0.0225386578029277,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.043570966650126,0,0,0.19538452010937,0.115164276059855,0,0,0,0,0,0,0,0,0,0,0,0.0385782253581498,0,0,0.022573475214972,0,1.73472347597681e-18,0,0,0,0,0.019314653364865,0,0,0,0,0,0,0,0,0.197917846123354,0,0.0238078047005666,0,0,0,-0.0152122471940958,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.356882907325044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393886236880547,0.118579259792483,0,0,0,0,0,0,0,0,0,0.199423491613343,0.133563939918756,0,0,0,0.0864905365658242,0,0.0189514283510505,0,0,0,0,0,0,0,0,0.0421442169295246,0,0,0,0,0,0
X600660.SH,0,0,-0.0311265741024123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105393633926695,0,0,0,0,-0.0397351046944847,0,0,0,0.120749015008756,0,-3.46944695195361e-18,0,0,0,0.00780522551876951,0.0353976950521516,0,0,0,0,0,0,0.171196089439501,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0563877721916835,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285518157117978,0,0,0,0,0,0,0,0,0,0,0.0484028639669365,0,0,0.178098507437029,0,0,0,0,0,0.165034212905953,0,0,0,0,0.0709862421427513,0.138037200406916,0,0.102706061226337,0,0,0,0,0,0,0,0,-0.0386430825792088,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.446993782709267,0,0,0,0.110171096895003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847127717134676,0,0.0164638026955207,-0.0308908648452316,0,0,0.0603078955131391,0,0,0,0,0,0,0,0.00275188846437813,0.139458006248183,0,0,0,0,0,0.0157007363524807,0,0,0,0.0807721753310198,0,0
X600188.SH,0.243223963328852,0,0.816500677064676,0,0,0,0,0,0,0,0,0,0.068176626803134,0,0,0,0,0,0,0,0.107149091850886,0,0,0,0,0,0,0.0985816679005871,0,0,0,0,0,0.0430242093488535,0,0,0.0183429319736658,0,0.0718255599762617,0,0,0.0103515985778236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104252787244728,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.112667406323111,0.0221172837340333,0,0,0,0,0,0.0976489909296673,0,0,0,0,0,0.137696910880577,0,0,0,0.056530385292601,0.0273796764809874,0.00251392939003616,0,0,0.00783228928797443,0,0,0,0,0.0500329525543424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347749253886639,0,0,0,0.0169572239844169,0,0
