,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X600111.SH,X601600.SH,X000786.SZ,X600176.SH,X601898.SH,X600886.SH,X600011.SH,X600188.SH,X000301.SZ,X002466.SZ,X600426.SH,X600352.SH,X600801.SH,X000932.SZ,X600219.SH,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X600489.SH,X000027.SZ,X600688.SH,X000807.SZ,X600486.SH,X000898.SZ,X600299.SH,X002353.SZ,X600516.SH,X601168.SH,X600027.SH,X000630.SZ,X601992.SH,X000723.SZ,X600157.SH,X600295.SH,X600315.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.203683620942413,0,0,0,0.0161219208534478,0,0,0,-0.0310774690119045,0,0.0403485207883366,0,0.0124759306092098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025440101715582,0,0,0,0,0,0,0,0,0,0,0,0.0627933304926195,0,0.0237709160226975,0,0,0,0,0,0,0,0,0,-0.00229012379182872,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0643864699166149,0,0,0,0,0,0,0,0.0298318565171572,0,0,0,0,0,0,0,0.0256804200131189,0,0,0,0,0.06622101576343,0,0,0,0,0,0,0,0,0,0,0,0.0572147826853499,0,0,0,0.0712211608094716,0,0,0,0,0,0,0,-0.00629358357738088,-0.0188442055584593,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0586036577538818,0,0,0,0,0,-0.0830598818456379,0,0,0,0,0.114076924518429,0,0,0.187448364425741,0,-5.42101086242752e-20,0,0,0,0.126017822542597,0.136727301352119,0,0,0,0,0,0,0,0.0240344891202782,-0.0217811425163375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255698466120174,0,0,0,0,0.046826297925287,0,0
X600309.SH,0,0,0,0,0,0.0215289501690811,0,0.277517181520841,0,0,0,0,0,0.0325676579430832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222964940874161,0,0,0,0,0,0,0,0,0,0,0,0.220432666921265,0.180634734571945,0,0,-0.0201485483781167,0,0,0,0.0980160963452135,0,0
X600585.SH,0,0,0,0.00762843374267108,0,0,3.46944695195361e-18,0.0178540447677019,0,0,0,0,-0.000137299345411291,0,0,0,0,0,0,0,0.0829573599902118,0,0,0,0,0.207260112012269,0.048058604882255,0,0,0,0,0,-0.0367682148825179,0,0,0,0,0,0,0,0,0.0368405732099794,0,0,0,0,0,0,0.0577620099699316,0,-0.0431893724411102,-0.0164618612777874,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174452259635276,0.0321690551041424,0,0,0,0,0,0,0,0,0,0,0,0.221048587347799,0,0,0,0,0,0,0,0,0,0,0.187715751412708,0,0,0,0,0,0,0,0,0,0.131131166561944,0,0,0,-0.0232943426336266,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484402313554878,0.0626281562925311,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.114170406127109,0,0,0,0,0,0,0,0,0,0.0964217118618269,0,0,0,0.10334425318667,0,0.381566829657152,0,0.216932249219678,0,0,0,0,0,0,0,-0.334273053354884,0,0,-0.039211209715515,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.173412913581737,0,0,0,0,0.087677891377841,0,0,0.378072007037042,0,0,0,0,0.158640766660205,0.0868683428133487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492618871105228,0,0,0,0,0.445557313159247,0,0,0,0.0305712298771914,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,-0.203330396107008,0,0,0,0,0,0.195174883887079,0,0.173395123271547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400639187817231,0,0.0388872131147576,0,0,0,0,0.155674882274262,0,0,0,0,0,0,0,0,-0.0910513749769327,0,0,0,0.100926004298522,0,-0.0346697021301876,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.168779532575467,0,-0.197201504747603,0,0,0.29242616801733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145411100288042,0,0,0,0,-0.0585751694785596,0,0,0,0.00104165485615762,0,0,0,0,0,0,0,0,0,0,0,0,0.0141543396910283,0,8.67361737988404e-19,-0.0421467340175601,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0585105252622077,0.00477283627645692,0.122912632765927,0.012862770604784,0,0,0,0,0,0,0,0.029063438584076,0,0,0,0,0,0,0,0,0,0.229516965728921,0,0,0,0,0,0,0,0,0,0,0.0336292819533923,0,0,0,0,0,0,0,-0.00119019734458843,0,0,0,0,-0.0671246546312632,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0328390495687456,0,0,0,0,0,0.232287960549204,0,0.251094410836674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958609316001151,0,0,0,0,0.0977719824255419,0,0.390762877710443,0,0,0,0,0,0.110218327124251,0,-0.00799488405432077,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590471280597374,0.13110465861297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983004401872715,0,0,0,0,0,0.0872962695415309,0,0,0,-0.0228245661679622,0,0,0,0,0.0324816557672673,0,0
X600111.SH,0,0,0,0,0,0.195077235711822,0.0449592750215883,0.0572209220699525,0,0,0,0,0.340856523900559,0,0.0676241436959301,0,0,0,0,0,0,0.207094168143375,0.117203447724102,0,0,0,0,0,0,0,0,0,0,0.0382770988602343,0,0,0,0,0,0,0.182293647102539,0,0,0,0,0,0,0.299647968620849,0,0,0,-0.0301092366030364,0,0,0,0,-0.0648826441961023,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0842766359055765,0,0.00189482610421185,0,0,0,0,0,0,0.0336922980806179,0,0.0396874028197838,0,0,0,0.0769638576778694,0,0,0,0,0,0,0,0,0.337601442955103,0,0,0,0,0,0.0822861004962629,0,0.179241405142205,0,0,0,0,0,0,0,-0.016578196974672,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,-0.0410389113043503,0.0228257386173089,0.113619007988025,0,0,0,0,0,0,0,0,0,0,0,0,0.0736546574869952,0,0,0,0,0,0,0,0.10234352554463,0,-8.67361737988404e-19,0,0,0,0,-8.67361737988404e-19,0,0,0.119946526282284,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276557578428397,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0.0649352533063792,0.308526340447125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214957858709611,0,-0.0371843187542602,0,0,0,0,0,0.0819413390436798,0,0,0,-0.0323056588256848,0,0,0,0,0,0,0
X601898.SH,0,0,0.245044953438505,0,0,0,0,-0.0119137855956697,0,0,0,0,0,0,0,0,0,0,0,0,0.249539349584879,0,0.0226257888764494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029307832911055,0,0,0.273905788341948,0,0,0,0,-0.0202919145394997,0,0,-0.0156256165947798,0,0,0,0,-0.078462517304597,0,0
