,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600660.SH,X600010.SH,X000877.SZ,X600188.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600011.SH,X600547.SH,X601600.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X002326.SZ,X600426.SH,X002080.SZ,X000408.SZ,X300037.SZ,X600803.SH,X600219.SH,X000723.SZ,X000786.SZ,X600096.SH,X600141.SH,X601991.SH,X600399.SH,X600795.SH,X000825.SZ,X300073.SZ,X600489.SH,X600352.SH,X002353.SZ,X002407.SZ,X002409.SZ,X600516.SH,X600688.SH,X000831.SZ,X600295.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065474066975536,0.0130928653689933,0,0,0,0,0,0,0,0,0,0.00521671861287707,0,0,0,0,0,0,0,0,0.056255600694645,0,0,0,0,0,0,0,0,0.169584424010117,0.0297858084894803,0,0,0,0.0664367149814145,0.0640932272059,0,0,0,-0.00727100506770659,0,0,0,-0.0626796086522488,0,0
X600028.SH,0.179110751012803,0,0,0,0,0,0,0,0.0971814474796771,0,0,0,0,0.0328173958195602,0.0167934256761568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585275995484672,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0438132435036062,0,0,0,0,0,0.107667430128613,0.081744418447657,0,0,-0.00710217905693765,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0700030718232786,0,0.180066514806264,0,0,0.0589474878450761,0,0,0,0.317585019463102,0,0,0.0178186244818961,0,0,0,0,0,0,0.0311579932518509,0,0,0,0,0.0566050798160022,0,0,0,0,0,0,0,0,-0.0329993705851589,0,0,0,0.110281831133868,0,0,0,0.0206944484254664,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0211086276866343,0,-0.0543694957315523,0,0,0.0781606634367157,0,0,0,0,0.0154172780173305,0,0.115757924030675,0,-0.100147023303018,0.315768160831729,0.0289020539048008,0,0,0,0,0,0,0,-0.0355973394966651,0,0,0,0,-0.0437379159285018,0,0,0,-0.00643943211846197,0,0,0,-0.0199649939722293,0,0,0,0.0254801759330342,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.391004215473274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862055312992192,0,0,-4.33680868994202e-19,0,0,-0.0149010109856216,0.332094805600264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0699392761733813,0,0,0,0,0,0,0,0.359126445747783,0.0214483248490428,0,0,0,0,0,0,0,0,0.113778275478519,0.0491035256599138,0,0,-0.136120718133177,0.0399528438228636,-0.014301719131789,0,0,0,0.0950702983937987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00830767802683224,0,0,0,0.025117923602472,0,0,0,0,-0.013877048206123,0,0
X600111.SH,0,0,0,0,0,0,0,0.118258137241889,0,0,0,0.26521125767798,0,0,0,0,0,0,0,0,0,0,0,0,0.0556845130776125,0,0,0,0,0,0,0,0,0,0,0,0.259871692167692,0,0,0.147154161872181,0,0,0,0,0,0,0,0.117987745353678,0,0,0,-0.00713287107428524,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.459199213337657,0,0.0452464649426735,0,0,0,0,0.0104356643959945,0,0,0,0,0,0,0,0,0,0,0,0,0.0369409160601839,0,0,0.147813933979604,0,0,0.0300585863746292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798811323933829,0.0299139593319601,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0186193558660291,0,0,0,0,0.0652605737638799,0.134146276837182,0.0286590947506267,0,0,0,0,0,0,0,0,0,0,0.022966310480762,0,0,0.101530032664119,0,0,0,0.146474455194849,0,0,0,0,0,0,0.25425160634476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00313806273677251,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.172884292477185,0.139941780187078,0,0,0,0,0,0,-0.16539458176063,-0.0790941559460626,0,0,0,0,0,0,0.419554039470967,0,0,0,0,0,0,0,0,0,0,0,0.0357572690978981,0,0,0,0,0,0.0344731872144084,0.115791417515161,0,0.176342408474973,0,0,0,0.0147313294339896,0,0,0,0.0921947115187059,0,0
