,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X600352.SH,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X600489.SH,X601158.SH,X000629.SZ,X600808.SH,X600801.SH,X600219.SH,X000786.SZ,X300072.SZ,X000825.SZ,X000883.SZ,X000539.SZ,X600612.SH,X000553.SZ,X000301.SZ,X000408.SZ,X600583.SH,X000027.SZ,X002110.SZ,X600339.SH,X002271.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.201889931694389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126658839037393,0,0,0,0.0171988975482689,0,0,0,0,0,0,0,0.0849302469181271,0,0,0,0,0,0,0,0,0.0192272657634764,0,0,0,0,0.265651365568546,0,0,0,-0.0192189870149497,0.0282910412593119,0,0,0,0,0,0
X600028.SH,0.359891613671362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0648150430961958,0,0,0,0.0965759752378342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103277497793538,0.177420445657904,0,0,-0.00821581007568575,0.0655400286823331,0,-0.00068270869896424,0,0,0,0
X601088.SH,0.0432130999678787,0,0,0.230172518983111,0,-0.12067117497408,0,0,0,0.238222260315483,0,0.0651265178730309,0,0,0,0,0,0,0.239953972138191,0,0.0153494556018297,0,0,0,0,0,0,0,0,0,0,0.0222275362241225,0,0.00724147893309125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128470743461984,0,0,0,0.00971632379136808,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.102874643437255,0.0636544333612551,0,0,0,0,0,0,0.0292474326318845,0,0,0,0,0,0,0,0,0,0,0.19261164560144,0,0,0,0,0,0,0,0,0.524752063144121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-8.67361737988404e-19,0.0817108357628641,0,0,0,0,0,0,0,0,0,0,0,0.0815536656882733,0,0.212149860357299,0.133260885989033,0,0,0,0.0417040512734213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00218865576037524,0.0219474796644797,0,0,0,0,0,0
X600011.SH,0,0,0,0.0573461310383377,0,0,0.160822394969288,0,0,0,0,0,0,0,0,0,0.742725844649537,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198825344247686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164415316480862,0.0462717557710326,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.250667856138041,0,0,0,0,0,0,0,0,0,0,0,0,0.283625422743051,0,0,0,0,0,0,0,0,0,0.0522445427421209,-0.224588720593183,0,-0.10026412832833,0,0,0,0,0,0,0,0.230787669200488,0,0,0,0,0,0,0.226479978166162,0,0,0,-0.114659859146432,-0.0408736137053307,0.11183860527391,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0451902811926594,0,0,0,0.129705333741853,0,0,0,0,0,0,0.0654131693446229,0,0,0.0829618780767207,0,0,0,0,0,0.0861041949702963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341060184627925,0,0,0.0695518912770006,0,0,0,-0.0178714683371045,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068572538126135,0,0,0.0576333333769763,0.569407599093714,0,0,0,0,0,0,0.0191305169672504,0,0,0,0,0,0,0,0,0,0.0306498008535137,0,0,0,0,0.000687765210326989,0,0,0,0,0,0,0
X601898.SH,0,0,0.150339603193822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370500918992149,0,0,0,0,0,0,0,0,0,0.0517947055466331,0,0,0,0,0,0,0,0,0,0,0.108907762525958,0,0,0,0.0239992609379913,0.202604721951002,0,0,0,-0.00309084688099034,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.00687263526347768,0,0,0,0,0,0,0,0,0,0,0,0.190308155645748,0,0,0,0,0,0.0540303981860608,0,0,0,0,0,0,0.0512916087193602,0,0,0,0.0956102563577742,0,0,0,0,0.0700985706413255,0,0,0,0,0,0,0,0.0663332052044366,0,0,-0.00840383816798072,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0240091824147354,0,0,0,0,0,0,0,0,0,0,0,0.124479229102266,0.0296624301949307,0,0,0.00216829993997274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017580402771456,0,0,0,0,0,0,0.0489482960865913,0,0,-0.0176631126372162,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.207776217157477,0,0,0,0,0,0,0,0.0951116129702156,0,0,0.000858972698616609,0,0,0,0,0,0.0196909039674235,0.0125243455602234,0,0,0.011273377759586,0.309861483701657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168310440421893,0,0,0,-0.00579761005420072,0.00746889788937343,0,0,0,0,0,0
X600886.SH,0,0,0,0.0356740043412388,0,0.0888272629459101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421654617726283,0.0377946613036786,0,0,0.034916903203174,0.0159696578243031,0,0,0,0,0,0,0,0,0,0.00394135852929291,0,0,0,0,0,0,0,0,0.0585590766194478,0,0,0.0524734957718627,0,0,0,0,0.00439252453444105,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.00522117999098755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571698650754796,0,0,0.209655655489596,0,0,0,0,0,0,0,0.00708462819513523,0.0453378644185929,0,0,0,0,0,0,0,0,0,0.144711306610838,0,0,0,-0.0139128727213117,-0.0191249503017496,0,0,0,0,0,0
X600795.SH,0,0.00396096183114629,0,0,0.0236463468415857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984223619386943,0,0.0655484668706162,0,0,0,0.0795400527300618,0.0328930253373756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217628955404637,0,0,0,0.00650247678158952,0,0,0,0,-0.00240876223815195,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.508321717796764,0.0240134049220461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731352693917338,0,0,0,0,0,0,0,0,0.177986452412206,0,0,0,0,0,0,0,0,0.0148802363348344,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449671993731401,0,0,0,0,0,0.1685380406151,0,0,0.124355320550641,0,0,0,0,0,0,0,0,0.0555307916282993,0,0,0,0,0.106009618985917,0,0,0,0.0024931881502411,0.0257322041974555,0,0,0,-0.00310129061720701,-0.0170790835820754,0,0,0,0,0,0
X600188.SH,0,0,0.30106425839952,0,0,0,0.167360934497077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19339441778424,0,0,0,0,0,0,0,0,0,0,0.0436782111915951,0,0,0,0,0.0407823095238007,0,0,0,0,0.0391794363178228,0.042141014102298,0,0,0,0,0,0,0,0,-0.0196132752569468,0,0,0,0,0,0,0
X601992.SH,0,0,0.0897506522761479,0.0358040802646416,0,0,0,0.00509027124004272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717470854531189,0,0.246569910184914,0,0,0,0,0,0.0577346116158032,0,0.237323428424257,0,0,0.209516819088123,0,0,0.000896715347092391,0,0,0,0,0,0,0
