,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600188.SH,X002466.SZ,X601991.SH,X601600.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X300072.SZ,X002460.SZ,X600516.SH,X600027.SH,X000898.SZ,X600352.SH,X600111.SH,X000553.SZ,X600176.SH,X601992.SH,X000786.SZ,X000825.SZ,X600426.SH,X000709.SZ,X600299.SH,X000792.SZ,X002110.SZ,X000408.SZ,X600808.SH,X600315.SH,X000883.SZ,X000932.SZ,X000830.SZ,X601158.SH,X601699.SH,X600801.SH,X600219.SH,X002271.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.18374736551069,0,0,0,0,0,0.00942355920550394,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407887787248938,0,0,0,0,0,0.202477472861451,0,0.0323696019569331,0,0,0,0,3.46944695195361e-18,0,0.160153852685998,0,0,0,0,0,0,0.00595891202000258,0,0,0,0,0,0,0
X600028.SH,0,0,0.217163813972258,0,0,0,0,0,0,0,0,0.0722071719734425,0,0,0,0,0,0,-0.0602002226409929,0,0,0,0,0,0,0,-0.145833408560353,-0.113376373723053,0,0,0,0,0,0,0.142239398934418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00984869328995669,-0.0151159665750878,0,0,0,0.0158559262497787,0,0
X601088.SH,0,0.0678631735775152,0,0,0,0,0,0,0,0,0,0.43667567849871,0.0781626932524038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173050580454025,0,0,0,0,0,0.0307431834602418,0,0,0,0,0,0,0,0,-0.00940696234803192,0.0194168275522433,0,0,0,0,0,0
X600585.SH,0,0,0.124255711577852,0,0,0,0,0,0,0,0,0.147942611400704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480001819886294,0,0.0863912961475164,0,0,0,0,0,0,0,0,0,0,0,0,0.200696334989009,0,0.0389495390978486,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.226443237058585,0,0,0.0905089859382529,0,0,0,0,0,0,-0.0334014817490363,0,0,0,0,0,0.124292272725538,0,0,0,0,0,0,0,0,0,0.096341147611044,0,0,0.0302466340427608,0,0,0.078586814404303,0,0,0,0,0,0,-0.00480752721106127,0.0911711485334014,0,0,0,0,0,0
X600309.SH,0,0,0,0.0311052668167973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484813526216402,0,0,0,0,0,0,0,0,0.0699495330676529,0,0,0,0.108179951577013,0,0,-0.0583990841140031,0,0.0493744771139287,0,0,0,0,0,0,0,0,0,0,0,0.0324222534613416,0.0194549249188444,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00444939475827932,0,0,0,0,0,0,0,0,0,0,0,0.0253231037651842,0.0473315484130224,0.0139475547964655,0.22053686012472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519370640394939,0,0,0.031249869830691,0,0,0,0,0,0,0,0,0.0183035021905975,-0.0426438566449099,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.062450870095327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189357651883867,0,0,0,0,0,0,0,0.247775894669587,0.0853823691205111,0,0,0,0.132019564433203,0,0,0,0,0,0.0999093628823084,0,0,0.0333538444731235,-0.00626947604978327,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0899381144382642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135855323206953,0,0.0531968043645853,0,0,0,0,0.0250236318707149,0,0,0,0,0,0,0,0,0,0,0,0.0636043069562805,0,0,0,0,0.00320541955622405,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0212929660200521,0,0,0.0454797767531901,0,0,0,0,0,0,0.0353189628804385,0,0,0,0,0,0.0544727584189541,0.140288846293429,0,0,0,0.16472761012071,0.0062507155748532,0,0,0,0,0,0,0,0.0450454684126345,0,0.112331614680867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
