,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600547.SH,X600886.SH,X600660.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X000708.SZ,X600111.SH,X601699.SH,X600010.SH,X000301.SZ,X600362.SH,X000983.SZ,X600426.SH,X000877.SZ,X600027.SH,X600803.SH,X600489.SH,X002271.SZ,X601991.SH,X600160.SH,X600985.SH,X000807.SZ,X000630.SZ,X000786.SZ,X000408.SZ,X600176.SH,X000933.SZ,X600348.SH,X000932.SZ,X600612.SH,X601168.SH,X600219.SH,X300037.SZ,X002128.SZ,X600995.SH,X600688.SH,X600157.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.390273342577858,0.398631740380694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564937505181641,0,0,0,0,0,0,0,0,0,0,0,-0.0438261573687957,0,0,0,-0.0120524428975982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148577539223592,0.0128289034527488,-0.142844877580954,0,0,0.0168588632441757,0,0
X600028.SH,0.590512389956966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643961417522181,0,0,0,0,0,0,0,0,0,0,-0.0689068663254805,0,0,0,0,0,0,0.122119560003443,0.031128108543117,0,0,0,-0.0199868974437405,0.0169016817863707,0,0,0,0,0,0
X601088.SH,0,0.209545547646753,0,0,0.109101066855427,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126273077981181,0,0,0,0,0,0,0,0,0,0,0,0,0.0419403559572559,0,0,0,0,0,0.00673954715160481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160514315165604,0,0,0,-4.33680868994202e-19,0,0
X600309.SH,0,0,0,0,0.252225175486462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366152949931431,0,0.399340166036439,0,0,0,0,0.0635396842716032,0,0,0,0,0,0,-0.0961230927306743,0,0,0,0.109445230291338,0,0,0,0.23881276011137,0,0,0,0,0.0787341032573191,-0.0114979128343838,-0.0255025455217112,0,0,0,0,-0.00918890589477663,0,0
X600188.SH,0,0,0.0548367491987171,0.0592163794927755,0,0.142012394936351,0.12324583776972,0,0,0,0,0,0,0,0,0,0,0,0,0.263163081679395,0,0,0,0.053211950807303,0,0,0,0,0,0,0,0,0.123639501040554,0,0,0,0,0,0.00592039570778633,0,0,0,0,0,-0.0327803170131817,0,0,0,0,0,0,0,-0.00753318445664,0,0,0,0,0,0
X601898.SH,0.0991288420284886,0,0.023556395902827,0,0.344786125366547,0,0,0,0,0,0.0953303168307076,0,0,0,0,0,0,0,0,0.0756451526825672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554159912620677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151459287669835,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.195608387881647,0,0,0,0,0,0,0,0.0124331394543432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073978462498264,0,0,0.01295079827991,0,0,0,0.300721601929141,0,0,0,0.277135955230169,0,0,0,0,0,0,0,0,0,0,0.000686030495345217,0,0.1052668843484,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.082098774760912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336243303909377,0,0,0,0,0,0,0,0,0,0,0.0146587506537834,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00562265733745996,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0565715794957461,0,0,0,0,0,0,0,0,0,0,0,0.0560968832227098,0,0,0,0,0,0,0,0.0755324974153207,0.000631083362028045,0.194548975986665,0,0,-0.0399386037400247,0.223674796185667,0,0,0,0,0,0.10927899504426,0,0.0503701701710567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486641036096826,0,0,0,0,0,0
X600547.SH,0.0159531249864554,0.016783903427423,0,0,0.0949324674592935,0,0,-0.03681642365217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588721982139427,0.00979476880671493,0,0,0,0,0,0.0539631812641546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00670495237046122,-0.00263015588661081,0,0,0,0,0,0
X600886.SH,0.0581951078977856,0,0.0471901583640309,0,0,0,0,0.0137862367981114,0,0,0,0.149780498993444,0,0,0,-0.0268102185183385,0.369671129628032,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0221697883206087,0,0,0.0169775917026365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204339329365461,0,-0.00441604105921259,-0.00588732585462662,0,0,0,0,0,0
X600660.SH,0,0.0839667336140819,0,0,0,0,0.101988544647085,0,0,0,0,0,0,0,0,-0.0309292412313778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552141928989593,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0776741945460159,0,0
X601600.SH,0,0,0,0,0,0,0.0304556762897449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287967738356374,0.132479880520389,0,0,0,0.0880550823195714,0,0,0.112855560730257,0.166828142884399,0,0,0,0,0,0,0,0,-0.0110231543083806,0.00813246129177607,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0.0535811574269332,0,0,0,0,0,0.756251849848508,0,0,0,-0.0188173080823641,0,0.0694527681401508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254465554427159,0,0,0,0,0,0,0.00364499591952132,-0.000942806527883106,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.111680272321758,0,0,0,0,0,0.11783580899224,0.124003367479181,0,0.0811030594638995,0,0,0.259076148356757,0,0,0,0,0,0,0,0,0,0,0.0711877227331888,0,0.0187189891412131,0,0,0,0,0.0674388328338723,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182559210965141,0,-0.00660009749712433,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741315247233845,0,0,0,0,0.0984774206684868,-0.0509370140192263,0.0476087423776331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690386243080647,0,0,0,0,0,0,0,0,0,0,0,-0.00151712894170411,-0.0111919247934573,0,0,0,0,0,0
X600795.SH,0.00392292269403853,0.0269096250674187,0.0349294212075413,0,0,0,0,0,0,0,0.304761513004733,0,0,0,0,0,0,0,0,0.0253778942526867,0,0,0,0,0,0,0,0,0,-0.100257576886629,0.20102394672945,0,0,0,0,0,0,0,0,0,0,0.187139855404638,0,0,0,0,0,0,0,0,0,-0.0255609171320609,0.00744147878339178,0,0,0,0.00369392193362878,0,0
X000708.SZ,0.128318082585449,0,0,0,0,0,0.196408083354741,0,0,0,0,0,0,-0.0847495246233182,0,0,0,0,0,0,0.0224984025306767,0,0,0,0,0,0,0,0,0,0.222383909238288,0,-0.100955701422448,0.0960506137080332,0.208624481880036,0,0,0,0,0,0,0,0,0,0.0630352198555914,0,0,0,0,0,0,-0.00844452803749651,0.0274904873424162,-0.0587501097131955,0,0,0,0,0
X600111.SH,0.0872091806856055,0,0,0,0,0,-0.152139469659699,0,0,0,0,0,0,0.1046752938121,0,0.0483068328705819,0,0,0,0,0.209497831875006,0,0,0,0,0,0,0,0,0,0.156131960321973,0,0,0,0.176403143116223,0,0,0,0,0,0,0,0,0,0,0.0455873161444062,0,0,0,0.164499819570848,0,0.0142834174726148,-0.00463147963413814,0,0,0,0,0,0
X601699.SH,0,0,0.286934563427844,0,0.163981353994282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118957711987985,-0.202116449943828,0,0,0,0,0,0,0,0.21759823246596,0,0,0,0,0,0.216667992172137,0,0,0.159609295572035,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0057362618036259,0.0301073362963724,-0.0308850107420494,0,0,0,0.036964151914626,0,0
