,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600585.SH,X600188.SH,X600011.SH,X600547.SH,X601898.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002460.SZ,X002466.SZ,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600027.SH,X600803.SH,X600489.SH,X601991.SH,X000786.SZ,X000807.SZ,X601699.SH,X000983.SZ,X600160.SH,X000932.SZ,X000630.SZ,X600219.SH,X002080.SZ,X000629.SZ,X000408.SZ,X300037.SZ,X000933.SZ,X600688.SH,X000539.SZ,X600612.SH,X600157.SH,X000027.SZ,X000723.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.716223819674633,0,0,0,0,0.0565198653051616,0,0,0,0,0,0,0,0,0,0,0,0,0.100653880987439,0.0892951824406815,0,0,0,0,0,0.0062017257205193,0,0.0884224508650507,0,-0.0338125694006869,-0.0681889894431736,0,0,0.0182677901171149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105447376960324,0,0,0,-0.0306752042142395,0,0,0,0,0,0
X600028.SH,0.621901096798265,0,0,0,0,0.141762261706231,0,0,0.100142091282922,0.105178877868448,0,0,-0.000396800896428208,0,0,0,0,0,0,-0.0790414123486443,-0.0899314556762183,0,0,0,0,0,-0.0271709132883505,0.044323144633908,0,0,0,0,0,0,-0.0777693251289539,0,0,0,0,0.00125509155831206,0,0,0,0,0,0,0,0,0,-0.0797333454740052,-0.207415443199958,0.0326375917663791,0.00966273982275752,0,0,0,0,0,0
X601088.SH,0.0722770611411508,0,0,0,0,0,0.226304942488802,0,0,0,0,0,0,0,0,0,0,0.0191936942038778,0,0,0,0,0,0,0,0.0573148891218452,0,0.0499167935605598,0,0,0,0,0,0.0884089802104766,-0.0360467071906741,0,0,0,0,0.0411278349307242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.132196827530414,0,0,0,0,0,0.0474969168848302,0,0.123289857389428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100209914283249,0,0.0222411693328746,0,0,0,0,0,0,0,-0.00665694121307109,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0147422805445125,0.00497331813561195,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0959556236281222,0,0,0,0,0,0,0,0,0.0976226384248088,0.195891072281644,0.106562742098218,0,0,0.0166052966102408,0,0,0,0.019737921268311,0,0,0,0,0,0,0,0,0,0,0,-0.00438170810491625,0,0.0779426410380278,0,0,0,0,0
X600585.SH,0,0.0104526916296793,0,0,0.116620967630242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137685115522359,0.0767576511891958,0,0,0,0,-0.0197436804794964,0,0,0,0,0,0,0.0468440786514599,0.0480206298921405,0,0,0,0,0,0.118889856302255,0,0.0799260836106265,0,0,-0.154749536506209,0,0,0,0,0,-0.029449089409766,-0.0414786985090855,0,0,0,0,0,0
X600188.SH,0,0,0.694306698664791,0,0,0,0,0,0,0,0.0136740522716939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.262490916400738,0,0,0.0259135836982406,0.100371483170646,0,0,0,0,0,0,0,0,0,0.080952124082419,0,0,0,0,0,0.0303444410487959,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258237739515248,0,0,0,0,0,0,-0.215834263434466,0,0,0,0,0,0.594821108576032,0,0,0,0,0,0,-0.111358749815293,0,0,0,0,0,0,0,0,0,0,0.0246855552873048,0,0,0,0,0,0,0,0.0858357386994826,0,0,0,0,0,0
X600547.SH,0,0.136959589949055,0,0,0.106353782163819,-0.127640218594111,0.0593956259112357,0,0,0,0,0,0,0,0,-0.0162950652539686,0,0,-0.085258523429409,0,-0.0324473944502526,0,0,0,0,0,0,0.0447674504241162,0.743426186629143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143249128760093,0.018202390751795,0,0,-0.0439549563679191,0,0,0,0,0,0
X601898.SH,0.167451389402605,0,0,0,0,0,0.117266426789027,0,0,0,0.0245757961109616,0,0,0,0,0,0,0,0,0,0,0,-0.0660021601170967,0,0,0,0,0.162437131692181,0,0,0,0,0.280680016377566,0.092690095677954,-0.0406391614131113,0,0,0,0.00997121585879049,0,0,-0.0074595888584128,0.020882754210366,0,0,0,0,0,0.0319502817924397,0,0,0,0.0284199827278025,0,0,0,0,0,0
