,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600547.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X600111.SH,X601992.SH,X600516.SH,X600176.SH,X002466.SZ,X600299.SH,X000629.SZ,X000709.SZ,X002460.SZ,X600808.SH,X600352.SH,X300072.SZ,X600219.SH,X600801.SH,X000825.SZ,X600339.SH,X601158.SH,X002110.SZ,X600489.SH,X000553.SZ,X600583.SH,X000786.SZ,X000883.SZ,X601699.SH,X600426.SH,X000301.SZ,X000932.SZ,X000630.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.144435338569228,0,0,0,0.0267535186585242,0,0,0,0.139639591082615,0.0488480877612111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133065358940401,0,0,0,0,0,0,0.277705622841424,0,0,0,0,0,0,0,0,0,0.197911641049673,0,0,0,0,0,0.0400635174653194,0,0,0,0,0,0
X600028.SH,0.170444379082916,0,0,0,0.133037387748525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087000387717902,0,0,0,0,0.11254593951616,0,0,0,0,0,0,0.0181534365375918,0.0283364051228955,0,0,0,0.0401249428430714,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0948946458976863,0,0,0,0,0.132725803296655,0,0,0,0,0.0490822164557449,0,0.178665684312275,0,0,0,0,0,0,0,0,0,-0.0925715762734296,0,0,0,0,0,0,0,0,0,0.0345110101254906,0,0,0,0,0,0,0,0.0255524143292142,0,0.0714934134765549,0.0909062498066929,0,0.121728857986466,0,0,-0.0230767508893126,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0702789486463966,0.030946159784138,0,0,0,0,0,0,0,0,0,0,0,0,0.0634627360585463,0,0,0,0,0.141200337475094,0,0,0,0,0,0,0,0,0.502097942061891,0,0,0,0,0,0,0,0,0,0,0.0690628001928798,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.035800836497599,0,0,0,0,0,0,0,0,0,0,0,0,0.561186401779529,0,0,0,0,0,0,0,0,0,0,0.0274330582005645,0,0,0.0722313065089882,0,0,0,0,0,0,0,0,0,0,0.00042616531004051,0,0.0305002185250028,0,0,0,-0.0137722028798194,0,0,0,0,0,0,0
X600011.SH,0.0287459039042555,0.0206968460052211,0,0.0716056384683094,0,0,0.00515638745076625,0,0,0,0,0,0,0,0.06841390044001,0,0,0,0.754938495266802,0,0,0,0,0,0,0,0,0,0.0275111306670833,0,0,0,0,0,0,0,0,0,-0.143911128074212,0,0,0,0,0,0,0,0,0,0,0,-0.0256364529920693,0.0616463067567738,0,-0.0752152878823653,0,0,0,0
X600309.SH,0,0,0,0.256488060112367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729323500495437,0,0,0,0,0,0,0.056670946153013,-0.300165659283106,0,0,0,0,0,0,0,0.188839478939559,0,0,0,-0.345559106039131,0,0,0,0,0,0.312590755574661,0,0.0972984403220596,0,0,0,-0.0230662294243284,0.101174694239552,0,0,0,0,0,0
X600010.SH,0.15825433581215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341193722234177,0,0,0.150242544782781,3.46944695195361e-18,0,0.140543711315276,0,0,0,0.0479244739211189,0,0,0,0,0.047146804753765,0.00387481857511135,0.0222059751349858,0,0,0,0,0,0,0,0,0,0,0.0908595263417528,0,0,0,-0.00579858385204037,0,0,0,0,0,0,0
X601898.SH,0.0276490949946614,0,0.0157910330237304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00879249318466715,0,0,0,0,0,0,0.00383789430499426,0,0,0,0,0,0,0,0,0,0,0.241925870077247,0,0,0,0,-0.0995016840092085,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.16314622336169,0,0,0.0279819907516133,0.0834939222470967,0,0,0,0,0,0,0,0,0,0,0,0,0.0704903093403069,-0.00346146953348029,0,0,0,0,0,0,0,0,0,0,0,0,0.0884357932529578,0,0,0,0,0,0.0852547800999687,0,0,0,0,-0.0113087876909936,0,0,0,0,0,0,0
