,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600188.SH,X600886.SH,X600795.SH,X600309.SH,X600688.SH,X600583.SH,X600027.SH,X002353.SZ,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000629.SZ,X000883.SZ,X000709.SZ,X600489.SH,X600490.SH,X600315.SH,X000825.SZ,X600547.SH,X600352.SH,X000831.SZ,X000539.SZ,X601699.SH,X000630.SZ,X600307.SH,X600660.SH,X000983.SZ,X600549.SH,X000937.SZ,X000959.SZ,X000027.SZ,X600578.SH,X000960.SZ,X600516.SH,X600157.SH,X600863.SH,X000761.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0061843114219982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167431532292193,0,0,0.0405847687260415,0.0218779667068159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272726340801049,0.00798049342508227,0,0,0,0,0.00236608032480975,0.0259166748612718,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.151708760717545,0,0,0,0,0,0,0,0,0,0,0,0,0.00857976403984641,0,0,0.0409408504700583,0,0.0288521076840875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902223386683889,0.0113624446162796,0,0,0,0.0122293759630756,0,0,0.121712694480717,0,0.0523622706707954,0.0202041601494302,0,0,0,-0.0107068076729063,0.0159079307578264,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0477475040317982,0,0,0,0,0,0,0,0,0.0156088195655949,0,0,0,0,0,0,0,0,0.0743438682939306,0,0,0,0,0,0,0,0,0,0.0368215509351175,0,0.251980065003829,0,0.116702852222824,0,0,0,-0.0354749271326762,0,0.0159249812208063,0,0,0,0,0.00328854203527962,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-3.81640009492527e-05,0,0,0,0,0,0,0,0,0.0859571872257595,0.082596653177684,0,0.0325973489224184,0,0,0,0.122425874787281,0,0,0,0,0,0,0,0,0,0,0,0,0.0369382928036297,0.0393161787915346,0,0,0,0,-3.46944695195361e-18,0.0143829518823862,0,0,0,0,0.00488712027993807,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171306700005943,0,0.0169838225964071,0,0,0,0,0,0,0,-0.0334698242783079,0,0,0,0,0.101273296066832,0,0,0,0,0,0,0,0,0.106914388910175,0,0.00855675618229114,0,0.0223199708295886,-0.0261233873244642,0,0,0,0.0197612494497011,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384459997549233,0,0,0,0.0556650676905349,0,0,0,0,0,0,0,0,0,0,0,0,0.0588485562169528,0,0,0,0.145999411474486,0.0277373657987591,0,0,0,0,0,0.149111703586482,0,0,0.00958320970625081,0.000122512481629957,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0098037239307754,0,0,0,0,0,0,0,0,0.0759413752144366,0,0,0,0.0938520086458351,0,0,0,0,0,0,0,0,0.0494570028879062,0,0.157951680333977,0,0,0,0,0,0.110135878191794,0,0,0,0,0,0,0,0,0,0.00543617166040237,-0.00824547265388403,0,0,0,0,0,0
X601991.SH,0,0,0,0.0695359923843523,0,0.0655072577951387,0,0,0,0.0296824993283832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0165256110160793,0,0.0152268476584037,0,0,0.138688719333343,0,0,0,0,0,0,0,0,0,0,0.1515150304782,0,0,0.0199467039470129,0,0,0,0,-0.00849150250262237,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.034014200376764,0,0,0.0188346933260279,0,0,0,0,0,0,0,0.033403138087218,0,0,0.0584770834285516,0.00108865744385313,0,0,0,0,0,0,0,0,0,0,0.088152615457648,0,0.0507793049295774,0,0,0.279567651170341,0,0,0,0,0.0706849204221516,0,0,0.0326992766272218,0,0,-0.00487701884769108,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0549066312318262,0,0,0,0,0,0,0.122604684169503,0.0341690996799517,0,0,0,0,0,0.265848036797102,0,0.320572289351312,0,0,0,0,0,0.0453071835020216,0,0,0,0,0,0.00721012996373171,0,0,0,0,0,0.0801568722791316,0,0,0,0,0,0,0,0,-0.0499788897107391,0.0470138145308252,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0836867579969699,0.0391831485323974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510758157654812,0.033675857471748,0,0,0,0,0,0,0,0,0,0,0.189448110660833,0.0160076358466569,0,0.0316990491888847,0,0,0.0452288467112215,0,0,0.0854407521065745,0,0,0,0,0,-0.00166980999128515,-0.00188043964695172,0,0,0,0,0,0
