,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000792.SZ,X002466.SZ,X600010.SH,X600188.SH,X601600.SH,X000301.SZ,X600011.SH,X002271.SZ,X601898.SH,X600660.SH,X000708.SZ,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X601991.SH,X300037.SZ,X000786.SZ,X002080.SZ,X600795.SH,X000408.SZ,X000825.SZ,X600803.SH,X600219.SH,X000959.SZ,X002353.SZ,X002326.SZ,X600688.SH,X000723.SZ,X600295.SH,X000027.SZ,X000932.SZ,X600141.SH,X600352.SH,X000807.SZ,X000983.SZ,X600157.SH,X000898.SZ,X600096.SH,X002407.SZ,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.347766922164981,0,0,0,0,0,0.00172358855694267,0,0,0,0.0567931009773944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125605210876588,0.0355280141270869,0.0331945109569889,0.0088712539869198,0,0,0,0,0,0,0.0419020499027631,0,0.032838329948523,0,0,0,-0.0159660007851113,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0139786878012812,0,0.023003733919934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402942694111759,0,0,0,0,0.00191959593901646,0.0627096945133693,0,0.0908726121419529,0.114230263441595,0,0,0,0,0.0154763767632138,0,0,0,0,0,0,-0.00987507874616475,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0532546720625889,0,0,0,0,0.049305421842187,0,0,0,0,0.190208399258104,0,0,0,0,0,0,0,0,-0.00480395804022245,0,0,0,0,0,0,0,0,0,0,0,0.0957551803861875,0.108201214704176,0,0,0,0,0,0.162828391986573,0,0,0,-0.0470400543130814,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0687372107219871,0,0,0,0,0,0,0,0,0,0,0,0.282232823341295,0,0.0693538188215286,0,0.0111263277201977,0,0,0,0,0,0,0,0,0,0,-0.0119347884859554,0.0378018982234557,0,-0.00496153638621578,0,0,-0.0422507585333257,0,0,0,0,0,0,-0.0135526619537145,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.534341032538538,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733936378618847,0,0,0.00747804128608582,0,-0.0716086078511339,0,0,0,0,0,0,0,0,0,0,0.0453530220271903,0,0,0,0,0,0,0,0.0211894272153062,0,0.408163030849445,0,0,0,-0.0242645510233105,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.123705592515175,0,0,0,0,0,0,0.0155016978705571,0,0,0,0,0,0,0,0,0,0.0786575829705856,0,0,0,0,0.20983740121102,0,0,0,0,0,0,0.0720551466388185,0,0.0822220920680539,0,0,0,0,0,0,0,0,0.06066416072067,0,0,0,0,0,0,0,0.0449900712947387,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0361175537112234,0,0,0,0,0.0012687679995091,0.0859008887172425,0.012679812324782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142261510179274,0.0262303315584594,0,0,0,0,0,0.0107876490249481,0,0.545556992611225,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.147050067772901,0,0,0,0,0.264256911207454,0.230335160568894,0,0,0,0,0,0,0,-0.0281534224187161,0,0,0,0,0,0,0.145562402577575,0,0,0,0.260086070672496,0,0,0,0,0,0,0,0,0,0,0,0,-0.197925122637082,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0853972920058129,0.0069142911856501,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126790184953138,0,0,0,0,0,0,0,0,0,0,0,0,0.201695371012735,-0.0715601763996921,0,0,0,0,0,0,-0.272691921012405,0.103950247121829,0,0,0,0,0,0.0668369743791367,0,0,0,0.0735400641025783,0,0,0,0.0969991383492872,0,0,0,-0.156049296672172,0,0
X002466.SZ,0,0,0,0,0.499341663251315,0,0,0.07030944507147,0,0,0.0497642412514054,0,0.0184168004748104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132637944978452,0,0,0,0,0,0.0369010163566224,0,0,0,0,0,0.0205503536260737,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.282913604379624,0.401838451830712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713564087560392,0,0,0,0.268468121443471,0,0,0,0,0.0840537690648488,0,0,0,0,0,0.0131689651289001,0,0,0,0.00660103550174903,0,0,0.00820565914500315,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.127416281275533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00587036280269958,0,0,0,0,0.334473599240458,0.126842581447724,0,0,0,0,0,0,0,0,0.0187216231503227,0,0,0.0519006653661047,0.331458571003718,0,0,0,0.078740062338772,0,0,0,0,0,0,0,0,0,0
