,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600010.SH,X600011.SH,X000877.SZ,X600188.SH,X002271.SZ,X600660.SH,X000301.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X000723.SZ,X600426.SH,X600176.SH,X000408.SZ,X601991.SH,X002080.SZ,X600219.SH,X000786.SZ,X600795.SH,X600803.SH,X600027.SH,X600399.SH,X002326.SZ,X000831.SZ,X300037.SZ,X300073.SZ,X600688.SH,X600516.SH,X000959.SZ,X600486.SH,X600141.SH,X600157.SH,X000825.SZ,X600801.SH,X600352.SH,X600489.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.444561198003363,0,0,0,0,0,0,0,0,0,0,0,0.0525080790634767,0,0,0.0691283768716372,0,0,1.38777878078145e-17,0,0,0,0.00387886727104938,0.0779645179700633,0,0,0,0,0,0,0,0,0.0737409802087743,0,0,0,0,0,0,0.0399684553586071,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,-0.02029746922274,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886938585938837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592765794120586,0,0,0,0,0,0,0,0,0,0,0,-0.035390972369059,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.181448152401866,0,0.0161502026718053,0,0.326087115918426,0,0,0,0,0,0.0433152134585612,0,0,0,0.00108546027817617,0,0,0,0,0,0.0706231453772069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422314664015755,0,0,0,0,0,-0.0235984336308067,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.00956365113340787,0,0,-0.056936191453433,0,0,0,0,0,0.128982051952161,0.00650134499013281,0.02851560601008,0.122517263091952,0,0,0,0.0782836475898717,0,0,0,0.0672876235381346,0.0234942344672432,0.0674320514861406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465335224491883,0,0,0,0,0,0,0.00345239503482012,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0754770034904549,0.0378519452212742,0.00163280314554348,0,0,0,0,0,0,0,0,0,0,0.177687684137144,0,0,-0.112429285935916,0,0.0569055245463999,0,0,0,0,-0.0464278528119428,-0.0740335407608931,0,0,0,0,0,0,0,0,0,0.482975352632995,0,0,0,0,0,0.0181930680702069,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.447185911986035,0,0,0,0,0,0.0274985608870447,0.13978311864859,0,0,0,0,0,0,0,0,0,0.121699254957215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194303866550941,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.392985326517157,0,0,0,0.0551661722627518,0.0204048039161076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346152733064751,-0.112087038299939,0.115380352639061,0,0,0,0,0,0,0.0561143602660969,0.0776796587163216,0,0,0,0.0756039944437349,0,0,0.0267289605504492,0,0,0,0,0,0,0,-0.00477290116030404,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.238528910162947,0.272281544270773,0,0,0,0,0,0.0208539134151175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474856448423843,0,0.184595004166516,0,0,0,0,0,0,0,0,0,0.0616519327064161,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0239236176557266,0.0972463887549107,0,0,0.0799486634082497,0,0,0,0,0,0,0,0,0,0,0,0,0.0257891279097669,0,0,0.122159467333288,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385342097515046,0.135226259571765,0.181715593002629,0.127428092465688,0,0,0,0,-0.0137664673287216,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.450178819137611,0.06574015324862,0,0,0,0.0596900712465001,0,0,0,0,0,0,0,0,0,0,0,0,0.0415355425536781,0,0,0.137244158101557,0,0,0.0468321363960206,0,0,0,0,0,0,0.11727430807508,0,0.0949475054775247,0,0,0,0,0,0,0,0,0,0,0,0,0.017441423392757,0,0,0,0,0,0,0
