,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X002466.SZ,X600027.SH,X600111.SH,X600623.SH,X600157.SH,X600362.SH,X600188.SH,X600886.SH,X600547.SH,X601992.SH,X600299.SH,X600660.SH,X000792.SZ,X600489.SH,X600309.SH,X601158.SH,X600583.SH,X000883.SZ,X300072.SZ,X000709.SZ,X600352.SH,X000539.SZ,X000898.SZ,X000723.SZ,X002460.SZ,X000027.SZ,X600549.SH,X002075.SZ,X000630.SZ,X002407.SZ,X002470.SZ,X600021.SH,X000012.SZ,X600176.SH,X600098.SH,X000983.SZ,X000060.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0679046115102683,0,0,0,0,0,0,0.00572468925052322,0,0,0,0,0,0,0,0,0,0,0,0.189643469672075,0,0.0698717130841898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185271198692976,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.104178376877973,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178210507685934,0,0,0,0,0,0.0176344834052532,0,0.325842007988462,0,0,0,0,0,0,-0.013203653612595,0,0,0,0,0,-0.00564809471619131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.111885036342626,0,0.114214741548938,0,0,0,0,0,0.0087426416172584,0.0140206952623365,0,0,0,0,0,0,0,0,0,0,0.0368684854202505,0,0,0,0,0,0.0238714390734329,0,0,0.136371810912893,0,0,0.025401211095649,0,0,0,0,0,0,0,0,0,0,0.0543192434909098,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0443089333795505,0,0,0,0,0,0,0.139780658255207,0,0,0,0,0,0,0,0.00218252465650191,0,0,0.0936889723663909,0,0,0,0.128560022428926,0,0,0,0,0,0,0,0.00645979933592454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21684758716098,0.00304341512171295,0.0569304353447564,0,0,0,0,0,0,0,0.0276265307186115,0.0289605004039449,0,0,0,0,0,0,0,0,0,0.0750713793425379,0,0,0.166673473933839,0,0,0,0,0,0.0157351081821556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507641383244159,0,0,2.16840434497101e-19,0,0,0,0,0,0.0185768046418514,0,0,0,0,0,0,0,0,0,0.233079871645195,0,0,0,0.13297622258853,0,0,0,0,0,0.0107388460943226,0,0,0,0,0.00851944590288793,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.108056414512882,0,0,0,0,0,0,0,0,0,0,0,0.0735508989339374,0.0702613554206391,0,0,0,0,0,0.168077502712959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273206997246386,0,0.225096664498779,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122027242562089,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156617101056518,0,0,0,0,0,0,0,0,0,0,0,0.144487577857247,0,0,0,0,0,0,0,0,0.05106091469895,0,0,0,0,0,0.0311914914613063,0,0,0,0.305753757315269,0,-0.0109774874806339,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0149771788384918,0,0,0,0,0,0,0,0,0.0254767893678691,0,0,0,0,0,0.0761612407117268,0,0,0,0,0,0,0,0,0.110598552139509,0.149721931575365,0,0,0.109240214224543,0,0,0.0178770954649465,0,0,0,0,0,0,0,0,0.0617453666034481,0,0.132115307546406,0,-0.00558671092172625,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997172358819231,0.0039497628018966,0,0,0.112612368880529,0,0,0,0,0,0.0605840529250868,0,0,0,0,0,0,0,0.0670629184582117,0,0,0.174194656793769,0,0,0.0881140149500597,0,0,0,0,0,0,0,0,0,0.0623246901675611,0,0,0,0,0,0,0,0,0,0
