,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600010.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600188.SH,X600157.SH,X600583.SH,X601992.SH,X600021.SH,X000709.SZ,X000898.SZ,X600309.SH,X600352.SH,X601158.SH,X000539.SZ,X000883.SZ,X600489.SH,X000629.SZ,X600547.SH,X000825.SZ,X000792.SZ,X600660.SH,X000060.SZ,X600808.SH,X000027.SZ,X002353.SZ,X600008.SH,X002470.SZ,X600863.SH,X600578.SH,X000831.SZ,X000012.SZ,X600549.SH,X000959.SZ,X000630.SZ,X600307.SH,X600219.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.46566785888292,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0308999942657693,0.173742829705148,0,0,0,0,0,0,0,0,0,0,0,0.00509270763848379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882086685086908,0,0,0,0,0,0
X600028.SH,0.639834849946812,0,0,0.0378260555284588,0,0,0,0,0,0.0212148227839868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00698449971721065,0.000528653143311399,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.319375915191505,0.0857273990242755,0.164811905121231,0,0,0,0,0,0,0,0.00852498872730085,0,0.0444520003571565,0.0276116303667952,0,8.67361737988404e-19,0.107964285992461,0,0,0,0,0,0,0,0.0487690628891706,0,0.0392177757842688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00162401439077335,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0191396263973767,0.179850021549742,0,0,0,0,0.0283913329568361,0.437405520669013,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899141729200455,0,0,0,0,0,0,0,0,0,-0.00987802894041181,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0176730337738228,0,0,0,0,0,0.116347471828101,0,0,0,0,0,0.0486584706420906,0.120234779447657,0.258507316915782,0,0,0,0,0,0,0,0,0,0,0,0,0.0404228921583911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000542927895479969,0.0194931014298007,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.103219521792094,0,0.172553682346248,0.0237165165534729,0,0,0,0.0385743426381109,0.394652363794107,0,0,0,-0.0221065317829327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239405590152612,0,0,0,0,0,0,0,0,0,0,-0.0026849168738834,0.0184742057555976,0,0,0,0,0,0
X600585.SH,0,0,0.33964863055251,0,0,0,0,0,0,0,0,-0.00783217763073642,0,0,0.108343551442639,0,0,0,0,0.0788910182821304,0,0,0,0.0988687815442255,0,0,0,0,0,0,0,0,0,0,0.000244619623101967,0,0,0,0,0.0296060507183874,0,0,0,0,0,0,0,0,0,0,0,-0.00781812120613168,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0545882148983823,0.107445499227744,0,0.0706316513407757,0,0,0,0,0.01656015441303,0,0,0,0,0,0.078869745124277,0,0.0112614037186096,0,0,0,0,0,0,0.0817400390348109,0,0,0,0.0478826246549287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046877843325104,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0719536868645054,0,0,0.149250589318042,0,0.0644233283380815,0.0271445007438723,0,0,0,0,0,0,0,0,0.0692913601632997,0,0,0.138083124625172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047791959251901,0,0,0,0,0,0
X601991.SH,0,0,0,0.25723383767849,0,0,0,0,0.334866260757338,0,0,0,0,0,0,0,0,0,0.108162777272865,0.0360696065357405,0.211647048380443,0,0,0,0,0,0,0,0,0,0,0,0.0220295795324736,0,0,0,0,0,0,0,0,0.0298917901174985,0,0,0,0,0,0,0,0,0,-0.00724643389990097,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.00407702892466877,0,0,0,0,0,0,0,0,0,0.289381006309329,0,0,0,0,0,0,0,0.00184885044504428,0,0,0,0,0,0,0,0,0,0,0,0.327315262374332,0,0,0,0,0,0,0,0,0,0.056348122235404,0.0620738896557582,0,0,0,0,0,0
X600688.SH,0.246073592961154,0,0,0,0.120511266508488,-0.0620941665314612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10549053412229,0,0,0,0,0,0,0,0,0,0,0,0,0.0574861514659557,0,0,0,0,0,0,0,0,0,0.119679831631397,0,0,-0.00117936624558849,0.0599722803427092,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.11935064193063,0,0,0,0,0,0.124870628788849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145267949420672,0,0,0.0695120018141902,0,0,0,0,0,0,0,0.211726625774723,0,0,0,0,0,0,0,0,-0.010784487110925,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0736540396392708,0,0,0,0,0,0,0,0,0.0485661633642095,0,0,0.0513974647989638,0,0,0,0,0.032094861329677,0,0,0,0,0,0,0.0823211290407634,0,0,0.173711264332158,0.00978187517363247,0,0,0,0,0,0,0,0,0,0,0,0,0.0733578604423396,0,0,0,0.0155132697375817,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0630242904610466,0,0.0164989296985183,0.443790879874884,0,0,0,0,0,0.110930880084864,0,0,0,0.0425043660054212,0,0,0.0253102892518542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214080427698491,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.185423004515184,0,0.367043209398639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234930611425117,0,0,0,0,0.0931790239705707,0,0,0,0,0,0,0,0,0,-0.0201964815155383,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0793035833716855,0,0.0346346437088225,0.018516012437898,0.197587588472881,0.0334355511682181,0,0,0,0,0,8.67361737988404e-19,0,0.0159763682525388,0.132052480079147,0,0,0,0,0,0,0,0,0.274894162582774,0.0149347191802653,0,0,0,0.0362787841360152,0,0,0,0,0,0,0,0,0.0303771753125088,0,0,0,0,0,0,0,0,0,0,0,0,0
