,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600362.SH,X600027.SH,X000898.SZ,X002466.SZ,X601992.SH,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X600299.SH,X000709.SZ,X000629.SZ,X600352.SH,X600808.SH,X600219.SH,X600801.SH,X600489.SH,X601158.SH,X000786.SZ,X000825.SZ,X300072.SZ,X000553.SZ,X600583.SH,X000883.SZ,X000792.SZ,X600339.SH,X601699.SH,X000408.SZ,X002110.SZ,X000301.SZ,X000630.SZ,X002271.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.21832882916491,0,0,0,0,0,0,0.0984063134526834,0,0.0246318252645593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314312039864897,0,0.0273121630322801,0.218230326752075,0,0,0,0.0748453753375629,0,0,0,0,-0.0129498412800817,0.0390136488660549,0,0,0,0,0,0
X600028.SH,0.248234704919496,0,0,0.123254456449051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118229835789684,0,0,0,0.0360374750817612,0,0,0,0,0,0,0,0,0.0354891907375639,0,0,0,0.0736878977413076,0.0800276947596614,0,0,0,0,0,0,0,0,0.00138147698693182,0.0185844007120508,0,0,0,0,0,0
X601088.SH,0.217951896019544,0,0,0,0,0,0,0,0.11827767580797,0.0454163337390513,0,0,0,0,0,0,0.117264932071813,0,0,0,0,0,0,0,0,0,0,0,0.048429460410928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661940543805058,0.0496865649353017,0.0449428663466661,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.093622577014108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222654189808254,0,0,0.483924097765548,0,0,0,0,0,0,0,0,0.178041942930015,0,0,0,0,0,0,0,0.150800933049264,0,0.00820480565236373,4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0,0.0508774596845852,0,0,0,0,0.0291327700156329,0,0,0,0,0,0,0,0,0,0.113914180866057,0,0,0.470080516356108,0.0433659958128786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033165028328688,0,0,0,0,0,0,0,0,0,-0.00560641912839225,0,0,0,0,0,0,0
X600011.SH,0,0.0280047624099791,0,0.0991939642561499,0.04041133214406,0,0.0288646554670112,0,0,0,0,0,0,0,0,0,0,0,0.691245113504897,0,0.012773775551408,0,0,0,0.0250383136398859,0,0,0,0,0,0,0,0,-0.192590368015543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141667797495096,0.0504424726768895,0,0,0,0,0,0
X600309.SH,0,0,0,0.0880107501241165,0,0.0427265324098294,0,0,0,0,0,0,0,0,0,0,0,0,0.0420268059015545,0,0.214811441834881,0,0,0,0.0697470700941281,0,0.207923058269062,0,0,0,0,0,0,-0.0842351772549788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131606666128015,-0.0584741741052794,-0.0531495579494166,0.213356289382554,0,0,0,0,0,0
X600010.SH,0.181495615234068,0,0,0,0,0.011849776701563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125110810953575,0,0.274183010045791,0.0254458273483715,-3.46944695195361e-18,0,0,0.0352956944667127,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00129645402210897,-0.0213028073305783,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.058702145069823,0.128249030161878,0,0,0,0,0,0,0,0,0,0,0,0,0.0675471242944293,0,0,0,0,0.0728527682198021,0,0.117967264954501,0,0,0,0,0,-0.0036609715559039,-0.0479142116575225,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0379610358628537,0.0531594668704599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491872751778294,0,0,0,0,0,0,0,0,0.473283020348777,0,0,0.263385340055711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183231230900086,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.015037898429811,0,0.210220724267616,0,0,0,0,0,0,0,0.00771021437436847,0,0,0,0.0808664736645567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064214741711412,0,0,0,0,0,0,0,0,0,0.0265484283426992,0,0,-0.0303685307156593,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0790858713292581,0,0.0989890635619771,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0258312036999311,0,0,0,0,0,0,0,0,0.0170671924654641,0,0.0574654948805555,0,-0.0318866038642458,0,0,0,0,0,0,0.104356854344326,0.344039086757544,0,0,0.0194288099433926,0,0.0624432144222102,0,0,0,0
X600688.SH,0.0979830655853061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175006818252871,0,0,0,0.0479242621494083,0,0,0,0,0,0,0,0,0,0.050483372895857,0,0,0,0,0,0,0,0,0,0,0,0.0846308480752088,0,0,0,0,0,0,0.101079900735453,0,0,0,0,0,0,0,0,0
