,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X601600.SH,X600188.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X600160.SH,X002460.SZ,X600489.SH,X600803.SH,X000807.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X600027.SH,X000786.SZ,X601991.SH,X000408.SZ,X600219.SH,X600426.SH,X600176.SH,X002128.SZ,X000983.SZ,X601168.SH,X002353.SZ,X000630.SZ,X000933.SZ,X600096.SH,X601699.SH,X600378.SH,X000877.SZ,X600985.SH,X600157.SH,X600352.SH,X600299.SH,X600549.SH,X600995.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0436065125362261,0.374941183756821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000752942923117534,0,0,0.00799231534217626,0,0,-0.0390005534705379,0,0,0,0.014324119709161,0,0,0.0610379322669437,0,0,0,0,0,0,0,0.121719138443562,0,0,0,0,0,0,0,0,0,0,0.0236967138473221,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.561572009141937,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195126862590186,0.0138805057906537,0.100048463094557,0,0,0,0,0,0,0,0.0178500124996945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012534800104453,-0.0171417571853931,0,0,0,0,0,0
X600028.SH,0.0236652975670625,0.174946296208563,0,0,0,0.17262442551284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145823324343042,0,0,0,0,0,0,0,0.0239718792809455,-0.0171463304042311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105392713268968,0,0,0,0,0,0,-0.0808715681568228,0.0152059466762611,-0.0127000145824332,0,0,0,-0.00102251824130148,0,0
X600309.SH,0,-0.00505292867228477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124980994626778,0,0,0,0,0.182031910769986,0,0.0407321408104148,0,0.00216425518409629,0,0,0,0,0,0,0,0,0,0.116814977424271,0,0,0,0,0.09621990030628,0,0.0115723876253879,0,0.0279355595420494,0,0,0,-0.082300859797088,-0.0116945650887986,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245361989381143,0.130280221862797,0,0.208926444002393,0,0,0.036243980209733,0,0,0,0,0,-0.0732089682648686,0,0,0,0,0,0,0,0,0,0,0,0,0.164762909689706,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0104945041901619,0.011063258972515,0,0.0432478878423616,0,-0.154937808863534,0,0
X601898.SH,0,0.317403059571909,0,0,0,0,0.136681110946252,0,0.439062303117364,0,0,0,0,0,0,0,0,0,0,0,0,0.052002119745155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453035848264186,0,0,0,0,0,0,0,0,0,0,0,0,0.0154010432943345,-0.00456764042034915,0,0,0,0,0,0
X600019.SH,0,0.117036584606694,0,0,0,0.186732662089993,0,0.210089599684531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0185004966084042,0,0,0,0,0,0,0.0635920648596368,0,0.00324285251446915,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485887062446463,0,0,0,0,0.148777112262028,0,0,0,0,0.000773918903298737,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0461681280397735,0,0,0,0,0,0.0426551980290134,0,0,0,0,0,0,0,0,0,0,0,-0.172355857496514,0,0
X600188.SH,0,0,0,0,0,0.0944363749305746,0,0,0,0,0,0,0.117428648000738,0,0,0.0290590615827167,0.020205151720184,0,0,0,0,0,0,0,0,0,0.0811645180752636,0,0,0,0,0.01844477194402,0,0,0,0.127888221771219,0,0,0,0,0,0,0,0.131634213611238,0.0810547743456601,0,0,0,0,0,0,0,-0.0062767909195127,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0426783040764529,0,0.0209967080987236,0,0,0,0,0,0,0.0367262480312306,0,0,0,0,0,0.223173191589585,0.0537000854735721,-0.037758593809957,0,0,0,0,0,0,-0.0190162725246717,0.00607357160551976,0,0,0,0,0,0
