,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600660.SH,X002460.SZ,X000708.SZ,X002271.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601898.SH,X600426.SH,X600801.SH,X600010.SH,X601600.SH,X600176.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600111.SH,X600795.SH,X000301.SZ,X300037.SZ,X600688.SH,X002466.SZ,X600803.SH,X000932.SZ,X600299.SH,X600027.SH,X002080.SZ,X601992.SH,X002075.SZ,X600219.SH,X600315.SH,X600486.SH,X000898.SZ,X000027.SZ,X601168.SH,X000883.SZ,X600612.SH,X002409.SZ,X000723.SZ,X601158.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0478490158533378,-0.0113061186836276,0,0,0,0,0.0106219856734945,-0.0394939204435831,0,0,0,0,0,0.0814459324664687,0.0464009016834489,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.045231582645029,0,0,0,0,0,0,0,0,0,0,0.0251519607238737,0,0,-0.0133093316636116,0,0,0,0.0154131346115581,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0790146188527675,0,0,0,-0.00173125036437463,0,0.0327797603404441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00337758243385942,0,0,0.0491994712210473,-0.00678768409182665,0,0,0,0,0,0,0,0,0,0,0,-0.0061132501808565,0,0,0,0,-0.000936002678671386,0,0
X601088.SH,0,0,0,0,0,0,0,-0.018179054303765,0.0405423220831148,0,0,0,0,0.010359389247388,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0961697771389864,0,0,0,0,0,0,0,0.0630448019223613,0.0186051637189071,0,0,0,0,0,0,0,0,0,0,0,0.0253939383527741,0,0,0.00694199813611202,0,0,0,0,4.33680868994202e-19,0.00293263790618436,0,0,0,0.0240814701493861,0,0
X600585.SH,0,0,0,0,0.00895353237892605,0,0,0,0.00122433557305084,0,-0.0127566968128854,0,0,0,0,0.0598826764063315,0,0,0,0,0.0439428383366651,0.0173799721743384,0,0,0.0804910052515479,0,0,0,0,0,0.0240743396708215,0,0,0,0,0,0,0,0,0.085841369259813,0,0,0,0,0,0.121720103147041,0,0,0,0,0,0.0517828151054211,-0.0445276446096704,0,0,0,0.0600393124913809,0,0
X600309.SH,0,0,0,0,0,0,0.208356111474294,0,0,0,0,0,0,0,0,0,0.256983305320473,0,0,0,0,0,-0.143127180271474,0,0,0.074403216704832,0,0,0.254175729321639,0,0.17653994128465,-0.197501043952847,0,0,0,0,0,0.0426398005398508,0,0,0.111038378031619,0,0,0,0,0.150557272422351,0,0,0,0.160303507861531,0,0.00241099323337099,0,0,0,0,-0.0582602005307625,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0218556214166105,0,0,0.029454639286168,0,0,0,0,0,0,0,0,0,0,0.074236197857614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333693318930866,0,0.0231686185650311,0,0,0,0,0,0,0,0.0300057929799454,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189225065201312,0,0,0,0,0.600407762455987,0,0,0,0.105707952847843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113965716342723,0,0,0,0,0,0,0,0,0,0,0,-0.000704140130017013,-0.0292059618209575,0,0,0,0.0301868444873063,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0490071875890016,0,0.0284112753812645,0,0,0,0,0,0,0,0.0489572161386728,0,0.0658074818948328,0,0,0,0,0.298834025160187,0,-0.126286457738325,0,0,0,0,0,0,0.0490716606575542,0,0,0,0,0,0,0,0,0,0,0,0.0660187824640683,0,0,0.076962737362805,0,0,0,0.0563715835429346,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0678179676925029,0,0,0,0,0,0,0,0,0,0,0,0,0.102447868762999,0,0.0656140665892607,0,0,0.103133740795568,0,0.264027514037268,0.117245806974566,0,0,0,0.0114783194315284,0,0,0,0,0,0,0,0.150139215124165,0,0,0,0,0,0.150265414141065,0,0,-0.0286886570804898,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0609030644298328,0,0,0,0.0948370643548896,0,0.109999267416012,0,0,0,0.0557786007432356,0,0,0,0,0,0,0,0.17593408342894,0,0,0,0,1.0842021724855e-19,0,0,0.0139803681141168,0,0,0,-0.0753286734991992,0,0.118088771722938,0,0,0,0,0,0.00615694567855742,0,0,0,0,0.0660188816069253,-0.00174927540968459,0,0,0,0,0,0,0
