,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601600.SH,X601898.SH,X600188.SH,X002466.SZ,X600660.SH,X600362.SH,X600688.SH,X600795.SH,X300072.SZ,X601992.SH,X002460.SZ,X601991.SH,X000898.SZ,X600547.SH,X600111.SH,X600516.SH,X600886.SH,X600176.SH,X600352.SH,X000786.SZ,X000709.SZ,X000825.SZ,X002271.SZ,X600027.SH,X601699.SH,X000792.SZ,X000553.SZ,X000408.SZ,X600299.SH,X600808.SH,X600219.SH,X601158.SH,X000932.SZ,X000830.SZ,X600489.SH,X000959.SZ,X002110.SZ,X000883.SZ,X000983.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.125633550110426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16600547215319,0.0218277546930068,0,0,0,0,0,0,0,0.00660404067342701,0,0,0,0.0624408245710888,0,0,0,0,0,0,0,0.113750611497876,0,0,0,0,0,0.0323249715236626,0,0,0,0,0,-0.0106612211170542,0,0,0,0,0,0,0
X600028.SH,0.0696245535072636,0,0.162910854517544,0,0,0,0,0,0,0,0.0425372337796464,0,0,0.0299911888333878,0.05285566157122,0,0,0,0,0,0.0061560311492323,0.170476305064868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00667793110100079,0,0,0,0,0,0,0,-0.0215082771354459,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.234602140656333,0.110901764705606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201647284871828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0057215522259051,0,0,0,0,0,0
X600019.SH,0,0,0.0833711799357746,0,0.415656571483385,0,-0.0758249415441648,0,0,0,0.0590889805753334,0,0,0.0749771494366347,0,0,0,0,0,0,0.100627404408392,0,0,-0.0196641004693676,0,0,0,0,0,0.12218863533117,0,0,0,-0.0820336614358158,-0.0131502546797062,0,0,0,0,0,0.0994806010846714,0,0,0,0,0,0,0,0,0.00638538444993822,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.148754311776886,0,0,0,0,0,0,0.151265960232251,0,0,0.0112584165588856,0,0,0,0,0,0,0,0,0,0,0,0.0784471910075226,0,0.144315334959397,0,0,0,0,0.100845828283183,-0.092408095234389,0,0,0,0,0,0,0.0551638177354991,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18035579459143,0,0,0,0,0.0324124338356912,0,0.0635542522089273,0,0,0,0,0,0,0,0.016974404281175,0,0,0,0.000406360336215904,0,0.0366901821704354,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0318464839585318,0,0,0,0,0,0.179669574861891,0,0,0,0,0,0,0.0626710671176796,0,0,0,0,0,0,0.0515672466689714,0,0,0.0333892850702913,0,0,0,0,0,0,0.0515873859438069,0.112407976407212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242683812051611,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.168517778304569,0,0,0,0,0,-0.261525261970839,0,0,0,0,0,0,0,0,0,0,0.0341167302019686,0,0,0.092052418012419,0,0.112520289155154,0,0,0,0,0,0,0,0,0,0,0,-0.0581208773273137,0,0,0,0,0.245842864176371,-0.350677172885363,-0.258545197452572,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0650449182904026,0,0,0.157243598071924,0,0,0,0.108836606975736,0,0,0,0.0533894503786576,0,0,0,0,0,0,0,0,0,0,0.19722463824725,0.0936573296613355,0,0,0,0,0,0,0,0,0,0.00993097610987141,0,0,0.106841988567269,0,0,0.00414491399208673,0,0,0,0,0,0,0
