,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X002271.SZ,X600660.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600176.SH,X600886.SH,X000786.SZ,X600011.SH,X600219.SH,X000408.SZ,X600399.SH,X000723.SZ,X000932.SZ,X000825.SZ,X601991.SH,X002080.SZ,X300037.SZ,X600803.SH,X600795.SH,X000959.SZ,X000831.SZ,X000898.SZ,X002409.SZ,X600486.SH,X000807.SZ,X600352.SH,X002407.SZ,X002145.SZ,X600549.SH,X000027.SZ,X600801.SH,X600489.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0412021020090784,0.0317724418917009,0,0,0,0,0,0.00653115158879762,0,0,0.0568538673732823,0,0,0,0,0,0,0,0,0,0.0858273290381981,0,0,0,0,0,0,0,0.0663055362722876,0,0.0172494808305707,0,0,0,0,0,0,0,0.0337890699430565,0,0,0,0,0,-0.0146857393212005,0,0,0,0,0,0
X600028.SH,0.342831579664075,0,0,0,-0.0245338657613258,0.104821625362372,0,0,-0.0346058308107957,0,0,0.0247848704085715,0,0.0372437892991453,0,0,0,0,0,0.0343832656593484,0.00411270660111049,0,0,0,0,0,-0.0204180511670358,0,0.0592484299586435,0,0,0,0,0,0,0,0,0,-0.0126928507897654,0,0.0337896013034755,0,0,-0.0034898205817277,0,0,0,0,0.0420024317711664,0,0,0.0277922372710307,0,0,0,-0.00740467924924503,0,0
X600309.SH,0,0,0,0,0,0,0,0.0668454489135387,0,0.0826597930142904,0,0,0,0,0,0,0,0,0,0.0863837818234566,0,0.0546022878419157,0.143759798748129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145416706242229,0,0.0873855218731643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725650210178354,0,0,0.222340228952252,0,0,0.00866586365784682,0,0.0222992458319037,0,0,0,0,0.0261637109043034,0,0,0,0,-0.0692503915086364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111740790484219,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.332981638437409,0,0,0,0,0.0501358251103829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872049651530836,0,0.367380896510203,0,0,0,0,0,0.0570281629296396,0,0.0123843058170039,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439377645713286,0,0,0,0,0,0,0.0169840119406301,0,0.0379557640764212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179152852300749,0,0,0,0,0,0,0,0.529926332377124,0,0,0,0.0255243112164858,0.0237600011520671,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0632541556024669,0,0,0,0,0,0,0,0,0,0.0409317543709309,0,0,0,0,0,0.159211737939706,0,0,0,-0.0835984733575618,0,0,0.00167960281797563,0.0107889445843504,0.368656588202055,0,0,0,0,0.044462577018098,-0.0457666586890685,0,0,0,0,0,0,0,0,0,0,0,-0.0685903931685667,0,0
X600111.SH,0,0,0,0,0.0205102752201419,0,0,0,0,0,0,0,0.10595751595746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909103667612698,0,0,0,0,0,0.109914266552689,0,0,0,0.202087906393498,0,0,0,0,0,-8.67361737988404e-19,0,0.563782812476107,0,0,0,0,0,0.0430328709397061,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0874246613761892,0,0,0.327303336694508,0,0.300086265552953,0,-0.0777063959263762,0.184335209301488,0,0.362863061106842,0,0,-0.123012151717533,0,0,0,0,0,0,0,0.122968722785567,0,0.0329893486032845,0,0.163252835017701,0,0,0,0,0,0,0,0,0,0,0,0,0.0576634881130528,0,0,0,0,0,0,0,-0.0514197654480213,0,0,0,0,0,0,0
X002271.SZ,0,0,0.189904839741913,0,0,0,0,0,0,0,0.155390870775097,0,0,0,0,0,0,-0.0865694576379493,0,0,0,0.0458640077481387,0,0,0,0.0400754921685176,0.0986292663948998,0,0,0,0,0,0,0,0,0.159898318959231,0,0,0,0.0946761423981171,0,0,0,0,0,0,0,0,-0.0443597838050087,0,0.086999451376433,-0.0453057533539614,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0802608419752135,0.0215540173713488,0,0,0,-0.0178299957174297,0,0,0,0,0,0,0,0.118998346162422,0,0.0411959574364758,0,0,0.0899004615930833,0,0.00372721485758658,0,0,0,0.00596200080230275,0.215839304206281,0,0,0,0,0,0,0,0,0,0.0946672813087471,0,0,0,0,0,0,0,-0.0142155765505099,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22884566733442,0,0,0,0,0,0,0,0.22128948093112,0,0,0,0,0,0.038332806938433,0.0965680509713607,0,0,-0.0463875141111954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0833916632131471,0.241629035699713,0.00555239003511913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434954797213329,0,0,-0.0292165579765357,0,0,0,0,0,0,0,0,0,0.0580205173255301,0,0.213029906741067,0,0,0,0,0,-0.0188451935009846,0.119718068985141,0,0,0,0.0694050286178283,0,0.0772374625284453,0,0,0,0,0,0,0
X000301.SZ,0,0,0.212912018795591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197590232435337,0.0757430217366133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155066857819804,0,0,0.0613268184181755,0,0,0,0,0,0,0,0,0,0,0,0.134634208546431,0.013291206607946,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0443317317830599,0,0.0673470706855226,0,0,0.131226684868522,0,0,0,0,0,0,0,0,0,0,0.0254070896110296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5237822882622,0,0.113676578875176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395483563190034,0,0,-1.0842021724855e-19,0,0,0,0.191683553304444,0,0,-0.168440484735707,0,0,0,0,0,-0.081976704163896,0,0.0876850162671169,0,0,0,0,0,0,0,0.410202817874419,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0313690147865341,0.0340317894289533,0,0,0,0,0,0.344000438873159,0,0,0,0,0.108046925535692,0,0,0,0,0.121634657171496,0,0,0,0,0.144225164177909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374480320247681,0,0,0,0,0,0.0125276648716424,-0.0201050056156869,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.129049660593877,0,0,0.537215638781941,0.122405957174856,0,0,0,0,0,0,0,0,0,-0.0839597194745081,0.128142374543273,0,0.130407785516353,0,0,-0.205372366897316,0,0,0,0,0.0518485346465915,0,-0.0319119150756916,0,0,0,0,0,0,0,0,0.170396950316605,0,0.140726763536265,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.00527504344585198,0,0,0,0,0,0.094031584076362,0,0,0,0,0,0,0,0,0,0,0.0146323119319165,0.00136320282494679,0.00965722235145448,0,0,0,0,0,0,0,0,0,0,0,0.0579808232644018,0,0,0,0,0,0,0,0.233191457976629,-0.0375019460855743,0,0,-0.020175622838385,0,0,0,0,0,0
X600426.SH,0,0,0.115435904894073,0,0,0,0,0,0,0,0,0.219031759485088,0,0,0,0,0.113885172188369,0,0,0,0,0,0,0,0,0.0310879653863098,0.0817159968111845,0,0,0,0,0,0,0,0,0.0789246375173465,-0.0244034661134763,0,0,0,0,0,0,0.102712716371924,0,0,0,0,0,0,0,0,0,0,0,-0.0736580500251206,0,0
X600176.SH,0,0,0,0,-0.0580266146261153,0,0,0,0,0.0426702009491485,0.137241842746227,0,0,0.105603060502,0,0,0,0,0,0,0,0.0585147690470564,0.090955975758972,0,0,-0.0115000028972898,0,0,0,0.00428427133115759,0,0,0,0.0737977150913314,0,0.108236671428588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051950506211815,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0207720680535249,0,0,0,0,0,0,0,0,0.0171330722494308,0,0.154779173759936,0,0,-0.0556899584374801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368465127446872,0,0.0241959914349891,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.130515353939294,0,0,0.238561905054317,0,0.1536645404843,0.0116127392142081,0,0,0,0,0,0,0,0.155522622355369,0,0,0,0,0,0,0.0306204741521124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344850194932253,0,0.0594112673120473,0,0.277361420724226,0,0,0,0.0478137568130036,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0972149788850361,0,0,0,0.00728974984877243,0.0270438186710232,0,0,0,0,0,0,0,0.0228138012927795,0,0.0200185288932397,0,-0.00764492991577334,0,0,0,0,0.0158040097628549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683223028583984,0.0544759138811223,0.0305020941939421,0,0,0,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.137393742852459,0,0.0480098751013704,0,0.000509437248051436,0,0,0,0,0,0,0,0,0.0303395198074666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37017152563106,0,0,0,0,0,0,0,0,0,0,-0.0368484067268314,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.17277608502788,0.437677664046647,0,-0.124065184443871,0,0.0166188011729719,0,0,0,0,0.233348414509038,0,0,0,0,-0.371073525404894,0,0,0,0,0.283562135218322,0,0,0,0,0,0,0,0,0,0,0.0999241081895706,0,0,0,0.160757903517054,0,0,0,0,0,-0.229885269846507,0,0,0,0,0,0,-0.158797303418787,0,0
X600399.SH,0,0,0,0,0,0,0,0.039895402651163,0,0,0,0.128935777164927,0,0,0,0,0,0,0,0,0,0,0.237004171094613,0,0,0,0,-0.028296877358939,0,0,0,0,0,0,0,0,-0.0158744496556899,0,0.248342227483415,0,0,0,0,0,0,0,0,0,0.00125435446453802,0,0.0115444204595002,0,0,0,0,0,0,0
X000723.SZ,0,0,3.46944695195361e-18,0.360541683311481,0,0,0,0,0,0,0.136436301484288,0,0.00764476746051128,0,0,0.0927770850875122,0,0,0,0,0,0,0,0,0,0.061594403626707,0,0,0,0,0,0,0,0,0,0,0.326360999762031,0,0,0.0270716533926737,0,0,0.0933251826710453,-0.0702307249131626,0,0.00102267888059356,0,0,0,0,-0.0184977882694905,0,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0.0186072512363583,0,0,0,0,0,0,0,0.0389466846192923,0.0349888237589316,0.142271334986262,0,0,0.182459331582343,0,0,0,0,0,0,0,0,-0.0539491972536665,0,0,0.161969390833501,0,0,0,-0.192400241251492,0,0,0,0.262371142144319,0,0,0,0,0.109575767551971,0,0,-0.077631483172615,0,0,0,0,-0.0710562348055254,0,0,0,0,0,0,0
X000825.SZ,0,0,-0.15292157813025,0,0,0,0.0861634175829711,0,0,0,0,0,0.219506756381251,0,0.19001637077492,0.151204763546622,0,0.109047635274845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000433809987731069,0,0.281873841161643,0,0,0,0,0.0262881407178933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668726039584515,0,0,0,0,0.0233467319738081,0,0,0,0,0,0,0,0,0.0184359467906994,0,0,0,0,0,0,0.0282417313011872,0.0342419926933258,0,0,0.0321593584037687,0,-0.0412726679143789,0,0,0.171726535932431,0,0,0.030877222500624,0,0,0,0,0,0,0,0,0
