,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X601898.SH,X000792.SZ,X600547.SH,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X002271.SZ,X600362.SH,X600426.SH,X600027.SH,X600803.SH,X601699.SH,X000983.SZ,X601991.SH,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X000408.SZ,X600219.SH,X600160.SH,X300037.SZ,X000539.SZ,X000629.SZ,X600096.SH,X600688.SH,X002080.SZ,X600985.SH,X600348.SH,X000933.SZ,X000932.SZ,X000723.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.49869191091837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479011760568541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132377585781523,0,0,0,0,0.0898599183974379,0,0,0,0,0,0,0
X600028.SH,0.629412769946292,0,0,0,-0.103769693256779,0,0,0,0,-0.0349496676396605,0.102769332689982,0,0.0738308982710149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565877286550183,-0.0378266852587059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00564145158970338,-0.0270672874311447,0,0,0,0,0,0
X601088.SH,0.0759107710000732,0,0,0,0,0,0,0,0,0,0.0312897929735608,0,0,0.219821127764837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700793726664966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574721145847674,0,0,0,0,-0.0204438993733047,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0826866564213226,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00078236955087147,-0.0470614957010756,0,1.73472347597681e-18,0,0.26276054783529,0,0,0,0,0,0,0,0.143384732472256,0,0,-0.0244928885301703,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0406363935407283,0.023911846738091,0,0,0,0,0,0
X600188.SH,0.0453827491751689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175516112453394,0.235101494168583,0,0,0,0,0,0,0,0,0,0,-0.0711903195306554,0,0,0,0,0,0.0811308613398619,0.147515877352258,0,0,0,0,-0.056506064636708,0,0,0,0,0,0,0
X600011.SH,0,-0.184894988592279,0,0,0,0,0,0.10491373503698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978041982821333,-0.0615826447235359,0,-0.0382490899310243,0.7443141919255,0,0,-0.0414394336713889,0.0461785541746588,0,0,0,0,0,-0.205710167308673,0,0.0187784176299009,0,-0.278957634337683,0,0,0,0.119099481478262,0,0,0,0,0,0,0,-0.0498864814316305,-0.00655763535901852,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0228768240272837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250962222748725,0,0.149235578044805,0,0,0,0,0,0,0,0.132714780200675,0,0,0,0,0,0,-0.00157245814257219,0.0195743589367999,0.0433719907315054,0,0,0,-0.0459674207705847,0,0,0.118780022193315,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.107784223883043,0,0,0.0173701940164001,0,0,0,0,0,0,0,0.0178110564911477,0.0411338142703647,0,0,0,0,0,0,0,0,0.0762767162396548,0,0,0,0,0,0,0,0.104238107626499,0.0410473773195273,0,0,0,0,0,0.0438529464392891,-0.107716926580769,0,0,0,0.00501402542378776,0,0,0,0,0.060641003569168,0,0,0,0.143863837256902,-0.0289515423119281,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.459168568697338,0,0,0,0,0,0,0,0,0,0,0.108743140290473,0,0,0,0,0,0,0,0,0,0,-0.0704411416100772,0,0,0,0.101368516511776,0,0.0679580895214536,0,0,0.00485314752716012,0,0,0,0,0,0,0,0,0,0,0,-0.0125141502336088,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.018872264607866,0,0,0,0,0.484020535025502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00498103772337431,0,-0.0157698185756508,0,0,0,0,0.00792538007735732,0.00918546255785123,0,0.0329495761381722,0,0.100553322808371,0,0,0,0,0.356518013934707,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.213874257913208,0,0,0.1021773948155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828508477391992,0,0,0,0,0,0.132583355136565,0,0,0,0,0,0,0,0,0,-0.07178958931754,0,0,0,0,0,0,0,0,0,0,0,0,0.0247067638375028,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.252402641765837,0.0961481648495849,0,0,0,0,0,0,0,0,0,0,0.0284900146561084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625753852546301,0.0856469579399016,0.0414095806129657,-1.73472347597681e-18,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.00150244325825051,0,0,0,0,0,0
X600547.SH,0.0211457679343947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101883917963463,0,0,0,0.000805887624065513,0,0,0,0,0,0,0,0,0.503037021983107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239539199444699,0,0,0,0,0,0
X601600.SH,0,0.067519004663604,0.0186202204673407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193512112014347,0,0,0,0,0,0,0,0.059904553389768,0.399907947944586,0.13774661029256,0.0116829429836483,0,0,0,0,-0.00867555283661122,0,0,0,0,0,0,0.151647172821209,0,0,0,0,0.10154839419404,0,0,0,0,0,0,0
X600886.SH,0.111126055962741,0,0,0.0187743020885282,0,0.0622055459384295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307067434017202,0,0.00417809437846226,0,0.0102033544105515,0,0,0,0,-0.00332638504672442,0,0.0269713969042364,0,0,0,-0.0155470754144206,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00849592780983303,0.00899962220937184,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.122084964834359,0,0,0,0,0,0,0,0,0,0.0682054060225553,0,0,0.0187602907333083,0.0575644203068333,0,0,0,0.00467162601196474,0,0,0,-0.13038953560471,0,0,0,0,0,0,0,0.0286147894255759,0,0.150208538738614,0,0,0,0,0.0336458183088529,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797313454578761,0,0,0,0.0163336270658751,0,0,0,0.0356494052737438,0,0,0,0,0,0.0584573852352212,0,0.30551670400585,0,0,0,0,0.0397293566351083,0.0861774544771,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0662742347814563,0,0,0.122826305133593,0,0,0,0,0,0.0552598601014272,0,0,0,0,0,0.0411224939882011,0,0,0,0,0,0,0,0,0.0195104713164404,0,0,0,0.04711003272903,0,0.0471772173945928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0410266345804979,0,0.0565483830965734,0,0.181080679923125,0,0,0.111219274532883,0,0,0,0,0,0,0,0,0,0.00498071716743812,0,0.224490901164529,0,0,0.114109073849363,0,0,0,0,0,0,-0.119657477446088,0,0,0,-0.116091592145515,0,0,0.0979072542286822,0,0,0,0,0,0,0,0,0,0.0174424582429841,-0.0309207439263319,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133974927602762,0,0,0,0,0,0,0,0,0.0521483110645441,0,0,0,0,0,0.246163256938624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847681269622739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0.0890122241093334,0,-0.017764388281371,0,0,0.0847451357013936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103685442099251,0,0,0.0108449150468808,0,0,0,0,-0.0434464359254274,0,0.765835068627499,0,0,0,0,0,0,0,0,0,0,0.0783013719051513,-0.0359452126097894,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.0461129885026601,0,0,0,-0.0490783585868029,0,0,0,0,0,0,0,0,0,0,0,0,0.204685154989381,0,0,0.106564275112193,0.0545777080973032,0,0,0.252189959647423,-0.14414492234386,0,0,0,0,0,0,0.0407409398931375,-0.0219243232948388,0,0,0,0,-0.0232769937660179,0,0,0,0,0,0,0,0.0169262677060962,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0246531160638763,0,0,0,0,0,0,0,0,0,0.334518985188742,0,0,0,0,0.0454093014421317,0,0,0,0,0.108982200950766,0,0.0722326287202843,0,0.579852983579314,0,0,0,0,0.164523791110013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.022359420319286,0,0,0,0,0,0,0,0,0.24418477868483,0,0,0,0,0,0,0,0,0.0358039290261441,0,0,-0.0519853063645687,0,0,0.0788197659952995,0,0,0.0397967884832956,0.209924806667567,0,0,0,0,0,0,-0.0161933771390888,0,0,0,0,0,0,0,0,0,0,0,0.0151370633024132,0.00685323529720228,0,0,0,0,0,0
X600426.SH,0,0.0989100523977964,0,0.384027399440617,0,0,0,0,0,0,0.24506042771027,0,0.0549894173256809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220444660039223,0,0,0,0,0.00579538883050051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191070678013219,0,0,0,0,-0.087264029569803,0.0369505190473574,0,0,0,0,0,0
X600027.SH,0.0547468689090689,0,0,0,0,0.356636731357594,0,0,0,-0.0311375262313153,0,0,0,0,0,0,-0.0569389077712677,0,0,0,0,0,-0.0171648434007476,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0704189523493194,0,0,0.42522749298166,0,0,0,-0.0442447978178127,0,0,0.0352312299943421,0.112587998081768,0,0,0.0732217460129193,0.00738761266006331,0,0,0,0,0,0,0
X600803.SH,-0.024408030015933,0,0,0,0,0,0,0,0,0,-0.0480024958633942,0,0,-0.0884002022811886,0,0,0.238321856117555,0,-0.153426268000469,0,0,0.092537688963889,0,0,0.249822991870651,0,0,0,0,0,0,0,0,0,0,0,0,0.223595932817556,0,0,0,-0.0872431816688203,0,0,0,0,0,-0.146004389987042,0,0,0.0621846616563225,0,0,0,0,0,0,0,0
X601699.SH,0.00095129285586701,0,0,0,0,0,0,0,0,0,0,0,-0.0835469365692655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254619629961378,0,0,0,0,0,0,0,0,0,0,-0.00441650698023091,0,0,0,0,0,0.176467739679605,0.127048541898063,0,0,0,0,-0.0688469494369264,0,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.307647015630368,-0.00323763577242337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207685563826799,0,0.223726860086862,0,0,0,0,0,0.192819438424825,0,0,0,-0.0137337355246505,0,0,0,0.0817400180382255,0,-0.0188957400097375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
