,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600111.SH,X600886.SH,X600362.SH,X600157.SH,X600027.SH,X600188.SH,X600021.SH,X600583.SH,X601158.SH,X601992.SH,X000883.SZ,X000709.SZ,X600309.SH,X600352.SH,X000898.SZ,X000539.SZ,X000027.SZ,X600489.SH,X000792.SZ,X002470.SZ,X000825.SZ,X600547.SH,X000060.SZ,X000629.SZ,X600808.SH,X600660.SH,X600008.SH,X002353.SZ,X002075.SZ,X600549.SH,X000831.SZ,X600578.SH,X600863.SH,X002004.SZ,X600307.SH,X600219.SH,X000012.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.182628617897982,0,0,0,0,0,0,0,0,0.0541765161627916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670596939532573,0,0,0,0,0,0,0,0,0,0,0,0.0490134847100777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00470443719273061,0,0,0,0,0,0
X600028.SH,0.614599009956393,0,0,0,0,0.0522140683913029,0,0,0.106076034033793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00351143819584366,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0067549143247666,0.15360224978196,0.245484430368925,0,0,0,0,0,0,0,0,0.0391499195369538,0,0.0891089690247353,0,0.0387256924625315,0,0,0,0,0.131859204167838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00182411548846141,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.025437598348635,0,0,0,0.128811049887869,0,0.0255436931310419,0,0,0.0391474116418379,0,0,0.108009541200003,0,0.0956187241014822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14842753165465,0,0,0,0,0,0,0,0,0,0,0.198800437540238,0,0,0,0,0,0,0,-0.0113763176216494,0.000306550059235427,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00551211761078567,0.0350404090111566,0,0.280377158406787,0,0,0,0,0.117197588700171,0,0,0,0,0,0,0,0,0,0.188547606757188,0,0,0.153167975389818,0,0,0,0,0,0,0,0,0,0.082729255385077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106375590389344,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.164561107894802,0,0,0,0.0726085182881859,0,0,0,0,0,0.472989124969955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106542038997216,0,0,0,0,0,0,-1.0842021724855e-19,0.0126174321604667,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.203877888206491,0,0,0.0880827785322846,0,0,0,0,0,0,0.0947221818112521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261234287455093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025788954021213,0.0349931642032775,0,0,0,0,0,0
X600585.SH,0,0,0.302015404198846,0,0,0,0,0,0,0,0,0,-2.05478632849341e-05,0.103951230305445,0,0,0,0,0,0.0550040687126671,0,0.130161467730636,0,0,0.00773504214330678,0,0,0,0,0,0,0,0,0,0.0501467353388175,0,-0.0153074543931588,0,0,0,0.045216907513367,0,0,0,0,0,0,0,0,0,0,0,-0.0040879554032311,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.183817425859707,0,0,0,0,0,0.105825550053873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224238537919188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.04061692042517,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.112067745885643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846759781767153,0,0,0,0,0,0,0.199389749595038,0,0.10528623593853,0,0,-0.0133025750068077,0,0,0.138440805512286,0,0,0,0,0.010992879241414,0,0,-0.0127444288942952,0.0255397973132667,0,0,0,0,0,0
X601991.SH,0,0,0,0.366327414539908,0,0,0,0,0.29521246990193,0,0,0,0,0,0,0,0,0,0.0815638961284582,0.0736064847321786,0,0,0,0,0,0,0,0,0.00713674227851782,0,0,0,0,0,0,0,0,0,0.0649007560820213,0,0,0,0,0.10204642005607,0.0443196065425997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.241329948308452,0,0,0.0583122110075562,0,0,0,0,0,0,0,0,0,0,0.0676678335030814,0,0,-0.101386180495461,0,0.438918818998008,0,0,0,0,0,0,0,0,0,0,0,0,0.0487210760076279,0,0,0,0,0.0485459451143827,0,0,0,0,0,0,0.0678269283475558,0,0,0,0,0,-0.0289711111573749,0.000297186170950179,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.131356710784618,0,0,0,0,0,0,0,0.120528512673352,0,0.0137427369345491,0,0,0,0,0,0,0,0,0,0,0,0,0.00606722958191696,0,0.0538882434545953,0.0293462772469037,0,0,0,0,0,0,0.242060868801206,0,0,0,0,0.0280704317584418,0,0,0,-0.0131353147285261,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.120215485706167,0.01769504814759,0,0.439500323106948,0,0,0,0,0,0.147581392049828,0,0,0,0,0.0122887592474978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893115848823902,0,0,0,0,0,0,0,0,0.00148801331197887,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0998566480884224,0,0,0,0,0.00837203354034438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414189617938004,0,0,0,0,0,0,0.0797063559193501,0,0.196241037505876,0.0819095591434797,0,0,0.021677661695008,0,0,0,0,0,0,0,0,0.0624019749285094,0,0,0,8.67361737988404e-19,0.00354243001094722,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143037986971414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303537441771728,0,0,0,0,0,0,0,0.0460309546573391,0,0,0,0,0,0
