,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X600660.SH,X601600.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600489.SH,X600010.SH,X600111.SH,X600027.SH,X002460.SZ,X600160.SH,X601699.SH,X000301.SZ,X002466.SZ,X600426.SH,X000983.SZ,X000786.SZ,X601991.SH,X600803.SH,X000877.SZ,X000630.SZ,X000933.SZ,X600985.SH,X600176.SH,X000807.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X002271.SZ,X600096.SH,X000883.SZ,X600348.SH,X000027.SZ,X600995.SH,X002353.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.472518377949377,0,0,0,0,0,0,0,0.146864749481412,0,0,-0.199050962346226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066247698223547,0.141108092656385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00138799897206279,0,0,0,0,0,0,0
X601088.SH,0.167033612873539,0,0,0,0.0936856392335212,0.165537315132521,0,0,0,0,0,0,0,0,0.0247181113049287,0,0,0,0,0,0,-0.00788804669451401,0,0,0,0,0,0.186572245457491,0,0,0,0,0,0,0.0204064533496634,-0.00649921283681695,0,0,0,0,0,0,-0.013528977609236,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0143446582623563,0,0,0,0,0,0
X600028.SH,0.419374667230907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602696960785592,-0.0326664941459026,0,0,-0.0364543591859093,0.0028939157906613,0,0,0,0,0,-0.129674865492426,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0456031521613176,0,0,0,0,0,0,0,0.0416264667604773,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724542674787571,0,0.0185646226979055,0.0499905082902112,0,0,0,-0.00629390843697384,0,0,0,0,0.0636499251520698,0,0,0,0,0,0,0.294826037053724,0,0,0,0.0315187348126203,0,-0.334217560592439,0,0,0.0495132513340128,0,0,0,0.129011553084031,0,0,0,0,0.040973073903565,0,0,0,0,0
X600188.SH,0,0.0292737020968455,0,0,0,0.238346177540396,0,0,0.0107558646969481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350153672017267,0,-0.0269411751098877,0,0,-0.106169670924126,0,0,0,0,0.0540107609997244,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0201425289431335,0,0,0,0,0,0
X601898.SH,0,0.108606429922885,0,0,0.00136867518577738,0,0,0.219376975035323,0,0,0,0,0,0,0,0,0,0,0,0,0.00817622067235518,0,0,0.321294126513719,0,0,0,0,0,0,0,0,0,0,0.237048111415333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101878173368851,-0.0760219898021984,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0847582373077508,0,0.0983282822940594,0,0,0,0,0,0.0624217570163723,0,0,0,0.0183143801451308,0,0,0.0644628750085467,0,0,0,0,0,0,0,0,0,0,0.0535465785956829,0,0,0,0.00987806376261522,0,0,0,0,0,0,0,0,0,-0.0871797896601223,0.119940755902703,0,0,0.0494550741500027,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518118736905682,0,0,0,0,0,0.154169348166486,0,0,0,0,0,0,0,-0.00187449120142589,0.115550499776292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380531819746816,0.0424483861161255,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0224434122477002,0,0,0,0,0,0,0,0,0,0,0,0.688269350143794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104533496687141,0,-0.0088683158407001,0,-0.0810909341727681,0,0.0207144637877907,0,0,0,0,0,0,0,0,0,0,0,0,0.0319421138858205,-0.0602902664095791,0,0,0,0,0
X600660.SH,0.0173908419464448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00620900017766696,0,0,0.00844273331411005,0,0,0,0.146316487578573,0,0,0,0,0,0,0,0,0,0,0.0347611953107744,0,0.0113315862282042,0,-0.0657497273769602,-0.0692091336391168,0,0,0,0,0.222942867164112,-0.0212887839139976,0,0,0.0160715248998197,0.0209532058111075,0,0,0,0,0,0
