,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600111.SH,X002466.SZ,X600362.SH,X600188.SH,X600547.SH,X601991.SH,X600660.SH,X300072.SZ,X600516.SH,X600886.SH,X000709.SZ,X002460.SZ,X000898.SZ,X600157.SH,X600027.SH,X000959.SZ,X600339.SH,X600489.SH,X600808.SH,X600219.SH,X600352.SH,X000553.SZ,X002092.SZ,X600549.SH,X601158.SH,X600008.SH,X000883.SZ,X000630.SZ,X000983.SZ,X000792.SZ,X000786.SZ,X002271.SZ,X000807.SZ,X000723.SZ,X600299.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0510313601041796,0,0,0,-0.0657900291155801,0.0407057924802402,-0.019733727438224,0,0,-0.0028754577041918,0,-4.33680868994202e-19,0,-0.0310306190565453,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256777743246695,0,0,0,0,0,0.00201589961862739,0,-0.0223918881181735,0,0.0277956292036105,-0.0234348332731685,0,0,0,-0.00891143551085981,0,0,0,0,0,0,0
X600028.SH,0,0,0,-8.67361737988404e-19,0,0.158553829264434,0,0,-2.16840434497101e-19,0,0,0,0,0,-0.0183791634908695,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701914987811441,0,0,0,0,0,0,0,0,-0.0741951289012545,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355812582787431,0,0,0,0,0,0,0,0,0.152490752110207,0,0,0,0,0,0.371885483024873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235585754270902,0.024486070685093,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035540168183087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209827814539645,0,0,0,0.0446293767742647,0.103863354920729,0,0,0,0,0.0227091231938239,0,0,0,0,0,0,0,0,-0.0143296862546097,0.014590436955747,0,0,0,0,0,0
X600585.SH,0,0.0668291937723285,0,0,0,0,0,-0.122738868368318,0,0,0,0,0,0,0,0.0239630345777042,0.0619919371446117,0,0,0.302889897309062,0,-0.139530672755821,0,0,0.0187520648829669,0,0,0,0,0,0,0,0,0,0,-0.014756565477098,0,0,0,0,0,0,0,0,0,0.126332281827002,0,0,0.157406466897669,0,-0.0010629086328588,-0.0216832723195756,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0639684741859018,0,0,0,0,0,0,0.0260475997500112,0,0.087941885756227,0.182680749771883,6.80027326304192e-05,0,-0.0665715884407568,0,0,0.0878664410154551,0,0,0,-0.0790914199349391,0,0,0,0,0,0.0303701273641343,0.0194167778637617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218141080723694,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635005501909235,0,0,0,0,0,0,0,0,0.106438942138065,0,0,0,0,0,0.233054428721335,0,0,0,0,0.174006389188103,0,0,0,0,0.0821815067416301,0,0,0,0.0362900342777252,0,0,0,0,-0.0171444942409532,-0.00332281572434782,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064379808908442,0,0.137739700988246,0,0,0.293143651657399,0.0120108519844524,0.0451340903100486,0,0,0.0588103622611612,0,0,0,0,0,0,0,0,0,0,0.0889154167107528,0,0,0,0,0,0,0,0,0,0.0990387892841141,0,0,0,0,-0.00218600763145934,-0.0150669250166876,0,0,0,0,0,0
X601898.SH,0,0,0,0.00519402683002952,0,0,0,0.0961081434078561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2365006031611,0,0,0,0,0,0.0582866455250933,0,0,0,0,0.071665017942601,0,0,0,0,0.177264588279355,0,0,0,0,0,0,0,0,-0.0126531889825845,0.0197536652764935,0,0,0,0,0,0
