,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600886.SH,X601600.SH,X600660.SH,X600585.SH,X600547.SH,X600795.SH,X000792.SZ,X600362.SH,X600027.SH,X600489.SH,X000708.SZ,X600160.SH,X600010.SH,X600803.SH,X600111.SH,X000983.SZ,X600426.SH,X002460.SZ,X601991.SH,X601699.SH,X000301.SZ,X000786.SZ,X002128.SZ,X002466.SZ,X000877.SZ,X000807.SZ,X000933.SZ,X000630.SZ,X600985.SH,X600219.SH,X600176.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X600096.SH,X002353.SZ,X000027.SZ,X002271.SZ,X600612.SH,X000932.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.121087400232917,0.607967279998988,0,0,0,0.0745334596603872,0,0,0.135082372340081,0,0,0,0,-0.0777924650628543,0.0344192709556815,0,0.0197908523676058,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0130640530995087,0,0,0,0.0153776224419072,0,0,0,-0.108998440398369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.234511258002273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337826827713358,0,0,0,0,0,0,0,0,0.231949846648097,0,0,0,0.078397068455535,0,0,0,0,0,0,0,0,0.0115661894194066,0,0,-0.0976909294049021,0,0,0.0835241687095551,0,0.0314504363965819,0,-0.0574822110847765,0,0,0,0,0,0,0,0,0,0.00615869767835117,0,0
X600028.SH,0.462605788448161,0.0559170981352874,0,0,0,0,0,0.0921664434030171,0,0,0,0,0,0,0,0,0,0,0.0186396242210531,0,0,0,0,0,0,-0.147222764045274,0,-3.46944695195361e-18,0,0,0,0,0,0.0238230536579743,0.0168884413644865,0,0,0,0,0,0.0326531011272418,0,0,0,0,0,0,0.00290147018562871,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,-0.0278312834521848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380858012124027,0,0,0,0,0,0.141069311937378,0,0,0.121950005770278,0,0,0,0,0.062476361449158,0,0,0.00457374009311393,0,0,0,0,0,0,0,0.0327947289065864,0,0,0,-0.0122447970171859,0,0.102162325139125,0,0,0,0,-0.105105093707228,0.0179196505825714,0,0,0,0.0233411545548971,0,0
X600188.SH,0.0780424889154037,0,0,0,0,0.189466817198448,0,0,0,0,0,0,0,0,0,0,0,0.0335144975906736,0,0,0,0,0,0.270719460381188,0,0,0,0.183633315686406,0,-0.132021681232368,0.00362399508884333,0,0,0,0.0381549621354667,0,0.0620117234512537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.0160186425180159,0,0,0,0.0384815067320774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816698705200579,0.0288978931640379,0,0,0,0,0,0,0,0.179078730637206,0,0,0.0357360711849744,0,0,0,0,0,0.323505426794356,0,0,0,0,0,0.00233786753843706,0,0,0,0,0,0.00174888701549474,0,0,0,0,0,0,0,0,0,0
X600011.SH,0.140977823625262,0,0,0,0,0,0,0,0,0,0,0,0,0.233733438356107,0,0,0.251632611466336,0,0,0,0,0,0,0,0,0,0.321523853745968,-0.0522874286886427,0,0,0.0178387707099251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740690194924109,0,0,0,-0.0936916304852219,0,0
X600019.SH,0,0.0627230053995934,0,0,0,0.0972612190848539,0,0,0,0,0,0,0,0,0,0.0229680074674826,0,0,0.129599316401209,0,-0.103763415493817,0,0,0,0,0,0,0,0,0.0335564809735795,0,0,0,0,0,0,0,0,0.0681946331576264,0.038252889291754,0,0,0,0,0,0,0,0,0.451665327612168,0,0,0,0.0101135811827428,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.0447266729475344,0,0,0,0,0,0,0.145861026381352,0,0,0,0.00573909732156414,0.00464899910324066,-0.124372701911994,0,0,0,0,0,-0.0719603889279181,0.0936048039098966,0,0,0,0,0,0,0,-0.0551265356435731,0,0,0,0,0,0,0,0.0420077695389193,0,0,0,0,0,0,0,-0.112939768446488,0,0,0,0,0,0,0,0
X601600.SH,0.196391523507218,0.042778930683461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156968813606244,0,0,0,0,0,-0.044355026158138,0,0,0,0,0,0,0,0.0379393019760552,0.325590987513107,0.0337169915684403,0,0,0,0.303855160298538,0,0,0,0,0,0,0,0,0.12378209147348,0,0,0,-0.0473881667337074,0,0,0,0,0,0
