,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X002075.SZ,X000709.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X600309.SH,X601992.SH,X000878.SZ,X600021.SH,X000898.SZ,X000027.SZ,X000883.SZ,X600352.SH,X000539.SZ,X600022.SH,X000629.SZ,X601918.SH,X600660.SH,X000792.SZ,X600098.SH,X002470.SZ,X600863.SH,X600307.SH,X600578.SH,X600489.SH,X600547.SH,X600808.SH,X000060.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.751539503695784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321578053155075,-0.0287107156290144,0,0,0,0,0,0
X600028.SH,0.0620516078601916,0,0.0825240399571606,0.0268440727216963,0,0,0,0.069011045397073,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549723395127363,0,0,0,0,0,0,0,0,0,0,0,0.0735664807029493,0,0,0,0,0,0,0,0.0128842153448947,0,0,0,0,0,0,0
X601088.SH,0,0.153903106240162,0,0,0.097005000396717,0,0,0,0.089281421658498,0,0,0.168048021812575,0,0,0,0,0,0,0,0,0,0,0.151045858958331,0,0,0,0,0,0,0,0,0,0,0,0,0.0618247044954623,0,0.00909251498441992,0,0,0,0,0,0,0,0,0,-0.00680852352778731,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0838273129870146,0,0,0.30311439334795,0,0.0913495597026612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30618667061158,0,0,0,0,0,0,0,-0.00271834741390997,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949402202904315,0,0.151065432917045,0,0.064005294619365,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19874288543674,0.182158996394193,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0152630318489477,-0.0681023528888206,0.000843737828919069,0,0,0,0,0,-0.0192400064107689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000704981741815399,-0.0353207256292568,0.0260101357706329,0,0,0,0,0,0
X600585.SH,0,0,0.0738056712972253,0.102613486788731,0,0,0,0.0409415957345131,0,0,0,0,0,0,0,0,0,0.0961784836407593,0,0,0,0,0,0,0,0,0.0691763671342478,0.0692797627287826,0,0,0,0,0,0,0.250275152333701,0,0,0,0,0,0,0,0,0,0,0,0,-0.000715382909272041,0,0,0,0,0,0,0
X600019.SH,0,0,0.0770463888083579,0.136466139342503,0,0,0,0,0.00377883023166502,0,0,0,0,0.0310670439125697,0,0,0,0,0,0,0.0665529686002169,0,0,0.173168152741467,0,0,0.292938082556186,0,0,0,0,0,0,0.0351700760352627,0,0,0.0117688873558815,0,0.0222158849429848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0142546091348875,0,0,0,0,0,0,0,0,0.270982191213804,0.0504331716938536,0,0,0,0,0,0,0,0,0,0,0,0,0.0951030268654039,0,0,0,0,0.116081856112216,0,0,0,0,0,0.0273324173146798,0,0,0.00463743381062776,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.147106516395324,0,0.156337042573971,0,0,0.0505491215175636,0,0,0,0,0,0,0.0349777047690314,0,0,0.0446727391638139,0,0,0,0.029585126589758,0.114085193899125,0,0,0,0,0.0066748878070036,0,0,0,0,0.121762092789833,0,0.112317223698692,0,0,0.0152168743704947,0,0,0,0,-0.00143749100062698,0,0,0,0,0,0
