,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X600111.SH,X601992.SH,X600886.SH,X600309.SH,X600660.SH,X600489.SH,X600623.SH,X002466.SZ,X601158.SH,X000723.SZ,X600299.SH,X002075.SZ,X000792.SZ,X000709.SZ,X000408.SZ,X000898.SZ,X600583.SH,X000959.SZ,X000983.SZ,X000883.SZ,X600352.SH,X600758.SH,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X600021.SH,X000630.SZ,X600126.SH,X601699.SH,X002470.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00701980257959177,0,0,0.0285428512347085,0,0,0,0.000854984549041958,0,0,0,0.0273911886372472,0,0.00679393653933426,0,0,0,0,0,0,0,0,0.0219520657712441,0,0,0.0418269409667359,0,0,0,0,0,0,0,0.0044689366186259,0.0535214091670753,0,0,0,0,0,0,0.00319517049497116,0.0411592479741514,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0659178865105675,0,0.0142220515720085,0,0.0259847307151414,0,0,0.0616769179885667,0,0,0,0,0,0,0,-0.0208047696359434,0,0,0,0,-0.0352891516192299,0,0,0,0,0,0,0,0,0.00226124439802571,0.0787953415091134,0,0,0.0233309663289243,0.0340429032580436,0,0,0,0,0,-0.00619942892933887,0,0,0.0387490683535083,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0692415308506091,0.00739498317001304,0,0,0.0368994559493319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00939292476795228,0.0523601291023204,0,0,0.0319384596968155,0,0,0,0,0,0,0.0674103437620182,0.0052350057103089,0,0,0,0.0323937783157415,0.0214924027191454,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0636280695979345,0,0,0.053825612790203,0,0,0.101633518973108,0,0,0,0.0691276264013075,0,0,0,0,0,0,0,-0.0403913326328361,-0.0224620809111389,0,0,0,0,0,-0.030932877060122,0,0,0,0,0,0,0,0,0,0,0.0405576893191089,0,0,0,0,-0.0271300644462211,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0546744990031593,0,0,0.0144352098491067,0,0,0,0,0,0,0,0,0,0,0,0,0.0353124433541343,0,0,0,0.244162708068538,0,0,0,0,0,0.00951319692000122,0,0,0,0.0565119976200222,0,0,0,0,0,0.011675430394533,0.0567494149108893,0,0,0,-0.0187039583385601,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349558962740241,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.208691438962216,0,0,0.0562766069229782,0,0,0,0,0,0.178980077828679,0,0,0.184523970935806,0,0,0,0,0,0,-0.170724792148594,0,0,0,0,0,0,0,0,0,0.0265480005374481,0,0,0,0,0,0,0,0,-0.0717218312537179,0,0,0.0532761305341677,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686732435282681,0,0,0,0,0,0,0,0,0,0.0576565092215923,0.0197954690981375,0,0,0,0,0,0,0,0,0,0,0,0.0595686250491143,0,0,0.0081364161597892,0,0,0,0,0,0,0,0.263936440056524,0,0.106839546909861,0,0.005611712899473,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0978686354502048,0,0,0,0,0,0.872160420085943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801113372723335,0,0,0,0,-0.112588503244353,0,-0.0539707205005831,-0.101130866497746,0,0,0,0,0.125581341151662,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143525683826629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187654207744409,0,0,0,0,0.11204372247685,0,0,0,0,0,0,0,0,0,0.0970934714995637,0.113376541053185,0.132767864883206,0,0,0,0,0,0,0,0,0,0
