,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X002271.SZ,X600660.SH,X600011.SH,X000877.SZ,X600188.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X601898.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X000723.SZ,X000786.SZ,X000408.SZ,X600219.SH,X002080.SZ,X600803.SH,X601991.SH,X600795.SH,X300073.SZ,X600688.SH,X600027.SH,X600352.SH,X002353.SZ,X600801.SH,X300037.SZ,X000825.SZ,X600489.SH,X000932.SZ,X000959.SZ,X000807.SZ,X600157.SH,X600516.SH,X600486.SH,X601699.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420571146880273,0,0.0792678086952531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301408148599862,0.094324370252081,0,0,0.030862255124718,0,0.0219391606857845,0,0,0,0,0,0,0,0,0,0,-0.0387796914847306,-0.0109756179231756,0,0,0,0,0,0
X600028.SH,0.0950881783783688,0,0,0,0,0,-0.00743495201250046,0.0129939040010216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532386173207411,0.0111987786265109,0,0,0.068552586490344,0,0,0,0,0,0,0,0,0,0.0692120480475875,0,0,-0.00655535544555818,0,0,0,0,0.000129115388659361,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0252753505178458,0,0.164920008082614,0,0,0,0,0,0,0,0,0,0,0.126512318020737,0,0,0,0,0,0,0,0,0.100562056877404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484451531655076,0,0,0,-0.0124062496539576,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0241157205296987,0,0.0794163259278674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620142980944682,0.0713580203836316,0,0,0,0.0746761377109131,0.0606793628009421,0,0,0,0,0,0,0,0,0.0142821456617479,0,0,0,0,0,0,0,-0.00757501809348279,-0.0128563155511978,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999222828158925,0,0,0.0636923672853605,0,0,0,0,0,0,0.138297962072744,0,0.019853953869568,0.0561444863443925,0,0,0,0,0,0,0,0,0,0,0,0.362143619747756,0,0.013486572662505,0,0,0,0,0,0,0,0,0,0,-4.05161490641438e-05,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.533779838485757,0,0.208267517125855,0,0,0,0,0,0,0,0.165477381152237,0,0,0,0,0,-0.101278468492999,0,0.0502214205640301,1.0842021724855e-19,0,0,0,0,0.21887893124702,-0.0382469258127715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0408019307081788,0,0,0,0,-0.0593178577515813,0,0
X000792.SZ,0,0,0,0,0,0.00545976459159921,0,0,0.149000412507507,0.200256016030973,0,0,0,-0.0673492588773465,0,0,0,0.0938026755971896,0,0,0,0,0,0,0,0.0365505003155732,-0.0213290941040289,0.178626185083741,0,0.0241059822739765,0,0,0,0,0,0,0,-0.0966243524581573,0,0,0,0,0,0,0,0,0,0,0,0.255153490391209,0,0,0.00688434435865899,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0290848885692027,0,0,0,0,0,0,0,0,0,0,0,0,-0.00882975725215681,0,0,0,0,0,0,0,0,0.00743801358346117,0.0860618585523726,0,0,0,0,0.319386872651448,0,0.260521660801562,0,0,0,0,0,0,-0.00787854254563269,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.110911832820663,0,0,0,0.264900262339698,0,0,0,0,0,0.192328488693078,0.215250742653247,0.0131286653033759,0,0,0,0,0,0,0,0.0793376703298911,0,-0.00880459508374572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0752993468084473,0,0,0,0,0,0,0,-0.00239548937458941,0,0,0,0.0128927354222252,0,0
X002466.SZ,0,0,0,0,0,0.598888451341685,0.17566924384179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199288729318436,0,0,0,0,0,0.0930854867040387,0,-0.00444033006302012,0,0,0,0,0,0,0,0.0780562040044853,0,0,0,0,0,0,0,0,-0.0153952133218462,0,0,0,0,0,0
