,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X601991.SH,X600157.SH,X600688.SH,X600886.SH,X600027.SH,X600362.SH,X600188.SH,X600111.SH,X000709.SZ,X600583.SH,X000027.SZ,X000883.SZ,X000539.SZ,X601158.SH,X601992.SH,X000898.SZ,X600309.SH,X000629.SZ,X600021.SH,X600352.SH,X002075.SZ,X000060.SZ,X600307.SH,X000792.SZ,X600808.SH,X600489.SH,X600863.SH,X000825.SZ,X600098.SH,X600547.SH,X600008.SH,X002353.SZ,X600022.SH,X600578.SH,X601918.SH,X002470.SZ,X600660.SH,X000878.SZ,X600623.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.326286994869481,0,0,0.0662554858935465,0,0,0,0,0,0,0,0,0,0,0,0.0637517630522828,0,0,0,0.117519505830869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494845089448437,0.00540959452184858,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.465817542269779,0,0,0,0.0429384139894372,0.0746137779987975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185079081239646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014380440458314,0,0,0,0.0617017993800095,0,0,0,0,0,0,-0.00991338357262986,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.154519421153559,0,0,0.0155437402522778,0,0.0298603410491935,0.00333352086828921,0,0,0,0,0.0331117071494606,0,0,0,0,0,0,0,0,0.0581037589279479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602127318683455,0,0,0,0,0.203367204878534,0,-0.0174753872063706,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0863727002206104,0,0,0,0,0,0,0,0,0,0.185795380490844,0,0.040240330366793,0,0,0,0,0,0,0,0,0,0,0.0746994354327257,0,0,0.102056346550827,0,0,0,0,0,0,0,0.0890236260890107,0.0744057906460225,0,0,0,0,0.0823770484299724,0,0,0.00331971529339128,-0.00207482017151859,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0714845229819313,0,0,0,0.134159017659543,0,0,0,0,0,0,0,0,0,0,0,0.0165549373610889,0,0,0,0,0,0.0748492303325021,0,0,0,0,0,0,0,0,0.193126677911921,0,0,0,0,0,0.22056887694947,0,0,0,0,0,0,0,-0.00776915328672968,0.00124841638488532,0,0,0,0,0,0
X601898.SH,0,0,0.318975619443789,0,0,0,0.147031925460992,0,0.0669070985163952,0,0.194815089026842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686907868316115,0,0,0,0.0674984892032602,0,0,0,0,0,0,-0.00198016036866576,0.00514728371580549,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0932543785588271,0,0,0.0758443187247761,0,0,0,0,0,0,0,0,0,0.14629569649558,0.0277625007767924,0,0,0.0736455812865858,0,0,0.173729403057917,0,0,0,0,0,0.0791281413192828,0,0,0.0557578482807464,0,0,0,0,0,0,0,0.102173310307796,0,0.00260294405852716,0,0,0,0,0,0,-0.000919898605022786,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.130166848566357,0,0.0489512907838624,0.0396435647010897,0,0.118740718879296,0.160717431617915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110078818196837,0,0,0,0,0,0,0,0.212927352259359,0,0,0,0,0,0.00547214267760506,0.110437023713218,0,0,0,0,0,0,0,0,0.0135765556847035,0,0,0,0,0,0
X601600.SH,0,0.112202464790594,0,0,0,0,0,0,0,0,0.11393904771159,0.0202975504679612,0.0469002984461844,0,0,0,0,0,0,0,0,0,0,0,0,0.0568691347116008,0,0,0,0,0,0.191072692226615,0,0,0.150886372605603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146712345855679,0,0,0,0,0,0
X600585.SH,0,0,0.0857165443284606,0,0,0,0,0,0,0,0.00961126138376061,0,0,0.263965830044726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507038411544614,0,0,0,0,0.205320405228557,0,-0.0304526659120032,-0.0284771033555907,0,0,0,0,0,0
