,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X600547.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600489.SH,X600309.SH,X600660.SH,X600623.SH,X002466.SZ,X600299.SH,X002075.SZ,X601158.SH,X000792.SZ,X000898.SZ,X000709.SZ,X000723.SZ,X600352.SH,X000959.SZ,X000883.SZ,X600583.SH,X000408.SZ,X000983.SZ,X000539.SZ,X600549.SH,X600176.SH,X000027.SZ,X600021.SH,X000630.SZ,X600758.SH,X002470.SZ,X600160.SH,X601699.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0198556520173653,0,0.0476452726101272,0,0,0,0,0.00165889100872359,0,0,0,0.048471117605383,0,0,0,0,0,0,0,0,0,-0.00211021402982962,0,0,0,0.0476999615434863,0,0,0,0,0,0,0,0,0.0415352537167453,0,0,0,0,0.0071031256156816,0,0.0181031438648397,0.0144237349561199,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.00763794228369748,0,0,0,0.0525332506209607,0,4.33680868994202e-19,0.0200699598551877,0,0,0,0.0178829637434926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855662354327931,0,0,0.0206079522312679,0,0,0,0,0,0,0,0.0415052780825768,0,0,0,0.0193655779185292,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.159340253437607,0,1.73472347597681e-18,0,0,0.0272362904832431,0,0,0,0,0,0.0320827003326893,0.0861273711027954,0.0106402591070709,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0382289743161146,0,0,0,0,0,0,0.0241716871680848,0,0,0,0,0,0,0.0668485720385585,0,0,0.0152476135859292,0,0,0.0257374502701387,0.0319278977208663,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0909123937700236,0,0,0.0859930948287351,0,0,0.0102415501490672,0,0,0,0.201396999817974,0,0,0,-0.0175090390062436,0,-0.125447582225494,-0.0160628049645847,0,0,0,0,0,0.287280061633635,-0.0425315471976581,0,0,0,0,0,0.0180259531902046,-0.158189738077939,0,0,0,0,0,0,0,0,0,0.0305931474625519,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0165206148366516,0,0,0,0,0,0.0578261193889803,0,0,0,0,0,0,0,0,0,0.217545095814187,0,0,0,0,0,0,0,0,0.114975403207858,0,0.0335601733588928,0,0,0,0,0,0,0,0.000292172384038987,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0383951231151885,0,0,0,0,0,0.163668168866051,0,-0.0204483131006029,0.0638096043443638,0,0,0,0,0,0,0,0,0,0.277525574613827,0,0,0,-0.0901933839918663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00846923063319055,-0.11448261118002,0.140290550297757,0,-0.0218356648579875,0,0.0248114423161858,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.00629229541978673,0.00534136179578095,0,0,0,0,0,0,0,0,0,0,0.0748785026297679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843646777855695,0,0,0,0,0,0,0,0,0,0.351755079605402,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780591637831655,0,0,0.267994453838309,0,0,0,0,0.00830347174163207,0,0,0,0.0677107712234877,0,0,0.0734255399081024,0,0.0185091539203951,0.124676187355769,0,0.0852767584807051,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0220797043937413,0,0,0,0.132973771032663,0,0,0.135752605620279,0,0,0,-0.0120449386886655,0,0,0,0.0557088838538871,0.0201523581019766,0,0,0,0.0123104587580485,0,0,0,0,0,0,-8.67361737988404e-19,0.0423430621373996,0,0,0,-0.00449904211009752,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513252338634809,0,0,0,0,0,0.133699676133777,0,0,0,0,0,0,0,0.0672886678552818,0,0,0,0,0,0,0,0,0,0,0.662279565564671,0,0.0182414799084894,0,0,0,0,0,-0.024289463644647,0,0,0.102667293085166,0,0.0205325466944392,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0183981106396597,0,0,0,0.197155223822953,0,0,0,0,0.0489721289230363,0,0,0,0,0,0,0,0,0.0259365098564389,0,0.0113362023481943,0,0,0,0,0,0,0.0410472457401639,0,0,0,0,0.00143867636063599,0.0961130305273538,0,0.0437732493607335,0.149152043496803,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303969654230273,0,0,0.652257065814471,0,0,0.124816439226287,0,0,0,0,0,0,0,-0.0717407520772739,-0.128585481473703,0,0,0,0,0,0,0.00560518067025374,-0.0384581569641946,0,0,0,0.00409578684414622,0.0307712152183414,0,0,0,0,0.100883108640578,0.0987758670426236,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.0655196607840249,0,-0.054387859747118,0,0,0,0,0,0,0,0,0,0,0.380128053770768,0,0,0,0,0,0,-0.121698033682644,0,0,0,0,0,0,0,0,0,0,0.0896345335119546,0,0,0,0,0,-0.00303138800195718,0,0,0.437388669878632,-0.39504357729391,0.273153108857789,0,0,0,0,0,0
