,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600426.SH,X002271.SZ,X600362.SH,X600795.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600160.SH,X000539.SZ,X000408.SZ,X300037.SZ,X000629.SZ,X000932.SZ,X600219.SH,X002409.SZ,X600995.SH,X600612.SH,X002080.SZ,X600688.SH,X600096.SH,X000723.SZ,X600378.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.639131712672799,0,0,0,0.0488315339404724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356399378715669,0,0,0,0,0,0,0,0.0102977065025866,0,0,0,0,0.0578449542104942,-0.0295743870182039,0,0,0,0,0,-0.0428529318169779,0,0.0824845700927875,0,0,0,0.0865546040772591,0,0.0392121407714991,0,0.0233316732968146,-0.00295630048630422,0,0,0,0,0,0
X600028.SH,0.62744144227756,0,0,0,0.0141950460032904,0,0,0.286803747261912,0,0.0494741392293258,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463394499073223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0661109892311943,0,0,0,-0.051763746330637,-0.0651723420465261,0,-0.0820409436133053,0,0,0,0,0,0,0.0353735121801606,1.73472347597681e-18,0,0,0,0,0,0
X601088.SH,0.122314750641275,0,0,0,0,0.238373007799712,0,0,0,0,0,0,0,0,0,0,0.0285597016040166,0,0,0,0,0,0,0,0,0,0.00369982351695942,0,0.125370619696784,0,0,0,0.000996124152816648,0.0713110035373555,0,-0.0544101447340334,0,0,0,0,0,0,-0.0191390336426063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.179140137926746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166713589302386,0,0,-0.0300675431237284,0,0,-1.73472347597681e-18,0,0,0,0,0.0364787868258019,0,0.0742376762559552,0,0,0,0,0.0201496465158495,0,0,0,0,0.0525912913164815,0,0,0,0,0,0,-0.00610907873177665,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.0984211457243427,0,0,0,0,0,-0.0334541955003781,0,0,0,0,0,0,0,0,0,0,0,0,0.337512451978772,0.241119310778993,0,0.389646812057448,0,0,0,-0.104613117623953,-0.0155431190710701,0,0,-0.0915034422132908,0,0,0,0,0,0,0.0421380102511188,0,0.0983820550487253,0,0,0,0,0,0,0.0371082002288118,-0.0139172847000033,0,0,0,0,0,0
X600188.SH,0,0,0.380392374304376,0,-0.194738366065057,0,0,0,0,0.168793140041933,0,0,0,0.321712170683173,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.00822042632648606,0,0,0,-0.118654127265047,0.161133918785637,0.0122673331215399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118647385079905,0,-0.0531654798339838,-0.066788279821021,0,0,0,0,0,0
X600019.SH,0,0.0527325705623401,0,0,0,0.0319647903436519,0,0,0,0,0,0,0,0.167224509119518,0,0,0,0,0,0,0,0.100642114620479,0,0,0,0,0,0,0,0,0.0542818078302477,0,0,0,0,0,0,-0.0781150726097266,0,0,0,0,0,-0.0441983827865139,0,0,0,0,0,0.0356098422257623,0,0.044506875482948,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0731979215786922,0,0.0289332505182311,0,0,0,0,0,0,0,0,0,0.0333846954020607,0.0266098937373299,0,0,-0.0697992158478924,0,0,0,0,0,0.00277829669401099,0,0.162326991037972,0,0,0.036557261194327,0,0.0237310707623905,0,0.117479911621135,0,0,0,0,0,0,0.0596390752532159,0,0,0,2.16840434497101e-19,-0.0269303107912892,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.518466346957662,0.0494001277065164,0,0,0,0,0,0,0,0.103058209208589,0,0,0,0,0,0,0,0,0,0,0,0,0.017411845095479,0,0,0,0,0.133062002705492,0.0491378615171132,0,0,0,-0.0272600375776245,0,0,0,0,0,0,0,0.0338390125457415,0,0,0,0,0,0,0
X601898.SH,0,0.0910194648392907,0,0,0,0.139744083985843,0.0601897896493947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0995946230015085,0,0,0,-0.00161920745545991,0,0,0,0,0.358811277879821,0,0,0.0351903340343333,0,-0.0836964343782235,0,-0.091716415553949,0,0,0,0,0,0,0,0,0,0.0349168990447094,0,0,0,0,0,0,0,0,0,0,0
