,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600547.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X600362.SH,X600886.SH,X002466.SZ,X600623.SH,X601992.SH,X000792.SZ,X600489.SH,X600309.SH,X600299.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000709.SZ,X600352.SH,X000723.SZ,X000898.SZ,X002407.SZ,X000539.SZ,X000983.SZ,X000027.SZ,X002470.SZ,X002460.SZ,X000630.SZ,X000012.SZ,X600176.SH,X000060.SZ,X000761.SZ,X600021.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0420720818202948,0,0,0,0,0.0699082017693106,0,0,0,0,0,0,0,0.0661706648292151,0,0,0,0,-0.0156375714912164,0,0,0.042312206764741,0,0,0,0,-0.00450315217711974,0,0.0662768420975528,0,0,0,0,0,0,0,0,0,0,-0.019001142635946,0,0,0,0,0,0,0,0,-6.45823446652122e-06,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.153979033750193,0,0,-0.0451231152470286,0.0173757333845626,0,-0.00938449163079296,0,0,0,0,0,0.0252749530862866,0,0,0,0,0,0,0,0.0333945014728024,0,0,0,0,0,0,-0.00717031537466255,0,-0.00939867275014001,0,8.67361737988404e-19,0,0.0268196614984163,0,0,0,0,0,0,0,0,0,0,0.00719111397878225,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0791756448781528,0,0,0,0,0,0,0.0648958092958606,0,0,0,0,0,0.0528036100438179,0,0,-0.0178378129163742,0,0,0,0,0.0185069750779614,0,0,0,0,0,0,0.012879211974285,0,0,0,0.116589362215859,0,0,0,0,0,0,0,0,0,0,0,0.00959419620924852,0.00872147470141433,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0922614460172887,0,0.105896688178754,0,0,-0.0253673518582193,0,0,0,0,0.0450847014563807,0,0,0.0146319893722224,0.00607266142681791,0,0,0,0,0,0,0,0.00544448230871234,0,0,0.0034059427377643,0,0,0,0,0,0.00617665431047939,0,0,0.188832383915005,0,0,0,0,0.0647524265684301,0,0,0,0,0,-0.0317397013996993,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.146204716514097,0,0,0,0,0,0.333004012355026,0,0,0,0,0,0,0,0,0.0138721617708151,0,0.0324135456845231,0.0566331882025903,0,0,0,0,0,0,0.107876028530822,0,0,0,0.00688310919988657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.032367459939961,0,0,0,0,0,0,0,0.0411532425504802,0,0,0,0.0222874509494842,0,0,-0.00416197942746118,0,0,0,0,0.0731760671922106,0,0.0991767130971695,0,0,0.0179259846899538,0.0586837365312915,0.0281713057177809,0.0881553568004736,-0.077518646831682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836203856700748,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.11081273001695,0,0.00884989608255857,0,0.132960101396921,0,0,0,0,0,0,0,0.101481359064613,0.088098961405765,0,0,0.0110649380016597,-0.0264351579088882,0,0,0,0,0,0,0,0,0,0,0,0,0.102702873604832,0,0,0,0,0,0,0,0,0,0.0118140633089058,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0188190014951212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752337473155297,0,0,0,0,0.103113538301103,0.0194368491996076,0.0320568110461115,0,0,0,0,0,0.026061144694551,0,0,0,0.256024677129415,0,0,0.0307203206407133,0,0.0339458861387188,0,0.0357257182823738,0.150250200493452,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.116508725652365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243227848816389,0.0497583686420169,0.217188600709092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397091443520098,0.0587414962217583,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.158006955018248,0,0.00563607859291688,0,0,0,0.00615858325340691,0,0,0,0.047348971950484,0,0,0.00224753549493543,0,0,0,0,0,0.0515267595213939,0,0.0145529392489587,0,0,0.00853356124960137,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.112196798711855,0,0,0,0,0,0,0,0,0,0,0,0,0
