,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X601992.SH,X300072.SZ,X600688.SH,X601991.SH,X600547.SH,X600309.SH,X600795.SH,X600362.SH,X600188.SH,X000709.SZ,X600660.SH,X600886.SH,X600027.SH,X600157.SH,X002466.SZ,X000959.SZ,X600111.SH,X600489.SH,X000898.SZ,X600339.SH,X601158.SH,X600299.SH,X000792.SZ,X600583.SH,X000408.SZ,X000630.SZ,X000883.SZ,X002460.SZ,X600578.SH,X000983.SZ,X600219.SH,X000786.SZ,X600352.SH,X600008.SH,X000539.SZ,X000825.SZ,X002092.SZ,X600176.SH,X000027.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.172115796510165,0,0.0150259413602572,0,0,0,0,0.0312109316436853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187179396634452,0,0,0,0,0.0858369106473397,0,0,0,-0.0624783233925649,0,0,0,0,0,0.0465109181165088,0,0,0,0,0,0,0,-0.0129884341804181,-0.000247351391479394,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0640693033208242,0.0755010046975458,0.241461548095377,0,0,0,0,0.0812475314353445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283830806489167,0,0.0185408001211689,0,0,0,0.0425670045722076,0,-0.0512784249420852,0,0,0,0.0756421559961067,0,-0.00262147857207687,0.00244910159397939,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0864740538933732,0,0,0,0,0,0,0,0,0.0400876684728765,0.0128974174721267,0,0,0,0,0,0,-0.0130590963635648,0,0,0.134074406122481,0.0442220170740399,0,0,0,0,0,0,0,-0.00369253513428128,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.00668714207462218,0,0,0,0,0,0
X600019.SH,0,0,0.019429697544816,0,0,0,0,0,0,0,0,0,0,0,0.0440632705902704,0,0,0,0.0761096468757591,0,0,0,0,0,0.00553593875410959,0,0,0.206286962216223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396052006777347,0,0,0,0.0960333596023842,-0.00181429024640241,-0.0162044107428421,0.28940100867483,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.115810537362244,0,0,0,0,0,0,0,0.00663121481295384,0,0,0,0,0,0,0,0,0,0,0.146273270747227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304527698802296,0,0.0207018113022681,0,0,0,-0.197286388478334,0,0.00596670925949579,-0.0077928725801964,0,0,0,0,0,0
X600011.SH,0,0,0.0558758552202752,0,0,0,0,0,0,0,0,0,0,-0.0647858843710124,0.105069047325913,0,0,0,0.0509476724775419,0,0.107384154346423,0.274915648206625,0,0,0,0,-0.186040728643026,0,0,0,0,0,0,0,0,0,-0.00375344203501784,0,0,0,-0.103448294428439,0,0.283049198795719,0,0.00965754981694493,0,0,0,0.0222257132999069,0,0.036167399613551,-0.0149201526217416,0,0,0,0,0,0
X600010.SH,0,0,0,0.0568926026353234,0,0,0,0,0.122921960824132,0,0,0,0,0,0,0,0.0987032865547554,0,0.0361586298346993,0.00389528231965614,0,0,0,0,0.026875233897254,0,0,0.0236710156900784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536575456424776,0,0,0,0,0,0,0.00124635606671885,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741892023841871,0,-0.00872080190634983,0,0,0,0,0,0.00686491144039058,0,0,0,0.0758493833438562,0,0,0,0.310497333875037,0,0,0,0,0,0.207811952594436,0.0399448669693477,0,0,0,0,0,0,0,0,0,0,0,-0.000447066041357701,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161958190988367,0.0443556204313918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341263937336511,0.113968481046506,0,0,0,0,0.026791200441965,0,0,-0.0412716618312146,0,0.0063453189508534,-0.0115336692299732,0,0,0,0,0,0
X601992.SH,0,0,0,-0.20159685612816,0.196652995436695,0,0,0,0,0,0,0,0,0,0.00651837808378383,0,0,0,0.695175678970247,0,0,0,0,-0.0361617946188478,0,0,0,0,0.0759026265008411,0,0,0,0,0.0408108836284221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142473762137004,0,0,0,0,0,0,0
X300072.SZ,0,0.0161863700806481,0,0,0,0,0,0,0,0.00525742217197953,0,0,-0.0344242844718295,0,0,0,0,0,0,0,0,0,0,0,0.1001812796151,0,0,0,0.0523348485615996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294091178237752,0,0,0,0,0,0.0732411079221408,0,0,0,0,0,0,0
X600688.SH,0,0.437296282353531,0,0,0,0.023226831948903,0,0,0,0,0.0507148504203254,0,0,-0.0213518992616089,0.118639856764862,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245283918812628,0,0,0,0,0,0,0,0,-0.0315579530508329,0,0,0,0,0,0.0251144013576598,0,0,0,0,0,0,-0.0306940942122436,0,0,0,0,0,0,0,0
