,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X002271.SZ,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X601699.SH,X600995.SH,X000786.SZ,X000983.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X000807.SZ,X000723.SZ,X600219.SH,X002080.SZ,X600096.SH,X600378.SH,X300037.SZ,X600348.SH,X000933.SZ,X000831.SZ,X600157.SH,X000630.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0397794574093234,0.232409196231646,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0100317516297045,0,0,0,0,0,0,0,0.000239791061648256,0,0,0,0,0.095761677002766,0,0,0.106252020345907,0.130730362188029,0,0,0,0,0,0,0,0,0,0,0,0.0233117048462539,0,0,0,0,0,0,0,0.00681430073854564,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.489376978487042,0,0,0,0,0,0.0480329896260709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676133593543928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516574192242468,0,0,0,0,0,0
X600028.SH,0.394508179010635,0,0,0,0.0641574188452287,0,4.33680868994202e-19,0,0,0,0,0,0,0.026395653126208,0,0.0287401064231418,0,0,0,0,0,0,0,0,0,0,0,0,0.0644525672937669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00871987865787631,0,0,-0.00124852554691184,0.00863535139039927,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183086799694042,0,0,0,0.160484519684818,0,0,0,0,-0.162433860533953,0.00600352226148939,0,0,0,0,3.46944695195361e-18,0,0,0.304894504394143,0,-0.125291359289644,-0.0646706963708885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211691558444962,0,0,0,0,0,0
X600188.SH,0,0.252501408896916,0,0,0,0,0,0,0,0,0,0,0,0.00959281100724796,0,-0.046288168555843,0,0,0,0,0,0,0,0,0,0,0,0.123421153583169,0.0676058594632084,0,0,0,0.227647924071372,0,0,0,0,0,0,0,0,0,0,0,0.0858420830896075,0.202087255747466,0,0,0,0,0,-8.67361737988404e-19,0.031527905447288,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0808836296024088,0,0,0,0.274040490453336,0,0.0708399287192049,0,0,0.178450674698041,0,0,0,0,0,0,0.0428727611285919,0,0,0.278105335161432,0,0,0,0,0,0,0,0,0.100783020151103,-0.0563646474696472,0,0,0,0.0369076149663065,0,0,0,0,0.0419937731747889,-0.00343965856440487,0.00104277043156116,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.588696144532986,0,0.0195314121267665,0,0,0,0,0,0,0,0,0,0,0,0,0.0134392923001953,0,0,0.00245833385344395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435309493937458,0,0.123977113987925,0.0446760988187827,0,0,0,0,0,0,0.00730442906703375,-0.0126328662088637,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.521941812269455,0,0,0.0744532754176433,0,0,0,0,0,0.0624948627427308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.089415352134543,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218985761782987,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0144199529593315,0.0880528536748892,0,-0.0902368867106162,0,0,0,0.160778441409231,0,0,0,0,0,0,0,0.0410768807567209,0,0,0,0,0,0.028572682772269,0,0,0,0,0,0.116558221145868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134274177922342,0,0,0.0115699590609511,-0.00182729215456038,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.294854917456363,0.103194598663169,0,0,0,0,0.066899670746903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211025277266808,0,0.0939923440356044,0,0,0,0,0,0,0,0,0,0,0,0.148988558360324,0.0443845357272671,0,0.0536443363383806,0,0,0,0,-0.00567586315492441,-0.00834200215965876,0,0,0,0,0,0
