,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600660.SH,X600010.SH,X000877.SZ,X600188.SH,X000301.SZ,X600011.SH,X002271.SZ,X000708.SZ,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600176.SH,X600886.SH,X002326.SZ,X600426.SH,X002080.SZ,X000408.SZ,X300037.SZ,X600803.SH,X000723.SZ,X600219.SH,X600399.SH,X600096.SH,X601991.SH,X600141.SH,X000786.SZ,X600795.SH,X300073.SZ,X600352.SH,X600489.SH,X002353.SZ,X000825.SZ,X002407.SZ,X600516.SH,X000831.SZ,X600688.SH,X000027.SZ,X600295.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076843310818753,0.0532314120457746,0,0,0,0,0,0,0,0,0,0.000859134787859108,0,0.0137008551426833,0,0,0,0,0,0,0.0103317157719314,0,0,0,0,0,0,0,0.161535761249451,0,0.0607683305231113,0,0.0372556768606187,0,0,0.104437714166672,0,0,0,-0.00911776971885635,0,0,0,-0.0687699882057411,0,0
X600028.SH,0.160470468290316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263057546786735,0,0,0,0,0,0,0,0,0,0.0976283525431583,0,0,0,0,0,0,0,0,0,0,0.0627126996365322,0.019243377377643,0,0,0.0173209825359023,0,0.0714457488474977,0.0893873419274762,0,0,0,-0.00254038307362677,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0659699402471278,0,0.076503827111404,0,0.172130527682101,0,0.0289370569699441,0,0,0,0,0.305828511010186,0,0,0.032495052211004,0,0,0,0,0,0,0.0263267113702723,0.0359232947898481,0,0,0,0,0,0,0,0,0,0,0,-0.000414617534081338,0,0,0,0,0.089205129043683,0,0,0,0.0267990684066105,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.085840466200762,0,0,0,0.000699282735450887,0,0.053002345707718,0,0,0,0.0399522731912357,0,-0.0243683203059002,0.319899689608684,0,0,0,-0.064394352028578,-0.0385707508099584,0,0,0,0,0,0,0,-0.08124080067185,0,0,0,0,0,0,0,0,0,0,0,0,0.0364095633682711,0,0,0,0,0.0203631328763909,0,0
X002460.SZ,0,0,0,0,0,0,0,0.391004215473274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862055312992192,0,0,0,0,0,0,0,0,-0.0149010109856217,0,0.332094805600264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0699392761733807,0,0,0,0,0,0,0,0.359126445747783,0.0214483248490433,0,0,0,0,0,0,0,0,0.113778275478519,0.0491035256599133,0,0,-0.136120718133177,0.0399528438228633,-0.0143017191317894,0,0,0,0,0,0,0,0.095070298393799,0,0,0,0,0,0,0,0,-0.00830767802683201,0,0,0,0,0,0.0251179236024719,1.0842021724855e-19,0,0,0,-0.0138770482061225,0,0
X600111.SH,0,0,0,0,0,0,0,0.0983008047228224,0,0,0,0.345283604156769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256408137805693,0,0,0,0,0,0.184620172652536,0,0,0,0,0.0248225596894532,0,0.0793194040263855,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.441675621754658,0,0.0324645765133975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367456358176404,0,0,0.15280016377323,0,0,0,0.0256453032388867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932420093443705,0,0,0.0303298285773803,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0184242041444189,0,0,0,0,0.0564496130455284,0.123157272709839,0.0203513275319887,0,0,0,0,0,0,0,0,0,0,0.0294049163289393,0,0,0.103266958504027,0,0,0.159819384772296,0,0,0,0,0,0,0,0,0,0,0,0.255951835490991,0,0,0.00367831885948301,0,0,0,0,0,0.00261067727216918,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.18172642072736,0.105822633670332,0,0,0,-0.112511560928226,0,-0.243023912071086,0,-0.156734528557785,0,0,0,0,0,0.0396424371692811,0.464445754015618,0,0,0,0,0,0,0,0,0,0,0.0494311423494428,0,0,0,0,0,0,0,0.10374663283629,0,0.152491594961675,0,0,0,0.0136638144472946,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.102696252454925,0,0,0,0,-0.208873169859999,0,0,0,0.0661748835775609,0,-0.0414752711208339,0,0,0,0,0,0,0,0.0536315109297994,0.118042005238717,0,0,0,0,0,0.0806931915585526,-0.0677075342089281,0.031602560828201,0,0,0,0,0,0.0630135108898499,0,0,0,0.0157334334768994,0,0,0.0387496458944521,0,0,0.022509320726212,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.333167560762887,0,0,0,0,0,0,0,0,0,0,0,0.0585531206756189,0,0,0,0,0,0,0,0,0,0,0,0.106354558680837,0,0,0,0,0,0,0.0772052670891524,0,0,0,0,0,0,0.00695546113451412,0.0536216340869138,0,0,0.164731181473032,0,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.404345225593662,0,0,0,0,0,0.0430752482711251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214506142592328,-8.67361737988404e-19,0,0,0,0,0,0.0321376050585206,0,0.269758088131229,0,0,0,0,0,0,0,0,0,0,0,0,0.0324612636675495,0,0,0,0,0,0
X600188.SH,0,0,0.172281580335208,0,0,0,0.188522601993242,0,0,0,0,0,0,0,0,-0.0708010043218282,0,0,0.173133856141222,0,0.482172107298245,0,0,0,0,0,0,0.0436505346454218,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.127047018385027,0,0,0.0717848686917705,0,0,0.0408993901043212,0,0,-0.00757697801068077,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0133199212067959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180180907218206,0.0558593306250211,0,0,0.154025667380783,0,0,0,0,0.171172688025242,0,0.146728161354157,0,0,0,0,0,0,0,0.150894217271858,0,0,0,0,-0.00813532586568529,0,0,0,-0.0373502959663117,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796295092360803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139230946319028,0.157172088930276,0,0.531575515705843,0,0,0,0,0,0,0,0,0,0,0.0800451714263206,0,0,0.120077928964149,0,0,0.0454572565323669,0,0,0,0,-0.0178553080666912,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.150807652996164,0,0,0,-0.0326353114221039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482627130235329,0,-0.0130358173013378,0.595383179356238,0,-0.0231169204458297,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00884532409884489,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0495111260762788,0,0,0,0,0.0117911464766209,0,0,0,0,0,0,0.0208238503877504,0,0,0,0,0,0,0,0,0,0.0583341147513886,0,0,0.0280159615381146,0,0,0,0,0,0,0,0,0.0324869653067359,0,0.0485526963083413,0,0,0,0,0,0,0,0.0264961359382991,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.00146693133568776,0.0568219366734936,0,0,0,0.0743012294989097,0,0.131431415829884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391925828057993,0,0,0.0584004443669586,0,0,0,0,0,0,0,0,0.223961032903517,0,0,0,0,0,0,0,0,0,0.0189982202302187,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0483310350421783,0,0,0,0,0,0,0,0,0,0,-0.0493029382052108,0,0,0,-0.0280584161649595,-0.0185861041896389,0,0.0114449020936382,0,0,0,0,0,0,0,0,0,0.142427136644879,0,0,0,0,0,0,0,0.0258392496909132,0,0,-0.0132292481767753,-0.00799549330070562,0,0,0,-0.0214921713073402,0,0
X601898.SH,0,0,0.687620020513927,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577411960337936,0,0.126449576006949,0,0,0,0,0,-0.0470678289941664,0,0,0,0,0,0.0367170845343225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125089007211572,0,0,-0.014046467041404,0,0,0,0,0,0,0
