,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X002460.SZ,X600362.SH,X002466.SZ,X600489.SH,X000708.SZ,X600803.SH,X000301.SZ,X600027.SH,X600160.SH,X601991.SH,X000786.SZ,X000807.SZ,X000983.SZ,X600219.SH,X600426.SH,X002128.SZ,X000408.SZ,X601699.SH,X000877.SZ,X000630.SZ,X600176.SH,X600096.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600157.SH,X000831.SZ,X600378.SH,X300037.SZ,X600352.SH,X002271.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.418757432590224,0,0,0,0,0.0703389765687647,0,0,0,0,0,0,0.115705658824327,0,0,0.00773509155167688,0,0,0.149189217104886,0,0.0431091027615108,0,0,0,0,0,0,0,0.0152809028332351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260413097711516,0,0
X601088.SH,0,0,0,0,0.414171529962676,0,0,0.00590265599708936,0,0.0384260805867611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209328005408635,0,0,0,0,0,0,0.0408146584530619,0,0,0,0,0,0,0,0.105939071734296,0.0417685567121303,0,0,0,0,-0.0590652242873896,0,-0.0416195916108739,0,0,0,0,0,0,0,-0.0126460983748802,0,0
X600028.SH,0.620771177976099,0,0,0,0.0670803582605539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237999986769786,0,0,0,0.0732421864295758,0,0,0.0526253119613227,0,0,0,0,0,0,-0.0813480155359733,0.0781322194155468,0,0,0,0,-0.0062567696667425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487952177569641,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518434945812726,0,0.0802299591276892,0,0,0.189883835043631,0,0,0,0,0,0,0,0,0.145605490441022,0,0,0,0.0522853526327722,0.136050607084863,0.175921708077353,0,0,0,0,0,0,0.0176257319368027,0,0,0,0,0,0,-0.0452722427048348,0,0,0,0,0,0,0
X601898.SH,-6.93889390390723e-18,0.258429999290498,0.243217882768873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195362898857564,0.162607512217482,0.0643011494734547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00345620605381466,0,-0.013805545465869,0,0
X600188.SH,0,0,0,0,0.186014301348911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228503884047951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415166166989741,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.205407604096518,0,0,0.0276427460805253,0.0414224808941479,0,0,0,0.0353474616211876,0,0,-0.0123468387469131,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0185888240631773,0,0,0,0,0,0,0,0,-0.0333561106034309,0,-0.318317607181129,0,0.0560716965985648,0,0.159560610180912,0,0,0,0,0.0352083004265869,0,0,0,0.0458905589510726,0,0,0,0,0,0,0,-0.0236021182514346,0,0,0,0.298571757320612,0,-0.00157712697605856,-0.00137784121053757,0,0,0,0,0,0,0.0135594056940652,0,0
X600019.SH,0.0398188793365837,0,0,0,0,0,0,0,0,0.247558316624677,0,0,0,0,0,0,0,0,0,0,0,0,0.134650454437729,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.140750141269306,0,0,0,0,0,0,0,0.0395232631087787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.217485134916435,0,0,0,0,0,0,0,0,0.0652555644415631,0.0113231160367654,0,0,0,0,0,0,0.0366451910657707,0,0,0,0,0.223947450418884,0.0301262664354733,0,0,0,0,0,0,0,0.249672216034704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370518114862989,0,0
X601600.SH,0,0.0113277675400689,0,0,0,0,0,0.206110495252471,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.163512481769858,0,0.368198584929623,0,0,0,0,0,0,0,0,0.487389530981708,0,0,0.00116702230897254,-4.33680868994202e-19,0,0,0,0,-0.125312189719168,0,0,0,-0.0961851422644454,0,0,0,-2.71050543121376e-20,0,0
X600886.SH,0,0.0946701157465272,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521494785829331,0.500629364208249,0,0,1.0842021724855e-19,0,0,0.0399370066387381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157480083755911,0,-0.0552538121725654,0,0,-0.0367881011774614,0.0593615588632796,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.155160805786429,0,0.0167083525030412,0,0,0,0,0,0,0,0.0403220652248836,0,0,0.700991109274933,0,0,0,0,0,0,0,-0.0256219711581865,0,0,0,-0.00830037565558272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00801300853799692,0,0,0,-0.00729493825058928,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0125992652370407,0,0,0,0,0,0,0,0,0,0,0,0.222516026663523,0,0,0,0,0,0,0,0.0421968882126217,0,0.0615846749146951,0,0,0,0,0,0,0,0,0,0,0,0.113994629024411,0,0,0.0294802516548419,0,0,0,0,0,0,0.0266072354486203,0,0,-0.00386185326154136,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.201948500079026,0,0,0.233633261248697,0,0,0.289417219289269,0,0,0,0,0,0,0,0,0,0.0657400654097951,0,0,0,0,0,0.194614071825019,0,0,0,0,0.0204131687115766,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0295245231256771,0,0,0,0
