,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600362.SH,X600688.SH,X600188.SH,X601600.SH,X300072.SZ,X600795.SH,X600157.SH,X601991.SH,X601992.SH,X600027.SH,X600111.SH,X600660.SH,X600886.SH,X600489.SH,X600309.SH,X000723.SZ,X600623.SH,X600299.SH,X000792.SZ,X002466.SZ,X601158.SH,X000959.SZ,X002075.SZ,X000898.SZ,X000709.SZ,X000408.SZ,X000983.SZ,X600583.SH,X000883.SZ,X000630.SZ,X600549.SH,X600352.SH,X000012.SZ,X000937.SZ,X002092.SZ,X000539.SZ,X601699.SH,X600176.SH,X000060.SZ,X000027.SZ,X000935.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0411205415411382,0,0,0,0.0104837791757922,0,0,0,0,0,0,0.0133707527383908,0,0,0.0243140607481879,0,0.0163571817099057,0,0.0708425489925055,0,0.00666118209811539,0,0,0,0.0260967562468753,0,0,0.062235101874528,0,0,0,0,0,0,0.00636555875006675,0,0,0,0.00202112959218315,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0431373742912182,0,0,0,0,0.0284409304516123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162344342718614,0,0,0,0,0,0,0,0.0543117122539224,0.0203587998719815,0,0,0,0,0,0,0.0631787104640592,0,0,0,0,0,0.0277720508341083,0,-0.0113213175024639,-0.0209292676287802,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.165793021885654,0,0.0344410272577534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147586144165678,0,0,0,0,0,0,-0.0521262193710772,0,0.050135738712084,0,0,0,0,0,0.00827450147095748,0,0,0.0996571062118371,0,0,0,0,0,0,0.0754492240880553,0,-0.00219501312988547,-0.0612732553355038,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0282452720787291,0,0,0,0,0.0302163428111371,0,0,0,0,0,0,0,0.107557759089501,0,0,0,0.0567392654592348,0,0,0.0228307154345604,0,-0.0282070632254945,0,0,0,0,0.0553431547176847,0,0,0,0,0,0,0,0.0515778641956421,0,0,0,0,0,0,0,-0.0192650423839133,0.0127544866421816,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.114859865151894,0.0182148723666007,-0.0765536492986885,0.0229457083421278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00587202275452819,0,0,0,0,0,0,0,0,0.109492064274989,0,0,0,0,0,0,0.0622938078835595,0,0,0,0.0258046119323956,0,0,-0.0237010883724918,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0735139198186451,0,0,0,0,0.0201436867441365,0,0.00840267827411398,0,0,0,0,0,0.0321610893064938,0,0.134709642404541,0,0,0,0,0.000378571312977177,0.0312969462388063,0,0,0.0480283421393374,0,0,0,0,0,0,0,0.113815399710982,0.0776928532288221,0,0,0,0.00110334805869406,0,0.0687136063869294,0,0.0947383743631711,0,0.0256286007644367,0,-0.0277192514980168,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.107550819467971,0,0,0,0,0,0,0,0,0,0,0,0.209556685820274,0,0,0,0,0,0,0,0,0,0,-0.118573174161901,0,0,0,0,0,0,0,0,0,0,0.0115419094821548,-0.00421631939875786,0,0.130165707462817,0,0,0,0,0,0,0.0216471329314354,0,0,0,0,0,0
X601898.SH,0,0,0.201914670652629,0,0,0,0,0,0,0.0625433376940552,0,0.106404639318813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553102950812057,0,0,0,0,0.102993358332632,0,0,0,-0.0879132134012744,0,0,0,0.02642789475622,0,0.195526602301541,0,0,0,0,0,-0.02393184199556,-0.0463333639787322,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93121820504824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273873885789598,0.072678883144081,0,0,0,0,0,0.0605109444610904,0,-0.0453700507844314,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732331848971452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421206014516778,0.0213033404478271,0,0,0.115781523190962,0.0346248951704944,0,0.0949003587999096,0,0.153026620460317,0,0,0,0,0,0,0,0,0,0,0
