,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X000301.SZ,X000786.SZ,X002466.SZ,X600111.SH,X600010.SH,X600188.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X000027.SZ,X600795.SH,X600803.SH,X601991.SH,X600352.SH,X600489.SH,X600219.SH,X000408.SZ,X600801.SH,X000932.SZ,X000807.SZ,X600688.SH,X000898.SZ,X002353.SZ,X000825.SZ,X002080.SZ,X300037.SZ,X600315.SH,X600157.SH,X601699.SH,X000959.SZ,X600299.SH,X600486.SH,X000830.SZ,X600027.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0757145308301291,0,0,0,0,0,0,0,0,0,0,0,0.0265815314076881,0,0,0.0391415887715188,0.00890963771834628,0.0408281281697886,0.0439771569988759,0.12597039840329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508416070232486,0,0,-0.00184068480583293,0,0,0.0467391868212959,0,-0.0471084662701083,0,0,-5.42101086242752e-20,0,0.0117179004212207,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019900151747957,0,0.0884075727855317,0,0,0,0,0,0,0,0,0,0,0,0,0.00365238917379251,3.46944695195361e-18,0,0.0499672882871393,0,0.0213533903633138,-0.105855129205296,0,0,0,0,0.0488179929342006,0,0,0.103171896231663,0,0,0,0,0.0182395960945303,0,0,0,-0.0222184213892841,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188362360260324,0,0.172485202401794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137107605348326,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327170219377837,0,0,0,0,0.120102117732699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373662382856276,0,0,0,0.0521008568530036,0,0,0.014281957468458,0,0,0,0,0.171529303360123,0.0910830841287312,0,0.0788675966058535,0,0,0,0,0,0,-0.0112113724430097,0,0
X600585.SH,0,0,0,0,0,0,0,0.00209623811555285,0.0364675030329475,0,0,0,0,0,0,0,0,0,0,0,0,0.116049732992202,0,-1.73472347597681e-18,0.0029228444858714,0,0,0,0,0,0.00809801608727281,0,0.00143750169845659,0.0516092335820006,0,0,0,0,0,0,0,0,0,0,0,0,0.0305050973005833,0.00711564613191942,0,0,0,0,0,0,0,0,-0.00464971463968242,0,0
X600019.SH,0,0,0,0,0,0,0.0597907010576879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15436666723648,0.113582085750621,0,0.169189126048368,0,0.162809331013249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497031231877324,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.291229751798775,0,0,0,0,0.0265253127909475,0,0.0510236090850388,0.591665237302342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00783970296051332,0,0,0,0,0,0.0392177195940193,0,0,0,0,0,0,0.0491732646571626,0,0,0,0,-0.0372987106176818,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0649087803910328,0,0,0,0,0,0,0,0,0,0,0.0601183831437111,0,0,0.148849016622665,0,0,0.055062916387704,0,0,0,0,0,0,0,0,0,0,0.172108776802078,0,-0.0491613356238314,0,0,0,0,0,0,0,0.0111276220243022,0,0,0,0,0,0.0992761023968336,0,0,0,0,-0.0961089777193075,0,0,0,0.0248847256883033,0,0
X600660.SH,0,0,0,0,0,0,0.0909556324411499,0,0,0,-0.152031957604338,0,0,0.110219823440478,0,0.139108312092935,0.140352659000918,0,0,0,0,0,0,0.0841110395410075,-0.0730230756637097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031944428164517,0,0,0,0,0,0,-0.0914290367709915,0,0,0,0,-0.0812419742042084,0,0,0,-0.0233355646978427,0,0
X000708.SZ,0,0,0,0.0949943553490993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588920758059187,0,0,0,0,0,0.0659449450190405,0,0,0,0,0,0,0,0,0,0.121596137238527,0.0197651510753568,0,0.135458415528071,0,0,0,0,0.183009351253545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011896779975262,0,0
