,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X600188.SH,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X600019.SH,X600111.SH,X601898.SH,X600011.SH,X600660.SH,X000708.SZ,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000629.SZ,X000408.SZ,X601991.SH,X600348.SH,X600096.SH,X300073.SZ,X000983.SZ,X600803.SH,X000723.SZ,X000786.SZ,X600160.SH,X600027.SH,X002080.SZ,X600219.SH,X600141.SH,X600378.SH,X601699.SH,X600549.SH,X600157.SH,X002407.SZ,X600399.SH,X600801.SH,X002353.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00274747985680103,0.103202960540291,0,0,0,0,0,0.0709671027520539,0.0175182630914776,-0.00317713079287295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672645872341868,0,0,0,0.17953458612234,0,0,-0.1775020820693,0,0,0,0,0,0.0272644531804319,0,0,0.160110549056258,0,0,0,0,0,-0.0322504676716882,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.23894719270565,0.26780979910969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0978605312532039,0,0,0,0,0,0.0800511648985991,0,0,0,0,0,0,0,0,0,0.139630459532013,0,0,0,0,0,0,0,0,0.0203037582899464,0,0,0,0,1.73472347597681e-18,0,0
X600028.SH,0.183295082757126,0,0,0.00889522275385236,0,0,0,0,0,-0.00492520405866199,0,0,0,0,0,0,0,0,0,0,0,0.0144055800135767,0,0,0,0,0.0312670837432475,0,0,0,0,-5.42101086242752e-20,0.0270560016074448,0,0,0,0,0,0,0,0,0,0,0,0.0288452611014784,0,0.0151205642237161,0,0.00359803030069756,0,0,0,0,0,0,0,-0.000134782032090954,0,0
X600309.SH,0,0.0871703724806323,0,0,0,0,0,0,0,-0.0546737851143248,0,0,0.0284409261099739,0,0,3.46944695195361e-18,0,0,0.141181708762859,0,0,0,0,0.0307152149664241,0,0,-0.00263472483232216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706661601703986,0,0,0,0,0,0.0402790804887683,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.64775607631401,0,0.0055436644598087,0,0,0,0,0.0374234247745434,0,0,0,0,0,0,0,0,0.00382340865394625,0,0,0,-0.211837446494829,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.113892390457946,0,0,0,0,0.124919615426927,0,0,0,0,0,0,0,0,0,0,0.0516289327795133,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.509936609736185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191337142451271,0,0.165959732101996,0,0,0,0,0,-0.0127318489977581,0,0,0,0.114922536703454,0,0,0,0,0,0.0390689906131827,0,0,0,-0.0284788403630939,0,0,0,0,0,0
X002460.SZ,0,0.0282579065526792,0,0,0.0757007318388042,0,0,0,0.301385881349288,0,0,0.0255882514995725,0,0,0,0,0.0764966397097247,0.0360350823780251,0,0,0,0,0,0,0,0,0,0,-0.0636442338850273,0,0,0.10781295344046,0,0,0,0,0,-0.0484350535572141,0,0,0.138559390410923,0,0,0,0,0.0529106811551623,0,0,0,0,0,0,0,0,0,0,0.0636905494740097,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.00363419979856763,0,0,0.0252778182132262,0,0,0,0,0.147510246859194,0,0,0,0,0,0,0,0,0.0154882548470344,0,0,4.33680868994202e-19,0.0406533496825686,0,0,0,0.0621576810101515,0.0250949179246593,0,0,0,0,0,0,0,0,0,0,0,0.295778290400048,0,0,0,0,-0.0452677992047752,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.254059788576323,0,0,0,0,0,0,0,0,0.0443294065050498,0,0,0.0895469143463665,0,0,0,0,0.0916892666718414,0,0,0,0,0,0,0,0.113860842329885,0,0,0,0,0,0.0395156648106298,0,0.10182825844967,0.0733186600759232,0.118193829645888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335233882391736,0,0
X000301.SZ,0,0,0,-0.156319849508606,0.219733272340184,0,0,0,0,0,0,0,-0.00425820015864475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348056073681953,0,0.0467129832880096,0,0,0,0,0,-0.00127133717551708,0,0,0.165191385699548,0,0,0,0,0,0,0,0,0,0,0,0,-0.13302977398548,0,0,0,0,0.0613017102074285,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141922879389606,0,0.0287984841325602,0,0,0,0,0,0,0,0,0,0,0.101268757793918,0,0,0,0,0,0.0462290293475273,0,0,0.0815989357152891,-1.73472347597681e-18,0,0,0.0428211137189452,0,0,0.0534835277655139,0,0,0.00815449522831245,0,0,0.148260823582399,0,0,-0.013865825199561,0,0,0,0,0.0335341939876926,0,0
X600111.SH,0,0,0,0,0,0,0.28804934635967,0,0,0.0502671997133083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102506750114748,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.321994607234443,0,0,0,0,0.18004154825603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715605706130994,0,0
X601898.SH,0,0,0,0,0,0.221330460909089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073194824881423,0,0,0,0,0,0,0,0.173030882798733,0,0.253013239884467,0,0,0,0,0,0,0,0,0,0,0,0.107247077006591,0,-0.0701279306049828,0,0.0988117553323282,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,-0.0560543742495183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415129637102385,0,0,0,0,0,0,0,0,0,0,0.480600941375199,0,0,0,-0.049610188458508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
