,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X600010.SH,X000792.SZ,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X000708.SZ,X600803.SH,X000301.SZ,X600489.SH,X600160.SH,X600027.SH,X002466.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X000983.SZ,X600176.SH,X600219.SH,X002128.SZ,X601699.SH,X000877.SZ,X000630.SZ,X000408.SZ,X600157.SH,X600096.SH,X000933.SZ,X601168.SH,X600985.SH,X002353.SZ,X600352.SH,X600995.SH,X000883.SZ,X600688.SH,X600378.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0884598241639709,0,0,0,0.0886161248968054,0,0,0,0,0,0,0.120164889552343,0,0,0,0,0,0,0.203264411920643,0,0.216446970369426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351247305777843,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140398698041924,0,0
X601088.SH,0,0,0,0,0.447947644797356,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368287391296247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420832734802322,0,0,0,0,0,0,0,0.0165911830031069,0,0,0,0,0,0,0,0,-0.0218019436258588,0,0,-0.0312950085723908,0,-0.0240076966372764,0,0
X600028.SH,0.184352237640455,0.142174951391254,0,0,0,0,0,0.0685169440407713,0,0,0,0,0,0,0,0,0,-0.00112638726790361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380139320665374,0,0,0,0,0.212658051393792,0,0,0,0.0835855020076584,0,0,0,0,0.0056571059870739,0,0,0,0,-0.0335466193271174,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948313235548194,0.0802563667207514,0,0.165283600152177,0.00882570754706503,0,0,0,0,0.0249219142307862,0,0,0,0,0.0883201671810135,0,0,0,0,0.122762296858658,0.164069457182108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020902316748074,0,0,0,0,0,0,0
X601898.SH,0.061820431986696,0.209067988709396,0,0,0,0,0,0.00463805142892477,0,0,0,0,0,0,0,0,0,0,0,0.103785382202531,0.0486110324006538,0,0,0,0,0,0.058428274524789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230698573385419,0,0,0,0,0,0,0,0,0.0526906630261981,0,0,0,0,-0.0454890773554531,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405896995825011,0,0,0,0,0,0.144619570301215,0.202719845570653,-0.0371860339775098,0,0,0.0889167221309756,0,0,0,0,0,0,0,0,0,0,0,0,-0.238796209342233,0,0,0.0546810556191826,0,0,0,0,0,0,0,-0.0261386684013729,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.247041123531118,0,0,0,0,0,0,0,0,0,0,0.0548208024923761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641422019854875,0.1034831776081,0,0,0.0733424785195586,0,0,0,0,0,0,0,0,0,0,0,0,-0.00439305532782856,0,0,0,0,-0.0064107887358028,0,0
X600188.SH,0,0,0,0.031704129389748,0.038292870867847,0,0,0,0,0,0,0,0,0,0,0,0.0725622502416758,0,0,0,0,0,0,0,0,0.0174406482922411,0,0,0,0.0530059692588984,0,0,0,0.0321092687653103,0.280181209345266,0,0.136797338717395,0,0,0,0,0,0,0,0,0.0862175211060636,0,0,0,0,0,-0.0139438368191676,0,0,0,0,-0.0226108294507032,0,0
X600585.SH,0,0,0,0,0.317692572512308,0,0,0,0,0,0,0,0,0.0327315736958118,0,0,0,0,0,0,0,0,0,0.111712881449679,0,0.0617560777767924,0,0,0.159302556158692,0,0,0,0,0,0,0.25430503014417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541909038300778,0,0,0,0,-0.00541226471006538,0,0
X601600.SH,0,0.0656020808306369,0,0,0,0,0.356481046639388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34344614603582,0.2459524587587,0,0,0,0.0672831831376568,0,0,0,0,0,0,0,0,0.219713110703152,0,0,0,0,0,0,0,0.0786603404793689,0,0,0,0,0,0,-0.0279830342997851,0,0
