,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X600585.SH,X600886.SH,X000792.SZ,X600362.SH,X600795.SH,X000708.SZ,X002460.SZ,X600010.SH,X600111.SH,X000301.SZ,X600027.SH,X002466.SZ,X600160.SH,X600489.SH,X601699.SH,X600426.SH,X000877.SZ,X000983.SZ,X000786.SZ,X601991.SH,X600803.SH,X000630.SZ,X600985.SH,X000807.SZ,X000933.SZ,X600176.SH,X601168.SH,X002128.SZ,X000408.SZ,X600612.SH,X000932.SZ,X600219.SH,X600096.SH,X000883.SZ,X002271.SZ,X600295.SH,X000027.SZ,X600348.SH,X600282.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0536133092451183,0.172413112124992,0,0,0,0.0277821801828993,0.22993328752567,0,0.0304196858927318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264906522700009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0810732105822407,0,0,0,0,0,0,0.0350979100364389,0,0,0,0,0,0
X601088.SH,0.0542914448295977,0,0,0,0.193645413947252,0,0,0.0906969609812609,0,0,0,0,0,0,0,0,0,-0.0143781904722848,0,0,0,0,0,0,0,0.0181974406541737,0,0,0.250947065362941,0,0,0,0,0,0,0,-0.026464880544694,0,0,0,0,0,0,0,0,0,0.0601939523130851,0,0,0,0,0,-0.0238475898713403,0,0,0,0,0,0
X600028.SH,0.0242656122313265,0,0,0,0,0,0.095015625161219,0.0301493260823733,0,0,0,0,0,0,0,0,0,-0.129335711474612,0,0,0,0,0,0,0.0512469547865595,0,0,0,0,-0.0951881237728859,0,0,0,0,0.146338100724192,0,0,0.0419768380705748,0,0,0,0.0511448226211831,0,0,0,-0.0423854063758694,0,0,0,0,0,0,0.0346468822240929,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590195504695782,0,0,0,0,0.0894124028362002,0.0329462340987842,0,0.0729031291093319,0,0,-0.0235299237734427,0,0,0,0,0,0,0,0,0,0,0.193156631454534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127271927657114,-0.0604467295354604,0,0,0,0,0,0
X600188.SH,0.0508273661435065,0,0,0,0,0,0.182537181892055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228577736141738,0,0,0,-0.135276382340055,0,0,0,0,0,0.00321648969619593,0,0,0.0515359308557752,0,0,0,0,0,0,-0.0326230639086156,0,0,0.204493734852191,0,0,-0.015760771348246,-0.00164995925010122,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.072566271834625,0,0,0,0,0,0,0.12930268335065,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.00845039949397733,0,0,0,0,0,0.0290317779048548,0,0,-0.00913890500849861,0.0474056024946226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.289564295347324,0,0,0.136337262917443,0,0,0.10217576801471,0,0,0,0.18214919583169,0,0,0,0,0,0,0,0,0,0.218275841247247,0,0,0,0.162932134685813,0,0,0,0,0,0,0,0.210622052343473,0,0,0.000931700326600431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644317199307696,-0.0665957060005626,0.134721510351949,0,0,0,0,0
X600011.SH,0.0764448887184703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407083337322463,0.0666393616092714,-0.0179263204341672,0,0,0,0.139455663931653,0,0,0,-0.0159587149061888,0,0,0,0,0.208613343216903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.02332465424373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683712150022426,0,0,0,0,0,0,0,0,0,0,0.0972262254217655,0,0.0230297359381371,-0.0795162943138386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340528416690599,-0.0349596697667953,0,0,0,0,0
X601600.SH,0.125400163464965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602890919225552,0,0,0,0,0.135812557751181,0,0,0,0,0,0.13284351792401,0,0,0,0,0,0,0.305483590806321,0.0227839891848125,0,0.206071585768478,0,0,0,0,0,0,0,0,0,0,0,0.0856251500292272,0,0,0.0246528480939008,0.214193956643645,0,0,0,0,0
