,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600352.SH,X600188.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X600489.SH,X601992.SH,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X600612.SH,X000709.SZ,X600299.SH,X002460.SZ,X000786.SZ,X002466.SZ,X000629.SZ,X601158.SH,X000883.SZ,X600426.SH,X002353.SZ,X600219.SH,X600583.SH,X000630.SZ,X600315.SH,X600021.SH,X601699.SH,X600985.SH,X000553.SZ,X000027.SZ,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668262224245987,0,0,0,0,0,0,0,0,0,0.000195630059732218,0.0246422178700395,0,0,0.000982142662320809,0,0,0.0315652630622947,0.0601522972576151,0,0,0,0,0,0.0393970605113667,0,0,0,0,0,0,0,0,0,0,0.0118390770023212,0,0,0,0,0,0
X600028.SH,0,0,0,0,8.67361737988404e-19,0,-0.0173249837951462,0,0,0,0,0,0,0,0,0,0,0.0312312078242487,0.129065722901457,0,0,0,0,-0.00280991178611118,0,0,0,0,0,0,0,0.0682953797660596,0,0.0172607982953291,0,0,0,0,0,0.0103281681809539,0,0,0,0,0,0,0,0,0,0,0,-0.0220792591412153,0.0237649632452939,0,0,0,0,0,0
X601088.SH,0,0,0,0.0371254168988202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650317127107519,0.164382585225353,0,0,0,0,0,0,0,0,0,0,0,0,0.045297396953867,0.0501982762896117,0,0,0,0,0,0,-0.0196715653558301,0,0,0,0,0,0,0,0.033551267409192,0,0,0,0,0.0316626104341305,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415549664436379,0.073095900073601,0,0,0.0224255219335675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229376825855046,0.0149887148301678,0,0,0,-0.0126366899838487,0,0,0,0,0.02251206290929,0,0
X600309.SH,0,0,0,0.147105975602959,0,0,0,0,0.0398756300689558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923497791282804,0,0,0.011696052801705,0,0,0.165642527868246,0,0,0,0,0,0,0,0,0,0,-0.0371151167528566,0,0,0,0,0,0,0,0.160887692783368,0,0,0,0,0.0337494718221553,0,0,0,0,0,0
X600019.SH,0,0,0.0912104289052548,0,0,0,0,-0.0633503032909054,0.102742913475606,0,0,0,0.0406609708326824,0,0,0,0,0.148460117213934,0,0,0,0,0.0108893252385872,0,0,0,0,0,0,0,0,0.0740383483400578,0,0,0,0,0,0,0,-0.0295164180818198,0,0,0,0,0,0.0383770487136783,0,0,0,0,0,-0.00584175321429174,0,0,0,0,0.0603127487342019,0,0
X600547.SH,0,0,0,0,0,0,0,0.179509981534498,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236239087426712,0.0323636238001075,0.863462784466924,0,-0.0332474634492848,0,0,0,0,0,0,0,0,-0.139782659470028,0,0,0,0,0,0,0,0,-0.0658868476482397,0,0,0,0,0,0,0,-0.0322652063386528,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.124137799080717,0,0.0154199955385802,0,0,0,0,0,0,-0.0859511107334312,0,0,0.577406824268693,0.0329199485701028,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0559634723636999,0,0,0.144496376386874,-0.0181884983086183,-0.0173360840581249,0,0,0,0.170401824931648,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.46804495396149,0,0,0,0,0,0,0,0,0.00751519344784504,0,0,0,0.0538959788572294,0,0,0,0,0,0.018980406556362,0,0,0.0298999851630184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127097952850133,0,0,0,0,0,-0.0271335134367005,0,0,0,0.103092084801301,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.185850539798914,0,0,0,0,0,0,0,0,0,0,0.00122337384993428,0,0,0.0386725276634765,0,0,0,0,0,0.132791761738696,0,0,0.038476698869899,0,0,0.00615411020024712,0,0,0,0.184743997256669,0,0,0,0,0,0,0,0,0,0,0,0,-0.00523091678044923,-0.00357431504750693,0,0,0,0.0185448920294265,0,0
X600886.SH,0,0,0,0.0360676201171386,0,0,0.0243115856804867,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153516051199505,0,0,0.0866340773397355,0,0,0.0175734130668852,0,0,-0.0446697666328394,0,0,0,0,0.257210408514925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765962919967047,0,0,0,-0.0148226855804366,-0.00788836324147688,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133250310237085,0,0,0,0,0.00995782322685155,0,0,0,0,0,0.0455980454956044,0,0,0.015069813505472,0,0,0.0425559184642986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196891382374264,0.0166020936737919,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244061299681482,0,-0.0219636074740005,0,0,0,0,0,0,0,0,0,0,0,0,0.0580847782219436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620182723642678,0.101863681826571,0,0,0,0.00120220640146006,-1.0842021724855e-19,0,0,0,0.0156043290326061,0,0
X601991.SH,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0132506665733273,0.0473086613011251,0,0,0,0.0440255606946897,0,0.130098009794047,0,0,0,0.103985559795323,0,0,0,0,0,0,0,0,0,0,0.00799526209842764,0,0,0,0,0,0,0,0,0,0,0,0.0156802105386793,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.2005127746546,0.0971399976000497,0,0,0,0,0,0,0,0.032856356678971,0,0.112261772920381,0,0.118566042120913,0.0811686082595702,0.0741923906619017,0,0,0,0,0,0.0921100415852983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182182241755408,0.0240088512113167,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961866115835812,0.108677192434589,0,0,0.0378452111870054,0.013322697159349,0,0,0,0,0,0,0.012703195145714,0,0.074110788491255,0.0824541389257506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750292242556507,0,0,0,0,-0.00472061072783105,-0.0105606872493181,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24940749913551,-0.0334226442700856,0,0,0,0,0.0263048893883767,0,0,0.0815612226751992,0,0.00615781243454967,0,0,0.121352615810273,0,0,0,0,0,0,0,0,0,0,0,0.0159410056335839,0,0,0,0,0,0,0.0337729921723475,0.00974843416640794,0,0,0,0,0,0
