,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X600426.SH,X600362.SH,X002271.SZ,X600795.SH,X000877.SZ,X601699.SH,X000983.SZ,X600176.SH,X600489.SH,X600027.SH,X600803.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X600160.SH,X000630.SZ,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X600985.SH,X002080.SZ,X600612.SH,X600688.SH,X300037.SZ,X002353.SZ,X000539.SZ,X600096.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.785089173704238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331510045837151,0,0,0,0,0,0,0.0544365961377934,0,0.117034383572724,0,0,-0.0297426741185573,0,0,0.111250073915606,0.0143583027364001,0,0,0,0,0,0,0,0,0,-0.0699800482831446,0,0,0,0,0,0.000215890945678112,0,0.0423636267226188,0,0,0,0,0
X600028.SH,0.544294000208108,0,0,0,0,0,0.0165328186579771,0,0,0,0.0290886155651677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234280503553691,0,0.0455590590123011,0,0,0.0849474896125419,0,0,0,0,0,0,0.0266030695717173,0,0,0,0,0,0,0,-0.15203721169764,0,0,0,0.023870657504313,-0.0108517119080812,-0.034905987385413,0,0,0,0
X601088.SH,0,0,0,0,0.198321569710525,0,0,0,0.0792698099091301,0,0,0,0,0,0,0,0.0347297404571786,0,0,0,0,0,0,0,0.0307925949921811,0,0.0493873194462458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678491147803783,0.0176738146352606,0,0,0,0,0,0,0,0.073559259315961,0,-0.0137754043976385,0,0,0,0,0,0,0
X600309.SH,0.0499874983330407,0.031828499742927,0,0,0,0,0,-0.0119231164462601,0,0,0.0295588079808771,0.0292311799078704,0,0,0,0.173706348500445,0,0,0,0,0,0,0.139911008815993,0,0,0,0,0,0,0,0,0.0754944354644693,0.0353402794141379,0,0,0,0,0,0,0,0,0,0.00433612841939546,0,0,0,0,-0.00443897123551649,0,0,0,0.0366932881313348,-0.0470653152559949,0,0,0,0,0,0
X600188.SH,0,0,0.603792059964187,0,0,0,0,0,0,0,0.109374155071892,0,0,0,0,0,0,0,0,0,0.169604530800361,0,-0.125194519196019,0,0,0.220236229919679,0.238519920208234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161399735268597,0,0,0,0,0,0,0,0.040711516124703,-0.0185974387962935,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.00703090270657928,0,0,0,0,0,0,-0.0325031443678564,0,0,0,0,0.00712298281531587,0,0,0.0044509635300075,0,0.0913862594577228,0,0,0,0,-0.170316119205755,0,0,0,0,0,-0.0180900075769325,0,0,0,0,0,0,0.187643342893436,0,0,0,0.185962508629836,0,0,0,0,-0.00139309018919758,0.00589841360097727,0,0,0,0,0,0
X600019.SH,0,0.00551761383055271,0,0,0.0241931431452852,0,0,-0.0147581690449962,0,0,0,0,0,0,-0.0199811258432359,0,0,0,0,0.197415162909382,0,0,0,0,0.139851827829942,0,0,0,0,-0.00974568534424719,0.128424731288765,0,0,0,0.322390829086777,0,0,0,0,0,0,0,0,-0.00844510729270305,0,-0.191272197548086,0,0,0,0,0,-0.00518923075682829,0.0356761167317212,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0117727266832786,0,0,0,0,0,0,0.249325661310313,0,0,0,0,0,0,0,0,-0.369273574482577,0,0,0,0,0,0,0.324868068229431,0,0,0,0,0,0.0408282207126972,0,0,0,0,0,0,0,0,0,0.0329173566561423,0,0.201153744231947,0,0,0,0,0.0324459061742697,0,0,0,0,0,0
X601898.SH,0.0503351132829358,0,0,0,0,0,0,0,0,0,0,0,-0.046935806727278,0,0,0,0,0,0,0,-0.0188274051803713,0,0,0,0.0300541907488485,0.258693185300913,0.117962193939575,0,0,0,0.169436113709594,0,0,0,0,0,0,0,0,0,0.0967935383819959,0.0983616769077303,0.0747761580266656,0,0,-0.161589788970046,0,0,0,0.0818020866497,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0839883266457765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363902354121669,0,0,0,0,0,0,-0.0118838298942138,0,0,0,0,0,0,-0.0961221985715067,0.0532527135072054,0,0,0.00838714406119382,0,0,0,0.0570231926055427,-0.00782558084152248,-4.33680868994202e-19,0,0,0,0,0,0
