,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X601600.SH,X600547.SH,X600660.SH,X600688.SH,X600886.SH,X600188.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X600111.SH,X601992.SH,X600176.SH,X600516.SH,X002466.SZ,X600299.SH,X000709.SZ,X000629.SZ,X002460.SZ,X600808.SH,X600352.SH,X600219.SH,X300072.SZ,X000825.SZ,X600801.SH,X601158.SH,X000553.SZ,X002110.SZ,X600489.SH,X600339.SH,X000786.SZ,X000883.SZ,X600583.SH,X601699.SH,X000301.SZ,X600426.SH,X000408.SZ,X000792.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.175197585957238,0,0,0,0.0730678589305822,0,0,0,0.0905035515263823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292625879418931,0,0,0,0,0.117212655897897,0,0,0.00641670558228415,0,0,0,0.033033392625967,0,0,0,0,0,0
X600028.SH,0.217028194540165,0,0,0,0.247590766579282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570703807943461,0.0842508920572305,0,0,0,0,0,0.0110891135851414,0,0,0,0,0.0623369540099391,0,0,0.0877919144700036,0,0,0,0,0,0,0,0.00314608753273034,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0991318047282828,0,0,0,0,0.0864761426327042,0,0,0.0455921938084049,0,0,0,0.171049658378131,0,0,0,0,0,0,0,0,0,-0.123583489000042,0,0,0,0,0,0,0,0,0,0,0,0.158617620154186,0,0.0554142874190327,0,0,0,0,0.0627602305765035,0,0.112024832648923,0,0,0,0.00195430758201282,-0.0354511358513308,0,0,0,0,0,0
X600585.SH,0,0,0.136505286699523,0,0,0.137448912479946,0.0343471315075031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344210265955988,0,0,0,0,0,0.124434479601046,0,0,0,0,0.115869024769492,0,0.0875831335135786,0,0,0.0109264335009208,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0891522683557354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569285477710391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00912170852657091,0,0,0,0,0,0,0,0,0,0,0.00992220796989466,0,0,0,0,-0.0150519273811312,0,0,0,0,0,0,0
X600011.SH,0.0209076234352269,0,0,0.117219289055282,0,0,0,0.0291996013187446,0,0,0,0,0,0,0,0,0,0,0.702309410847736,0,0,0,0,0,0.0196638189817932,0,0,0,0.0580201168632712,0,0,0,0,0,0,0,0,0,-0.145958865749715,0,0,0,0,0,0,0,0,0.0142638855349664,0,0,-0.0101713594101277,0.0635294737358624,0,0,0,0,0,0
X600309.SH,0,0,0,0.219536907607704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505823573116854,0,0,0,0,0,0,0.189433090405549,0,-0.340464778558275,0,0,0,0,-0.0592687664551606,0.198034475401502,0,0,0,0,-0.327561742247059,-3.46944695195361e-18,0,0,0,0,0,0.351154795701327,0,-0.0489587685868899,0,0,-0.0208624871593117,0.0855822533455119,0,0,0,0,0,0
X600010.SH,0.144931575272386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938254262768915,0,0,0,0,0,0,0,0.0271934894095712,0.188904689252401,0,0,0,0,0,0,0,0,0.108061633387336,0.0273138011384702,0,0,0.0369980714129226,0,0,0,0,0,0,0,0,0,0.117716818845623,0,0,-0.00381296156966613,0,0,0,0,0,0,0
X601898.SH,0.0396501042664219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459058347364252,0,0,0,0,0,0,0,0,0.0953958584993545,0,0.0535888511525591,0,0,0,0.177210294684588,0,0,0,0,0,0,-4.33680868994202e-19,-0.0748663639800685,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0433033828481097,0.15876062758888,0,0.0392874698777966,0,0.0771156696211321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023498768664325,0,0,0,0,0,0,0,0,0,0.0849495619274483,0,0,0,0,0,0,0,0,0,0,0.0688114489108961,0,0.0218831937140124,-0.0252321910588478,0,0,0,0,0,0,0
