,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X601992.SH,X600516.SH,X000898.SZ,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X600176.SH,X600157.SH,X000709.SZ,X000786.SZ,X600352.SH,X601699.SH,X002271.SZ,X000825.SZ,X600027.SH,X000553.SZ,X000792.SZ,X600299.SH,X600808.SH,X000408.SZ,X000830.SZ,X600219.SH,X601158.SH,X600489.SH,X002110.SZ,X000883.SZ,X000983.SZ,X000630.SZ,X000959.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.348156262022707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128040094509414,0,0,0,0,0,0,0,0,0.0580878800038123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153588991329854,0,-0.00155677235653485,-0.00328057802709125,0,0,0,0,0,0
X600028.SH,0.320193936300363,0,0.0334272611778509,0,0,0,0,0,0,0,0,0,0,0.109573196349075,0,0,0,0,0,0,0.120246649613874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017328790426472,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0205673598048683,0,0,0,0,0,0
X601088.SH,0,0,0,0.135602408138725,0.137972698518757,0,0,0,0,0,0,0,0,0,0,0,-0.0131667628501352,0,0,0,0,0,0,0,0,0,0,0,0,0.0774120314610337,0,0,0,0,0,0,0,0,0.088245916930754,0,0,0,0,0,0,0,0,0,0,-0.0218609292149075,0.0203547490900599,0,0,0,0,0,0
X600019.SH,0,0,0.197048826202803,0,0.192946448880698,0,0,0,0,0,0,0,0,0.0616332373921912,0,0,0,0,0.209128219355491,0,0.0504659292288353,-0.0754100725694725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979466829557394,0,0,0,0,0,0,0,0.00706612055687541,0.0988987526496204,0,0,0,0,0
X600585.SH,0,0,0,0.0420437513059358,0,0,0,0,0.381580562598799,0,0.0289486962896284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620928515900002,0,0,0.174699468157327,0,0,0,0,0,0,-0.192920749043442,0,0,0,-0.0203778421165633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.138210904050407,0,0,0,0,0.0373458657421747,0,0,0,0,0.0300485167477572,0,0,0,0,0,0,0,0,0,0,0,0,0.043173390455796,0,0.0557314457767769,0.011637435603799,0,0.133047489845752,0,0.056971779301185,0,0,0,0,0,0,0,0,0,0,0.00768446413895755,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0384142272299125,0,0,0,0,0,0,0,-0.00749962372215652,0,0,0,0,-0.00846841374788028,0,0,0,0,0,0,0,0,0,0.0644341566796905,0,0,0,0.0401796054229975,0,0,0,0,0,0,0.0155099082003018,0,0,0,-0.0694929254329811,0,0,0,0,0,0,-0.0564763454147185,0.0786792652989751,0,0,0,0,0,0
X600011.SH,0,0,0,-0.000531207569471087,0,0,0,0,0,0,0,0,0,0,0,0,0.220543465297145,0.0357712746708036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702186121851728,0,0,0,0.00733895073926229,0,0,0,0,0,0,0,0,0.124107690921938,0,0,-0.000168112333787393,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.103590360045183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119929815077233,0,0,0.0274488753284781,0,0,0,0,0.434726128789656,0,0,0,0,0,0,0,0,0.0839293236562343,0,0,0,0,0,0,0,0,0,0,0,-0.00603548766718696,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135763612914662,0,0,0,0,0,0,0.0661990966586186,0,0,0,0,0,0,0,0,0.163989827155396,0,0.01405403470649,0,0,0.0739439575094415,0,0,0,0,0,0,0,0.0496335866131776,0,0.0126321159041228,0,0,0.197623036753016,0,0,-0.00010655565771592,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0903000232949964,0,0,0,0,0,0,0,0,-0.0409001196264236,0,0,-0.0400792233543955,0.156043055147713,0,0,0,0.696140970119643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757820363614254,0,0,0,0,0,0,-0.0756833264872578,0,0,0,0,0,0,-0.00825673469985966,0.0160223106768664,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0793163729679445,0,0,0,0.00846134391895783,0,0,0,0,0,0,0.158657683727567,0,0,0,0,0,0.183751965050557,0,0,0.191532938570882,0,0,0,0,0,0,0,0,0.0434109974711017,0,0,0,0,0,0,-0.00359341594830694,-0.00616695707249413,0,0,0,0,0,0
X600688.SH,0,0.300621127777743,0,0,0,0,0,0,0,0,-0.0226450398776355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679147931831125,0,0,0,0,-0.0151256761307131,0,0,0,0.077107388147039,0,0,0,0,0,0,0,0,0,0,-0.0224070633850243,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.152883064357505,0.109370348039288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348303075797429,0,0,0,0.181627828613191,0,0,0,0,0,0,0,0,0.0155366836418383,0,0,-0.0580638806842363,0,0,0,0,0,0
X600795.SH,0,0,0,0.0643985346290761,0.0845507055528986,0.220486947999556,0,0,0,0,0,0,0,0,0,0,0,0,0.0200239761586123,0,0.0335314363287081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13294059011615,0,0.0116686786291788,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203183669237042,0.0378873953830469,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223452612148079,0,0,0,0,0,0,0,0.113411196775972,0,0,0.026933931728071,0,0,0,0.103127584542602,0,0.0119871440076152,0,0,0,0,0.122055659734755,0,0,0,0.131934904252373,0,0,0,0,0.0412720622963092,0,-1.0842021724855e-19,-0.00668033730805811,0,0,0,0,0,0
