,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600803.SH,X600160.SH,X600489.SH,X000708.SZ,X000786.SZ,X600027.SH,X000301.SZ,X002466.SZ,X601991.SH,X000807.SZ,X600219.SH,X000983.SZ,X600426.SH,X002128.SZ,X600176.SH,X000408.SZ,X601699.SH,X000630.SZ,X600096.SH,X000933.SZ,X601168.SH,X000877.SZ,X002353.SZ,X600985.SH,X600157.SH,X600352.SH,X600299.SH,X000883.SZ,X600995.SH,X600378.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0967246952227061,0,0.199465676159789,0,0,0,0,0,0.0434855010760132,0,0,0,0,0.116282557794663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203385107954178,0.0720358680497311,0,0,0,0,0,0,0,0,0,-0.0243182318976215,0.0240706583427696,0,0,0,-1.73472347597681e-18,0,0
X601088.SH,0,0,0,0,0.326897264910396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068370822699089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948716992677876,0,0,0,0,0,0,0,0,0,0,0,0,0.00144848056618783,0,0,0,0,0,0,0
X600028.SH,0.360750608454089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179763657872754,0,0,0,0,0,0,0,0.0120064074156179,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0575924202733235,0,0,0.00772358271089252,0,0,0,0,0.015665224164888,0,0,0,0,0,0,0,-0.00896753952917655,0,0,0,0,-0.0266041555836566,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177315124475374,0,0,0,0.123262063224381,0,0,0,0,0,0,0,0,0,0.00432142070298657,0,0,0,0.156550845447865,0,0,0.0247433139293674,0,0,0,0.00260032919061718,0,0,0,-0.0404635844213814,0.0258286348660003,0,0,0,0,0,0
X601898.SH,0.093067698127825,0.282477409653885,0,0,0,0,0.085866060000494,0.0394866864639486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104693419898193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122650603601888,0,0.0198001167515739,0,0,0,0,0,0,0,0,0,0,0,0,0.00466369888080734,0,0,0,0,-0.00130821657321429,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882415107798688,0.00866280086852598,0,0,0.0138716633073619,0.129193827881851,0,0,-0.0751893892508192,0,0,0,0,0,0,0,0,0,0,0,0.176850692101818,0,0,0,0,0,0.0763530474675021,0,-0.0589337001186343,0,0,0,0,0,0,0,0,0,0,0.174655179664261,0,0.00493537809891065,0,0
X600019.SH,0.161716100435478,0,0,0,0,0,0,0,0.164526154149481,0,0,0,0,0,0,0,0,0,0,0.0796958503421784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15680802808676,0,0,0,0,0.135209797553349,0,0,0.048810706463148,0,0,0,0,0,0,0,0,0.0020498142496243,0,0,0,-0.0214471778445977,0,0
X600188.SH,0,0,0,0.198594253305,0.234832895409927,0,0,0,0,0,0,0,0,0,0,0,0.0936994731825003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112450601182448,0,0,0,0,0,0,0,0,0,0,0,0,0.0615340386311675,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461743937280727,0,0
X601600.SH,0,0,0,0,0,0.0549900332060166,0.0480128609968358,0,0,0,0,0,0,0,0,0,0,0.629266025620338,-0.0981887087900687,0,0,0,0,0,0,0,0,0,0.164391408413539,0.273944803439093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0049946982809276,-0.00285888712732772,0,0,0,-0.0883520703637614,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592402199793255,0,0.0954715666669154,0,0,0,0,0,0,0,0,0,0,0.0565783806515847,0,0,0,0,0,0.331015089407584,0,0.156277529723939,0,0,0,0,0,0,0,0,0,0.012619326964322,0,0,0,0,0,0
X600886.SH,0,0.094529945238836,0,0,0,0.0368810945622397,0,0,0,0,0,0,0,-0.0223031101808383,-0.159726585675916,0.476735182681283,0,0,0,0,0,0,0,0,0,0,-0.0420509454530329,0,-0.0540493085704409,-0.00406333318754572,0,0,0,0,0,0.0714557114434195,0,0,-0.0647395304361797,0,-0.0122807947818073,0,0,-0.062163265663163,0,0.19985667941861,0,0,0,0,0,0,-0.0112827356992233,0,0,0,-0.0320756811806315,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0221214871139719,0,0,0,0,0,0,0,0,0,0,-0.0389191956878436,0,0.570132456506204,0,0.00799414325489408,0,0,0.0935766626535806,0,0,0,0,0,-0.0426946760921327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121666765393784,0,0.00281845621776371,0,0,0,-0.0121120792091109,0,0
X600011.SH,0,0,0,0,0,0,0,0.0491756968938473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330293613515228,0,0,0,0,0,0,0,0.0561326276642018,0,0,0,0,0,0,0,-0.00141323396635684,-0.0149792121744626,0,0,0,-0.0414631410699962,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0878068043586697,0,0,0.0270188398421924,0,0.168733464220259,0,0.188668280161421,0,0.00670558956938472,0,0,0,0,-0.0562711737996265,0.0711114306442513,0,0,0,0,0.133697070671427,0,0,0.0610150791147419,0,0,0,0.113816324671348,0,0,0,0,0.057409332584281,0,0,0,0,0,0,0,0,0.00400248675838313,0,0,0,-0.0304099570298935,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367499441798313,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277241239807826,0,0,0,0,0,0,0,-0.0210618054680484,0.0148729273321097,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.418580421954225,0,0,0,0,0,0,0,0,0.0113541592471275,0,0,0,0.0180042241273809,0.118932281191714,0,0,0,0.112949808865889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643453928105001,0,0.129819522788966,0,0,0,0,0,0,0,0,0,0,-0.0175353221892511,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174553986660023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170174138260513,0,0.0599395381147348,0,0,0,0.254679921279088,0,0,0.0280486264904736,0,0.188022084480917,0,0,0,0,0,0,0,-0.00355500754227452,0,0,0,0,0.0130536927457563,0,0
X600362.SH,0,0,0,0.187096640924955,0,0,0.058618623744306,0,0.182590221755427,0,0,0,0,0,0,0,0,0,0.0415847659148985,0,0,0.0132147451208446,0.0780313882064499,0,0,0,0.040342147235329,0,0,0,0,0,0,0,0,0,0.243176233989605,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.0167280316262515,0.0110092497235821,0,0,0,0,0,0
