,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X600585.SH,X002460.SZ,X601898.SH,X600011.SH,X000792.SZ,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X600795.SH,X600547.SH,X000877.SZ,X601600.SH,X601991.SH,X600027.SH,X002271.SZ,X600426.SH,X600803.SH,X000983.SZ,X600362.SH,X600176.SH,X601699.SH,X600348.SH,X000408.SZ,X000629.SZ,X600096.SH,X000723.SZ,X600985.SH,X000786.SZ,X600219.SH,X600160.SH,X600995.SH,X600378.SH,X600157.SH,X600141.SH,X600489.SH,X002080.SZ,X300073.SZ,X600688.SH,X000933.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.057978803027268,0,0,0,-0.00480912530954836,0,0,0,0,0,0,0,0,0.0758959586535495,0,0,0,0,0,0.0753548231196468,0,0,0.124636710185841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160158919242957,0,0,0,0.0238754909537193,0,0,0,0,0,0
X601088.SH,0,0,0,0.140277108214626,0.360601953973942,0.0698182032700767,0,0,0.0604795829740555,0,0,0,-0.0531551622789962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208913887204157,0,0,0,0,0,-0.128519735778178,0,0,0,0,0,0.00546821096812552,0,0,0,0,0,0,0,0,0,0,0,0,-0.013202155412378,0,0,0,0,0,0
X600028.SH,0.154478693463789,0,0,0,0,0,0,0,0.031681622895008,0,0,0,0,0,0,0.00236159419892146,0,0,0,0,0,0.0938415606144758,0,0,0,0,0,0.0637324433652288,0,0,0,0,0.0171677190729106,0.0209657907323391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496543303451437,0.00874206641908523,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669366886590316,0,0.048754779510581,0,0,0,0.0515659788363205,0,-0.0571855223589478,0,-0.0228735192556998,0,0,0.0649589650391254,0.181386084565966,0,0.0888943679186726,0.0188148100483928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.581778328372537,0,0,0,0,0,0,0.103141559958025,0,0,0,0,0,0,0,0,0,0,0,-0.00608734824280652,0,0,0.0723776706536684,0,0,0,0.0928174259905753,0,-0.190633556899651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114191727341113,0,0,0,-0.0118361550179975,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.805856894451405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0377936830676416,0,0,0.116939699085401,0,0,0,0,0,0.292021111497061,-0.0457177770769798,0,0,0,0,0,0,0,0,0,0.0800065624060304,0,0.101033459350519,0,0,-0.105828802100992,0,0,-2.16840434497101e-19,0,0,0,0,-0.0974154149960815,0,0
X600585.SH,0,0,0,0,0.0173594437018087,-0.0438829143476934,0,0,0,0.115419762523068,0,0,-0.0105186758183405,0,0,0,0,0,0.0396424848077019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648100071369638,0.00885042886661238,0,0,0.292821878252712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129360577959072,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.395288987641003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0858698249500255,0,0,0,0,0.0261612675645108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111598091779228,0,0.0394964598120086,0.0907083223890526,0,0.0760678843700689,-0.0672360339544417,0,0,0,0,0,0
X601898.SH,0.116726531520759,0,0,0,0.0322329388964059,0.0693250625711257,0,0,0,0,0,0,0.000162707735677208,0,0,0,0,0,0,0,0,0.0898662750405015,0,0,-0.0239340602686938,0,0.123063159016039,0.38336860313767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274272087721437,0.139068425434222,0,0,0,0,0,0.0562353178384718,0,0,0,-0.0284770648506657,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162330305779318,0,0,0,0,0.377414498744521,0,0,0,0,0,0.141971920679722,-0.0687947827530966,0,0,0.0127588893580214,0,0,0,0,0,0,-0.0697361063571667,0,0.371893866122906,0,0,0,0,0,-0.0230328871002827,-0.0554144627065303,0,0.0295373189785009,-0.0393056998862839,0,0,0,0,0,0
