,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X600362.SH,X600309.SH,X600660.SH,X601991.SH,X600188.SH,X601992.SH,X600886.SH,X600157.SH,X600027.SH,X600111.SH,X600339.SH,X600489.SH,X002466.SZ,X000898.SZ,X000709.SZ,X600299.SH,X000959.SZ,X601158.SH,X000792.SZ,X000408.SZ,X600583.SH,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X002460.SZ,X000983.SZ,X000539.SZ,X002092.SZ,X000825.SZ,X000723.SZ,X000027.SZ,X600578.SH,X601699.SH,X600098.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.238507211609146,0,0,0.0929063684535327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158350541344078,0,0,0,0,0,0,0,0,0,0,0,-0.0279490089206668,0,0,0,0.0142402832764524,0,0,0,0,0.0473382048959118,0,0,-0.00448034339354418,-0.000833903246605729,0,0,0,0,0,0
X600028.SH,0.0617680497426549,0,0,0,0.0133621985543849,0,0,0,0.0734272474732799,0,0.222189055196203,0,0,0.0383184640433751,0,0,0,0,0.0358889295825478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234832472764661,0,0,0,0,0.0217752191538286,0,0,0,0.0145318046841999,0,0,0.000489054436296842,0.00874020714359021,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.120323448017594,0,0.0286191669143295,0,0,0,0,0,0,0,0,0,0.0537263231945873,0,0,0,0,0,0.0132022693076872,0,0,0.151964839702767,0,0,0,0,0,0,0.000139787445456942,0,0,0,0,0,0.0697916196295824,0,0,0,0,0,0,0.0789650226576261,0,0,0,-0.00195463868481117,0,0,0,0,0,0,0
X600019.SH,0,0,0.157864747964624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247783519262926,0,0,0,0,0,-0.0236182995548784,0,0,0,0,0,-0.014579247885161,0,0,-0.0572223328431892,0,0,0,0,0,0.0150858786230797,0,0.14373220368362,0.00129180191017856,-0.0117990497470507,0.268774339964139,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.304332589347813,0,0,0,0,0,0,-0.00533825408399986,0,0.194387502721311,0,0,0,0,0,0,0,0.0586873955083926,0,0,-0.10822301714052,0,0,-0.0846490172530596,0,0,0,0,0,0.0018599447614835,0,0,0,0,-0.154724412994695,0,0,0,0,0,-4.33680868994202e-19,-0.00658543892011852,0.00475503107549807,0,0,0,0,0,0
X600011.SH,0,0,0.162034150716499,0,0,0,0,0,0,0,0,-0.246693911464762,0,0,0.0712972847477657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00859625849371775,0,0,0.00411211162285089,0,0.0593313796884077,0,0,0,0,0,-0.0167297563770077,0.0566317110256066,-0.0217614839641281,0,0,0,0,0,0
X600010.SH,0,0,-0.0105986684680814,0.0933236305140784,0,0,0,0,-0.00860657259591617,0.0709931228466764,0,0,0,0.0493734906527662,0,0.0235483822081566,0,0,0,0,0,0,0,0,0,0,0.166079900735949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078115810836398,0,0,0,0,0,0.0476077104637901,0,0,-0.00422347645891732,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103486586602686,0,0,0,0,0,0,0,0,0,0.0831828457564997,0,0,0,0,0,0.0123703956266425,0,0,0,0.263897044062177,0,0,0,0,0,0.154075014421751,0,0,0,0,0,0,0,0,0,0,-0.00256135745789556,-0.00128611046203813,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205845802185384,0,0.0450339067298688,0,0,0,0,0.0175786357654223,0,0,0,0,0,0.0332108274700649,0,0,0.231033514573073,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174682671007596,0.0697529074389307,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0091495707912541,0,0,0,0,0,0,0,0,0.113068044042622,0,0,0,0.0702828437244253,0,0,0,0,0,-0.0150885008663917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616860391562226,-0.0408611902006805,0,0,0,-0.051007211001237,-0.0100467843585746,0,0,0,0,0,0,1.0842021724855e-19,-0.00579988229896636,0,0,0,0,0,0
