,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X601898.SH,X600688.SH,X601991.SH,X600795.SH,X600547.SH,X600309.SH,X601600.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X000709.SZ,X600027.SH,X600339.SH,X002466.SZ,X600157.SH,X600111.SH,X600008.SH,X000959.SZ,X000898.SZ,X601158.SH,X600489.SH,X600299.SH,X002460.SZ,X600352.SH,X000883.SZ,X600219.SH,X000408.SZ,X600160.SH,X000630.SZ,X600578.SH,X000539.SZ,X000723.SZ,X600583.SH,X002271.SZ,X600176.SH,X600021.SH,X000792.SZ,X000786.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.265221074050965,0.0443565992366695,0.00699572611246029,0,0,0,0.0458694886116457,0,0,0,0,0,0,0,0.135412150108942,0,0,0,0,0,0,-0.0104378690188251,0,0,0,0,0,0,0,0,0,-0.0275328858068795,0,0,0,0,0,0,0,0,0,0,0,0,0.0510000544396488,0,0,0,0,-0.0140368989544313,0.0042949931689425,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0826732202753624,0,0.0218638803088286,0.0983909897838542,0,0,0,0,0,0.0139765651436792,0,0,0,0,0.0705788415214979,0,0,-0.0488449852665473,0,0,0,0,0,0.030059654096215,0,0,0,-0.0546155464754106,0.0202974861465454,0,0,0,0,0,0,0,0,0,0,0,0.041066858791376,0,0,0,0,-0.00364624684169252,0.00310944571477542,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0223424970140691,0,6.93889390390723e-18,0,0,0,0,0.0162584468943923,0,0,0,0.0180249713663106,0,0,0,0.00541554372470796,0,0,0,0,4.33680868994202e-19,0.102111256164541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00950591278958529,0,0.189305161338989,0,0.00941429015846773,0,0,0.00295549037494514,-0.00306302449296692,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0066993394105798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243655837888068,-0.00167466833206719,-0.0366123311309963,0.503350414463413,0,-3.46944695195361e-18,0,0,0,0,0,0.136456835684024,0,0,0.0729843797415979,0,0,0,0,0,0,0,0,0,0,0.00725034847745778,-0.0242399260510636,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0226379477216256,0,0,0,0.0492571488918066,0,0,0,0,0,0,0,0,0.0201001145600019,0.282077399000325,0.0877446793062342,0,0,0,0.0349576913173441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394900814994081,0,0,0,0.0562956747078217,0,0,0.0191813567372845,-0.012051831303932,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0261565823451656,0,0,0.019509879046289,0,0,0,0,0,0,0,0,0,0.000173924905746971,0,0,0,0,0,0.128998711729044,0,0,0,0,0.166464171651971,0,0,0,0,0,0,0,0,0,0,-0.0665042805235172,0,0,0,0.0303648548900856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0153640251611205,0.0198479502447237,0,0,0,0,0,0,0.122663779018783,0,0,0,0,0,0,0,0,0,0,0.110672643274147,0,0.212915515234894,0,0,0,0,0,0,0,0,0,0,-0.0517934154473148,0,0,0,0,0,0,0,0,0.200531376467524,0,0.00367547483646465,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555489796579563,0,0,-0.108301572845069,0,0,0.260478129497473,0.287563380227056,0,0,0,0,0,0,0,0,0,0.0586934644411662,0,0,0,0,0,0,0,0,0,0.216947336886186,0,0,0.0460892995107368,-0.0182771634813768,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.726241520811337,-0.0587010684363916,0,-0.0618368771568027,0,0,0,0,0,0,0.121294333675998,0,0,0,0,0,0,0,0,0,0,0,0.220621072841434,0,0,0,0,0,-0.239122315990943,0,0,0,0,0,0,0,0.21877584587592,0,0,0.240605173660675,0,-0.160849241609004,0,0,0,0,0.122779855545069,0.0045249077192321,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489306234905515,0,0,0.124968552513043,0,0.0796190372341609,0,0,0.0920652001450137,0.0884915290432589,0,0,0.00231274000584158,0,0,0,0,0,0.011770638445088,0,0,0,0,0,0,0,0,0,0.209714023591563,0,0,0,0,0,0,0,-0.00573869760841032,0.00882629365279819,0,0,0,0,0,0
X600688.SH,0.107795340288852,0.20179335592437,0,0,0,0,0,0.0258209408427909,0,0,0,-0.0475044432746912,0,0,0,0,0,0.0257172456637595,0,0,0,0,0.024297766389801,0,0,0,0,0,0,0,0.00742733221674641,0,-0.0555342002568227,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00383057075794644,0,0,0,0.0028143096967961,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,-0.0855742551464218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13575953944817,0,0,0,0.0609276787628236,0,0,0,0.139062457557534,0,0,0,0,0,0,0.153093243626185,0,0.0162800037760445,0,0,0,0,0,0,0,0.0457836577287608,0,0,0.0452464297588436,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.0479793094988497,0,0,0.0294795976567004,0,0,0,0,0,0.0468307101904926,0.0415555100070012,0,-0.0398982543536173,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357968388856168,0,0,0.023999593487434,0.12120393574029,0,0,0,0,0,0,0,0,0,0.000234938924316279,0.00415484391177263,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.00923423101312797,0,0,0,-0.0829249234859591,0,0,0,0,0,0.0574403333125656,0,0,0,0,-0.00221571847916045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163289616306112,0,0,0,0,0,0,0.0271435880432355,-0.0390069909136143,0,0,0,0,0,0
X600309.SH,0,0,0,-0.36771365172202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169398096018244,0.113423046239197,0,0,0,0,0,0,0,0,0,0,0,-0.180361089445844,0,0,0,0,0,0,0.0378586872864008,0,0,0,0,0.204022149534753,0,0.134541652069203,0.0601708092054027,0,0,0,0.0473015480251941,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.091412261666855,0,0.0763345160347022,0,0,0,0.0489858471088092,0,0,0,0,0,0.379365130744193,0,0,0,0.205999730441495,0.122990323485429,0,0,0,0,0,0,0,0,0,-0.0396983308434945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0051021432840221,0.0257124599487701,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.157347772189672,0,0,0.0465296852938736,0,0,0,0,0,0,0.0776373282801129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958313075524179,0,0,0.0830292060383393,0.0715336237544564,0,0,0,0,0,0.0330068988712135,-0.00764482803072827,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,-0.197527256966006,0,0,0,0.0805030465933019,0,0,0,0.0395307776736028,0,0,0,0.148115406319883,0,0,0,0,0.257667172822224,0,0,0,0,0,0,0,0,0,0.0662549623927525,0,0,0,0,0,0,0,0,0,0,0,-0.0218646661382089,0,0,0,0,0,0,0
