,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600010.SH,X600362.SH,X600795.SH,X600188.SH,X600111.SH,X600886.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X000898.SZ,X600583.SH,X601158.SH,X000792.SZ,X000709.SZ,X000883.SZ,X600489.SH,X002353.SZ,X000539.SZ,X600547.SH,X000630.SZ,X000825.SZ,X000629.SZ,X000027.SZ,X600660.SH,X601699.SH,X000831.SZ,X600352.SH,X600315.SH,X600578.SH,X000983.SZ,X600808.SH,X000937.SZ,X000959.SZ,X600549.SH,X002470.SZ,X600863.SH,X600008.SH,X000878.SZ,X600307.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.438795920388236,0,0,0,0.0459089587848325,0,0,0,0,0,0,0.0139956523775864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000984397544510386,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0119937033838504,0,0,0,0,0,0,0,0,-0.0119447506054417,0,0,0,0,0,0,0
X600028.SH,0.606524338618873,0,0,0,0,0,0,0,0,0,0,0,0.0893412845460124,0,0,0,0,0.18806227269059,0,0,0,0,0,0,0,0,0.0399557256807091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175877546089208,-1.0842021724855e-19,0,0,0,-0.00203140303519497,0,0
X601088.SH,0,0,0,0,0,0,0.184246410965064,0,0,0,0,0,0.0962061265126735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436190872918507,0,0,0.00539621472215528,0.195393735374145,0,0,0,0,0,0,0.12507924378757,0,0,0,0,-0.0118477704600874,0.0006577765998732,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.222008028059967,0,0,0,0.0621860244693256,0,0,0.0106724165041662,0,0.0719311317714697,0.324415069377559,0,0,0,0,0,0,0,0,-0.000996607331301969,0,0,0,0,0,-0.0447949421625992,0,0.161332726399059,0,0,0.0123343074408966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132968359643869,-0.0301970942498417,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,8.67361737988404e-19,0,0,0.172473847361104,0.129633501113638,0,0,0,0,0,0,0,0,0.0203845932337705,0,0,0,0,0,0,0.0292277255704807,0,0,0,0,0,0.0411736517518678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242578592704007,0,0,0,0,0,0,0
X600019.SH,0,0,0.0392587211588744,0.164008474746168,0,0,0,0,0,0,0,0,0.100808374541191,0,0,0,0,0,0,0.0781487446564035,0,0,0,0.338493997077494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122289062576184,0.00637352260510714,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.32831580908571,0.0590035728349891,0,0,0.0924591866488886,0,0,0,0,0,0.0939175982785527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201210097676727,0.0638424109477793,0,0,0,0.0104874937302304,0,0,0,0,0,0,0,0,0,0,0,-0.0104604399542509,-0.0187952097368041,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0491791964229862,0,0,0,0,0,0,0.11576417167881,0,0,0.0125694163626805,0.0185684201946596,0,0,0,0,0,0,0,0,0,0,0.0280284394364741,0.129814675278867,0,0,0,0,0,0,0.0981642483261869,0,0,0,0,0,0,0,0.0592512278944601,0,0,0,0,0.00269324057418297,-0.0198354415410107,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0416582122290032,0,0,0,0.369091330839424,0,0,0,0,0,0,0,0,0.0760128160995647,0,0,0,0.0597602180685071,0,0,0,0,0,0,0,0.0587736693142807,0,0,0,0,0,0,0.00151436073368816,0,0,0,0,0,0,0,0,0,0,0.135455163009972,0,0.000309576299615846,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053480519198257,0,0,0.0446094542627778,0.143100969170588,0,0,0,0.118398837408434,0,0,0,0,0,0,0,0,0,0,0.237077165452585,0,0.114161821420364,0,0,0,0.073650729288885,0,0,0,0,0,0,0.0211901378670897,0,0,0,0.0156915725907861,-1.0842021724855e-19,0,0,0,0,0,0
