,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X600188.SH,X002460.SZ,X600585.SH,X000792.SZ,X600019.SH,X000301.SZ,X601898.SH,X600111.SH,X600011.SH,X600660.SH,X600010.SH,X002271.SZ,X000708.SZ,X000877.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X000629.SZ,X600426.SH,X600176.SH,X600362.SH,X000408.SZ,X601991.SH,X600348.SH,X600803.SH,X000786.SZ,X000723.SZ,X300073.SZ,X002080.SZ,X000983.SZ,X600096.SH,X600160.SH,X600027.SH,X600219.SH,X600141.SH,X601699.SH,X600378.SH,X600157.SH,X600549.SH,X600801.SH,X002407.SZ,X002353.SZ,X600295.SH,X600399.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.000754932318385111,0,0.0454105274484461,0,0,0,0,0,0,0.0580523411274426,-0.010023689504538,0,0,0,0,0,0,0.0818554650733673,0,0,0,0,0,0,0,0,0.0636392459149268,0,-0.125856009601476,0,0,0,0.179073342012559,0,0,0,0,0,0,0.0352035288591114,0.0863342871013045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.122696543400655,0.0709956318210754,0,0,0,0,0,0.190899937326839,0,0.064278336953875,0,0,0,0,0,0,0,0,0,-0.0590323698667172,0,0,0,0,0,0.0262717537438181,0,0,0,0,0,0,0,0,0,0,0,0.23787403907487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0915676760566189,0,0,0.0188107628370573,0,0,0,0,0,0,0,0,0,0,0,0,0.00127022776908518,0,0,0,0.020039746147767,0,0,0.0251870233573713,0,0,0,0,0,0,0,0,0,-0.00390096962115962,0,0.0328323205170165,0,0,0,0.0208309885363433,0,0,0,0.0665795953428482,0,0,0,0,0.0115006213005283,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0.0813754929442091,0,0,0,0,0,0,0,0,-0.0545431512117916,0.0412374477161227,0,0.00696723917604034,0,0,0,0,0.0986460590530204,0,0,0,0,0,0,0,0,0,0,0.0117385053839381,0,0,0,0,0,0,0,0,0,0,0,0.0492073152876646,0,0,0,0,0,0.0296537343451089,0.076578737417192,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.664827014933331,0,0,0,0,0,0,0.00839480006427524,0,0.109074610908608,0,0,0,0,0,0,0.0318656975302666,-0.245965407429508,0,0,0,0,0,-0.0282233803455084,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.134407319980254,0,0,0,0,0,0.0481082144355309,0,0,0,0,0,0,0,0,0,0.0322187388795672,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.355599581203675,0,0,0,0,0,0,0,0,0,0,0,0.0114683653952222,0,0,0,0,0,0.0258624993783363,0,0,0,0,0,0.164692038630951,0,0,0,0,0,0.248757418721629,0,0,0,0,0,0.0366547770270091,0,-0.0270360796969371,0,0,-0.0225819141027107,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.13060366582875,0,0,0,0,0,0,0,0.0516374894275362,0,0,0.189947868380617,0,0,0,0,0.0855422181337149,0,0,0,0,0,0,0,0,0,0,0,0.0424447021677263,0.0936272808630691,0.0300600818309087,0,0,0.069708088775641,0,0,0,0.0926311559774762,0,0,0,0,0.0922555463353642,0,0,-0.00733279223611815,0,0,0,0,0,0,0.0656199402331983,0,0
X600585.SH,0,0,0,0,0,0.0448369415096562,0,0,0,0,0,0,0,0,0,0,0.0968092780945666,0,0,0,0,0,0,0.0214011262118317,0,0,0,0,0,0.0196705850624725,0,0.0955676396890929,0.107385546650149,0,0,0,0,0,0,0,0,0,0,0,0,0.296280707090115,0,0,0,-0.0276845888906002,0,0,-0.00935120839140776,0,0,0,-0.0101062902890241,0,0
X000792.SZ,0,0,0,0,0.293184117475891,0,0,0,0,0,0,0,0,0.0811190043381266,0,0.0466702590653882,0,0,0,0,0.0372714587834513,0,0,0.068155393804064,0,0,0,0,0,0.107508127166691,0,0,0,0,0.0417242171911656,0,0,0,0,0.215845737722159,0,0,0,0,0,0,0,0,0,0,0,-0.0413133006059385,0,0,0,0,-0.0429240741869792,0,0
X600019.SH,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.100322301931796,0,0.00773363060111527,0,0,0,0,0.0318644190211625,0,0,0,0,0,0,0,0,0,0,0.138761026541238,0,0,0,0.0675949016513464,0,0,0,0.0950162996850697,0,0,0,0,0,0,0,0,0.0152687830144304,0,0,0.0443116232590876,0,0,0,0,0.0092160642569546,0,0
X000301.SZ,0,0,0,-0.00777777685458985,0,0,0.0573137203172172,0,0,0,0,0,0.0789039376292626,0,0,0.103093126175254,0,0,0,0,0,0,0,0,0,0,0,0.357482851493119,0,0,0,-0.0442232010222531,0,-0.0869842360611847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0622930755153649,0,0,0,0,0.0232813324591319,0,0
X601898.SH,0,0,0,0,0,0.336701420412348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215737431171068,0.0866750161568697,0,0,0,0,0,0,0,0,0,0,0.0444123581859915,0,-0.0303982017660663,0,0,0,0,0,0,0.0413218938281537,0,0
X600111.SH,0,-0.0552234454322332,0,0,0,0,0.206427300799313,0,0,0,0,-0.0956451652583677,0,0,0,0,0,0,0,0,0,0,0,0,0.156084843062746,0,0,0.0869763945540403,0,0,0,0,0.00636810697854635,0,0,0,0,0.157818517095259,0,0,0,0,0.164750501744391,0,0.208382890671475,0,0,0,0,0,0,0.0417832653110801,0,0,0,0,0.0630186086663523,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0405998285027282,0,-0.203778050598054,0,0,0,0,0.150162099449199,0,0,0,0,0,0,0,0.00804585935322545,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347891028099107,0,0.81267859012396,0,0,0,-0.0210962275460336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100473575597062,0,0,0,0,0,0.0602906852374084,0,0,0,0,0,0.140784709670942,0,0,0,0.0687358788643373,0,0,0,0,0,0,0,0,0,0,0,0,0.068255981361084,0,0,0.14111348785568,0,-0.0357384916876507,-0.0602903692461232,0,0,0,-0.010751828681313,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00785159581207371,0,0.255884655580756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455596793740822,0,0,0.140030276012561,0,0.0422018399983202,0,-0.0250838801027728,0,-0.0151612329558127,0,0,0,0,0,0.323155299314264,0,-0.158485132533469,0,0,0,0,0,-0.0313507886165165,0,0,0,0.036795206388188,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0510465932084375,0,0,0,0,0,0,0,0,0,0,0,-0.0248904824536411,0,0,0,0,0,0.101389570970546,0,0.871536357040295,0,-0.123826141541177,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0417492547393951,0,0,0,0,0,0,0,0.00460631158407196,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.00414375295282852,0,0,0,0,-0.000710277401079384,0,0,0,0,0,0,-0.03000720343642,0,0.13219827011647,0,0,0,0,0,0,0,0,0,0,0,0,0.111183534142431,2.16840434497101e-19,0,0,0,0.0143287514908374,0.011594358768266,0,0,0,0,0,0.107091502880827,0,0.0541121791494757,0,0,0,0,0.0652279788203114,0,0
X000877.SZ,0,0,0,0.0121789603216324,0,0,0,0,0,0.00568768975043433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012305000952882,0.109221541166768,0,0,0,0,0,0,0.247723006021,0,0,0,0,0,0,0,0,0,0,0.00435007089521975,0,0,0,-0.0452484525694886,0,0.0563170309958649,0,0,0.0495741117522899,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0196218499073006,0,0,0,0,0,0,0,0.241160019078775,0,0,-0.00847123937774523,0,0,0,0,0,0,0.0581688268269827,0,0,0,0,0,-0.0343762670351801,0,0,0.0223062235942001,0,0,0.0899801311086811,0,0,0,0,0,0.0230844443470073,0,0,1.0842021724855e-19,0,0,0,0,-0.0263493159460108,0,0
X601600.SH,0,0,0,0,0,0,0.0608250694820673,0,0.0887089805470372,0,0,0,0.0860282875779994,0.02516163567217,0,0.123107406653878,0,0,0,0,0,0,0,0,0.0652789540062912,0,0.110559781875491,0,0,0,0,0,0,0,0,0.0480027317814843,0,0,0,0.122176563753893,0,0,0,0,0,0,0,0,0.134095609330582,0,0,0,-0.019867343204759,0,0,0,-0.0235612090273147,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.212036658049463,0,-0.0184388026718555,0,0,0.147113905049897,0,0,0.0320398797749132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341893782428826,0,0,0,0,0,0,0,0,0,-0.0131956493003454,0,0,0,0,0,0,0.0501101435739404,-0.0337587787867584,0,0,0,0,0,0
X600795.SH,0,-3.46944695195361e-18,0,0,0.0586184757980128,0.125489212397075,0,0,0.0999918057093353,0,0,0.0439162400620369,0,0.294354637326214,0,0,0,-0.161138182827394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721432493985679,0,0.100033023649127,0,0,0,0,0,-0.151064451547583,0,0,0,-0.143414675663352,-0.00763193131982253,0,0.0541977557887416,0,0,0,0,0.0326578325555402,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0609882767444043,0,0.0235995439500394,0,0,0,0,0,0,0,0,0,0,0.030714559403564,0,0.436637367652119,0,0.185445828886978,0,0,0,0,0.209212758015092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154006179207858,0,0,0,0.00507710021491409,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0583798511472076,0,0,0,0,0.161744629280674,0,0,0.133761208166202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145047172626211,0,0,0.0445064417761097,0,0,0,0,0,0,0,0,0,0.105978738635011,0,0.00854965807102501,0,0,0,0,-0.0186465483985858,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0.170098700857659,0,0,0,0.0772255158540357,0,0,0,0,0,0,0,-0.0238160420179454,0,0,0,0,0,0,0,0.238872264238392,0,0,0,0,0.00262836065321185,0,0,0,0,0,0.0490436415800924,0,0,0,0.0908655584230427,0,0,0,0,-0.0295076754529142,-0.0163599028071468,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0142960994184238,0,0,0,0,0,0,0,0.0643944449353077,0,0,0,0,0,0,0.0626967281136075,0,0.0850959190597528,0,0,0,0,0.0161281876170152,0,0.0179417804879551,0,0,0.299347716170241,0,0,0,0,0,0,0,0,0.0334158971957397,0,0,0.0104663489956309,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0.269447457190558,0,0,0,0.247949670912909,0,0,0,0.0242172840770988,-0.116735523939417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00885410747451931,0.206683105326537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00465213288048088,0,0,0,0,0.0347817972555839,0,0
X601991.SH,0,0,0,0,0,0,-0.0569126234179598,0,0,0,0,0,0,0,0,0,0.0314876443969797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721457963388508,0,0,0,0,0.0872628424709278,0,0.429322687061998,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172098108567327,0,0,0,0,0.0375266712603289,0,0
X600348.SH,0,0,0,0,-0.20888341508891,0.0118054398491371,0,0,0,-0.142664276174325,0.0336473681879291,0,-0.0112064065904972,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0275971369893775,0,0,0,0,0,0,0,0,0,-0.133482553583359,0,0,0,0.611049182639328,0,0,0,0.673099446935083,-0.116055416916245,0,0.193189037996767,0,0,0,0,0,0,0.0135380133942781,0,0,0,0,0.0481544475291543,0,0
X600803.SH,0.0884756364260615,0,0,0,0,0.0556121254691028,0,0,0,0,0,0.00717886825788269,0.142963936550839,0,0,0,0,0,0,0.130719240590152,0,0,0,-0.018269512520897,0,0,0,-0.0249519959650128,0,0.0326533347316408,0,0.00825685513484067,0,0,0.0246883338009337,0.0435789253918217,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0112032063428632,0,0,0,0,0.0063617572982778,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00694594065275711,0,0.057150041445233,0,0,0.442074413193938,0,0,0,0,0,0,0.0972762836324815,0,0.297386943081831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440002511827946,0,0,0,-0.0315392056750506,-0.00644871933155475,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0.00790353294656313,0,0.125756043445526,0,0,0.0933156678081427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556376775950145,0.12725169605282,0,0,0,0,0,0,0.132602810697154,0,0.0682397629577198,0,0,0,0,0,0,0,0,0,0.0111742600196801,0,0
X300073.SZ,0,0,0,0,0,0,0.116125231963281,0,0,0,0,0,0,0.102473998322524,0,0,0,0,0,0,0,0,0,0.164235080367199,0,0,0,0.0509650612042557,0,0,0,0,0,0,0,0,0.0225878936580817,0.074793161686175,0,0,0,0,0,0,0,0,0,0,0,0.0994247225902653,0,-0.0761269922986808,0.0331734657119568,0,0,0,0.0204583844569394,0,0
X002080.SZ,0,0,0,0,0,0,0.148116149179961,0,0,0,0.0340532867838003,0,0,0,0.0815282234358721,0,0,0.029952063516125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228362145222621,0,0,0,0,0,0,0,0,0,0,0,0,0.0966864918814613,0,0,0.0578840441821142,0,0,0.10549425008637,0,0,0,0.0289076751211,0,0
