,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600688.SH,X600188.SH,X601991.SH,X002466.SZ,X600362.SH,X601600.SH,X600795.SH,X600886.SH,X600547.SH,X300072.SZ,X600027.SH,X002460.SZ,X600111.SH,X600516.SH,X000898.SZ,X600352.SH,X000553.SZ,X000825.SZ,X601992.SH,X600176.SH,X600299.SH,X000786.SZ,X000709.SZ,X000408.SZ,X000792.SZ,X000883.SZ,X600426.SH,X600808.SH,X601158.SH,X600315.SH,X000932.SZ,X601699.SH,X002110.SZ,X000830.SZ,X600219.SH,X600489.SH,X600339.SH,X002271.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0817411453114277,0,0,0,0,0,0,0,0,0,0.00862679838781105,0,0,0,0,0,0,0,0,0,0,0,0.0304684120191839,0,0.0953034106631865,0,0,0,0,0.0312014734329936,0,0,0,0.0193413881358217,0,0,0,0,0,0,0.122676726540952,0,0.045158022239672,0,0.0522542534604218,0,0,0.0255425508124482,0,0.0184989574499813,-0.0131268329735099,0,0,0,0,0,0
X600028.SH,0,0,0.307811509724047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0821021013981723,0,0,-0.0528722905397775,0,0,0,0,0.0824020891598802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549837690005612,0,0,0,0,0,0
X601088.SH,0,0.0739015920710685,0,0.0163105328219681,0,0,0,0,0,0,0,0.381632068811521,0,0.0764209261106773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00679092151164835,0,0.0788345711954489,0,0,0,0.0259764284619164,0,0,0.00573497271581604,-0.00179929245978569,0,0,0,0,0,0
X600585.SH,0,0,0.0942689136822884,0,0,0.0256556757443411,-0.0305940538660157,0,0,0,0,0,0,0,0,0,0,0,-0.0715507482903009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270925473954519,0,0,0,0.254453832340095,0,0,0,0,0,0,0.0395599515220104,0,0,-0.00307317654390537,0.0222098350537022,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.339435011954157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786288859829977,0,0,0,0,0,0,0,0.0533026629630888,0,0,0,0,0.0534756359009239,0,0,0,0,0,0,0,0,0.0666218042909535,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576912269823074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596209923896896,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0620527896763155,0,0,0,0,0,0,0.0411156099726023,0.171121781746102,0.0647293867936434,0,0.0256971303194549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549513228564985,0,0,0,0,0,0,0.019914821327392,0,0,0,0.0114115539158368,-0.0382033508820694,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.169633642700285,0.0916393688103396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127923898120159,0,0.0233049076202793,0,0,0.226009357294893,0,0,0,0.236478498531466,0,0.033102739706601,0,0,0.0208333909323523,0,0,0.0621707580499898,0,0,0.155120782397347,0,0.0254327480872812,-0.00800319983273455,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156106325038542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982396847564883,0,0,0,0,0,0,0.176890171056126,0,0,0,0,0,0,0,0,0,0,0.0784837872078672,0.0624583284344907,0,0,-0.00208175596783709,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0182921425176814,0,0,0,0.00684031457269538,0,0,0,0,0,0,0,0.0403317832035949,0,0,0,0,0.224749994305133,0.101554523387716,0,0,0,0,0,0,0,0,0,0,0,0.144240502488155,0.0593961446626676,0.0534041513758081,0,0,0,0,0,0,-0.003107616257447,0,0,0,0,0,0,0
