,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600623.SH,X600886.SH,X600111.SH,X600157.SH,X601992.SH,X600299.SH,X000792.SZ,X600660.SH,X601158.SH,X000709.SZ,X002466.SZ,X000898.SZ,X600309.SH,X000539.SZ,X600578.SH,X000883.SZ,X600583.SH,X000027.SZ,X600352.SH,X002075.SZ,X000630.SZ,X600547.SH,X600489.SH,X002470.SZ,X000629.SZ,X300072.SZ,X000959.SZ,X600160.SH,X600098.SH,X000983.SZ,X000012.SZ,X000723.SZ,X600176.SH,X601699.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.076365006786005,0,0.049586545046774,0,0,0,0,0.109584805517096,0,0,0,0,0.0713533551075044,0,0.0233129059084497,0,0,0,0,0.0472884316420152,0,0,0,0,0,0,0,0,0,0,0,0,0.0214688081996563,0,0,0,0,0,0.0429716192188367,0.0239742660631262,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.101621385368137,0,0.195612181892431,0,0,0,0,0.000529043812702135,0,0,0.0448220918088551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119789288878926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398850963229354,0.00789091388387468,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.356620606948421,0,0,0,0,0,0,0,0,0,0,0.10952099503301,0,0,0.00796681175915364,0,0,0,0,0,0,0,0,0,0,0,0.0120370000639154,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.00564644282999651,0.069224090435893,0,0.0485326940053906,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0227075514164002,0,0.121016036925115,0,0,0,0,0,0.0479197671382149,0,0,0,0,0,0,0,0.0176070669187358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00698866118486837,0,0,0.0308052740733793,0.0297454688030603,0,0.0485089560163376,0,0,0,0.170364740137229,0,0,0.0143884398532679,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0370560698601311,0,0,0,0,0,0.15642978897102,-3.46944695195361e-18,0,0,0.358146105288666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262978970858134,0.131572044519346,0,0,0.0545839828707839,0.0757540629540302,0,0,4.33680868994202e-19,0,0,0,0.127735393539407,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051172153970295,0,0,0,0,0,0,0.584914848452993,0,0,0,0,0,0,0.0564209251206826,0,0,0,0,0,0,0,0.0861000219453651,0,0,0,0,0.0968711340164441,0,0,0,0,0,-0.0336409682078076,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.27407915673153,0,0,0,0,0,0,0,0,0,0,0.166720090184017,0,0,0,0,0,0.0724388048916483,0,0,0,0,0,0,0,0.0279503423491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220568727394651,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0705286775579405,0.0854317893905254,0,0,0,0.00644034467960014,0,0,0.0533863391187782,0.059869584447309,0.0715854827820228,0,0.0439452880913205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054119670749768,0,0,0.00159728970679908,0.00414246181501275,0,0.188653452931067,0.1409117513074,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601545120246538,0,0,0,0,0,0.0625537461063499,0,0,0,0,0,0,0,0.00666092082359189,0,0,0,0,0,0,0.0598989297378223,0,0,0.0265972774532262,0.104552007636643,0,3.46944695195361e-18,0,0,0,0.278166638602274,0,0,-0.00631238970488831,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.312939636030806,0,0,0,0,0,0.0999047542240724,0,0,0,0,0,0,0,0,0,0.0113038935586561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027072104882792,0,0,0.0799808577733923,0.0703867361236691,0,0.0565444279280669,0,0,0,0,0,0,-0.0218492042865041,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0334392011150313,0,0,0,0,0,0,0.0171251865085285,0,0,0,0.287789259827883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116068712435223,0,0,0,0.0884334862279772,0,0,0.0826980329099991,0,0,0,0.143729396981452,0,0,0,0,0,-0.0103910708821029,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.152753725243419,0,0,0,0,0,0,0,0,0,0,0.0683632993956907,0,0,0,0.0133945758505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145059623436048,0,0,0.0634492651450027,0,0,0.0410109847931718,0.00423548917185351,0,0,0.249256824136756,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119410307079439,0,0,0,0,0,0,0,0.135147058015407,0,0,0,0,0,0,0,0,0,0,0,0,0.034678090949276,0,0,0.0193168794101108,0.0830851357596966,0,0.0783788472276043,0.016441499043638,0,0,0.216080095382859,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.022358871422573,0,0,0.406476028436791,0,0,0,0,0,0,0.206588751699418,0,0,0,0,0.118348400679029,0,0.0806187975328145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498432601989237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
