,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X002466.SZ,X600111.SH,X600176.SH,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X600352.SH,X600489.SH,X601158.SH,X000629.SZ,X600808.SH,X600219.SH,X600801.SH,X000825.SZ,X000883.SZ,X000786.SZ,X000539.SZ,X600612.SH,X000553.SZ,X000408.SZ,X300072.SZ,X600021.SH,X600583.SH,X000301.SZ,X002470.SZ,X000630.SZ,X002110.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.125541086369723,0,0,0,0,0,0,0,0.0795077845192434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945318417281319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163702041956738,0.0672295150457618,0,0,0.0737793923103722,0,0,-0.0182863750708507,0.0145512043760314,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237635632556904,0.100754411249305,0,0,0,0,0,0,0.0640203290652033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445938231937702,0,0.158010497662931,0.362110391349217,0,0,0,0,0,0.0227914404615602,0.0492914421740337,0,0,0,0,0,0
X601088.SH,0.265046003553387,0,0,0.176965055756141,0,0,0,0,0,0.177018275775726,0,0,0,0,0,0,0,0,0.132878755170862,0,0,0,0,0.106383945210189,0,0,0,0,0,0,0,0,0.0283882161935799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508213604082296,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,4.33680868994202e-19,0,0,0.0724209953485505,0,0,0,0,0,0,0.0106847327041895,0,0,0,0,0,-0.0797624642017379,0,0,0,0,0,0,0,0.0681609511524357,0,0,0,0,0,0.42121092728624,0,0,0,-3.46944695195361e-18,0,0,0.22932337937359,0,0.00696279056947447,0,0,0,0,0,0,0,-0.020123048342486,0.0412594375489547,0,-0.323418427579979,0,0,0,0
X600019.SH,0,0,0,0,0,0.0381391466933131,0.122175592418832,0,0,0,0,0,0,0,0,0,0,0,0,0.177561839806231,0.0821164459610891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134820276338833,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.191167639964356,0,0,0.0824734310632297,0,0,0,0,0,0,0,0,0,0,0.670375910405794,0,0,0,0,0,0,0,0,0,0,0,-0.216368841152757,0,0.00394470428647117,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306688280560309,0,0.0597035447239577,0,-0.0502264505602675,0,0,-0.0059723429764843,0,0,0,0,-0.0856511410566247,0,0
X600309.SH,0,0,0,0,0,0.395650144716881,0,0,0,0,0,0,0,0,0,0,0,0,0.348551435383053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191984291267112,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284786422284515,0.0717955295273087,0,0,0,0,0,0
X600010.SH,0,0.161037244827895,0,0,0,0,0,0,0,0.140440369456704,0,0,0,0,0,0,0,0,0,0,0.113671948681836,0,0,0,0.123970711742752,0,0,0,0,0,0,0,0,0.0282439044759466,0.00104334622894427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146696615235792,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100009426930948,0,0,0,0,0,0,0,0.0512388899796249,0,0,0.0416458845848288,0,0,0,0,0.580641554180857,0,0,0,0,0,0,0,0,0,0.0459229422109036,6.93889390390723e-18,0,0,0,0,0,0,0,0.0320792490115808,0,0,-0.00216645864896411,0,0,0,0,0,0,0
X601898.SH,0.122079895820313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793685825576006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129352568828136,0,0,0.288792203043034,0.0685508897442292,0,-0.0151703618805808,0.00850199017033355,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.131319399798697,0,0,0,0,0,0,0,0,0,0,0,0.11848170224735,0,0,0,0,0,0,0,0,0,0,0,0,0.0288502738698128,0,0,0,0,0,0.0303066221781104,0,0,0,0,0,0,0,0,0,0,-0.0214378573677992,0,0,0,0,0,0,0
X600688.SH,0,0.0238206137248664,0,0,0,0,0,0,0,0,0,0,0.292371942046669,0,0,0,0,0,0.0548917346413251,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.306738121309965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384405535895783,0,0,0.00726926726309344,0.0386729700286255,-0.00936584138983858,0.0256349074684228,0,0,0,0.0105547289331494,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0153049006111406,-0.157342799827668,0,0,0,0,0,0,0,0.230743709971416,0,0,0,0,0,0,0,0,0,0.464776139702087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133695398277831,0,0,0,0,0,0,0,0,-0.018539191363347,0.0901227621805151,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.041011833199077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230181339543074,0.108457240182073,0,0,0.14905574501978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168950149143706,0.0148509302957497,0,0.00687502574149882,0,0,0,0.0899427624180549,0,0,-0.0108872868634614,-0.0370713694965302,0,0,0,0,0,0
X600886.SH,0,0,0,0.0598210750708324,0,0.0429036573374126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942194150692104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271965640485278,0,0,0,0,0,0,0,0,0,0.0977633522621113,0,0,0,0.0200801764655877,0,0,-0.00075108652695426,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549139630704586,0,0,0,0,0,0,0.131173386539025,0.0607610119549998,0,0,0.0235620678174833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109949450608513,0,0.0264821100276501,0,0,0,0,0,-0.0207760064362679,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474985374958234,0,0,0,0,0,0,0.0762225285969102,0.0684851326599405,0,0,0.193783994624314,0,0,0.0455198651255513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716665776848623,0,0,0,0,0,-0.00150293821384983,-0.0324163850736919,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.530371802566156,0.0189843605496968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205265501455068,0,0,0,0.21779001267839,0.0217079553838998,0,0,0,0.121853103637444,0,1.0842021724855e-19,0,0,0,0,0,0.0209547807135057,-0.0370186989185095,0,0,0,0,0,0
X600188.SH,0,0,0.26514339301084,0,0,0,0.138451440360579,0,0,0,0,0,0.168090728851016,0,0,0,0,0,0,0.0797053020225611,0,0.0191651447876998,0,0.0733694133205073,0,0,0,0,0,0,0,0.0384759338617732,0,0,0,0,0,0,0,0,0,0,0.0138934070600072,0,0,0,0,0,0.0874313208542462,0,0,-0.0210217447107977,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.183862865311036,0.0514524697466209,0.00303550515185888,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.029581969182483,0,0,0,0,0,0,0,0,0,0,0,0.102163747331116,0,0.315304770499652,0,0,0,0,0,0,0,0,0,0,0.087768926079411,0,0,0.0249260085859445,0,0,-0.000661212441962707,0.00275352023599147,0,0,0,0,0,0
X601992.SH,0,0,-3.46944695195361e-18,0,0,0.132917127927878,0,0,0,0,0,0,0,0.160335921879283,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.150229334180398,0,0.0141425451434499,0,0,0,0,0,0,-1.73472347597681e-18,0,0.195011712318228,0,0,0,0.0592735483187018,0,0,0,0,0,0,0,0.270465823452487,0,0.0162587764043693,-0.0294539937621076,0,0,0,0,0,0
X002466.SZ,0,0,0.0436604183761455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177598071930966,0,0,0.734869070227542,0,0,0,0,0,0,0,0,0,0,0.0551774577159748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271082911155646,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,4.33680868994202e-19,0,0.0685524789348342,0,0,0,0,0.261579584846089,0,0,0,0,0,0,0.0726794867762143,0,0,0,0.199920032911393,0,0,0,0,0,0,0.0397178434415812,0,0,0,0,0,0,0.00602956428111795,0.0290826959631191,0,0,0,0,0,0,0.0357836616720538,0,0.0106259364736811,0,0,0,0.0117192345841006,-0.0787649869103781,0,0,0,0,0
