,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X002271.SZ,X600027.SH,X600111.SH,X002460.SZ,X601992.SH,X000723.SZ,X002466.SZ,X600176.SH,X002353.SZ,X600583.SH,X600516.SH,X000898.SZ,X600299.SH,X600489.SH,X600426.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000792.SZ,X000553.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0366439437303287,0.123839137159574,0,0,0,0,0,0,0,0,0,0.0962836553171176,0,0,0,0.0655474284073409,0,0,0,0,0,0,0.0323090263090719,0.0917989404679752,0.0198581590546294,0,0,0.014444160276107,0,0,0,0,0,0,-0.0216845823298212,0,0,0,0,0,0,0,0,-0.0152382759479339,0,0,0,0,0.00740188288726194,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0502256075044269,0.011351965456916,0,0,0,0,0,-0.00536869884610992,0.095076610786911,0,0,0,0,-0.0347840867552249,0,0,0,0,0,0.099730122835611,0,0,0.0182796110944422,0.0239495003725795,0,0,0,0,0,0,0,0,0,0,-0.0353757107782632,0,0,0,0,0,0,0,0,0,0.00721219838567144,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.00164691103556753,0,0,0,0,0,0,0.0526329190005972,0,0,0,0,0,0,0.173444187245804,0,0,0,0,0,0.0816213001554575,0,-0.0261030011244907,0,0.0248543529329211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185191554635545,-0.0148002285234484,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354285716719089,0,0,0,0,0,0,0,0,0,0,0,0,0.0367408864767848,0.0419835361018699,-0.000207913239780484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100460651347033,-0.0305797710030366,0,0,0,-0.00492747857857308,0,0
X600309.SH,0,0,0,0,0,0,0,0.0829491089939857,-0.116332546282352,0,0,0,0,0,0,0.216423133333257,0,0,0,0.0438378495079031,0,0,0.0297258625864621,0,0,0.0233943619509829,0,0,0.00825552503833118,-4.33680868994202e-19,0,0,0.0738261859508108,0,0,0,-0.0149031308414005,0,0,0,0,0,-0.0604261020793807,0,0,0,0,0,0,0,0,-0.0347130614853749,0,0,0,0,-0.0119554936033758,0,0
X600019.SH,0,0,0.221135128522867,0,0,0,0,0,0.0383002170401005,0,0.0367430975065434,0,0,-0.0401139665414204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054519550133809,0,0,0,0,0,0,0.0475175461519479,0,0,0,0.000350646572007521,0,0,0,0,0,0,0,-0.00268973349658088,0.0190133964344626,0,0,0,0,0.0255853885446329,0,0
X600547.SH,0,0,0,0,0,-0.0632816274577836,0,0,0,0,0,0,0,0,0,-0.0225173010662179,0,0,0,0,0,0,0,0,0,0.023762178270616,0,0,-0.0718024792918482,0,0,0,0,0,0,1.18678588651308,0,0,0,0,0,0.0975984382050697,0.0891477343828538,0,0,0,0,0,0,0,0,-0.0285589502164036,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0514479877815418,0,-0.0631618384238447,0,0,0,0,0,0,0,0.00463502318347478,0,0,0,0,0,0.0833845419269352,0.163226019864099,0,0,0,0,0,0,0,0.115175618378368,0.030667289346943,0,0.0307977881178083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260829850884383,0.0170659414216002,0,0,-0.0576092288117486,0,0
X000708.SZ,0,0,0,0,0,0,0.0285165090854841,0,0,0.354061940858553,0,0,0,0,0,0,0.288489088596505,0,0,0,0,0,0,0,0,0,0,0,0.0471369399600002,0,0,0,0,0,0.0784415912284807,0.104879794458391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447794795738274,-0.0141326481712762,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248028121721633,0,0,0,0,0,0,0.0130584947604748,0,0,0,0,0.0284309521244424,0.0318103262903966,0,0,0,0,0,0,-0.0395198595547688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303657050818607,0,0,0,0,0.0238899866588859,0,0
