,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600660.SH,X600188.SH,X000877.SZ,X000301.SZ,X002271.SZ,X000708.SZ,X600011.SH,X601600.SH,X600547.SH,X600362.SH,X601898.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X000723.SZ,X600803.SH,X600219.SH,X000408.SZ,X300073.SZ,X600688.SH,X002326.SZ,X300037.SZ,X601991.SH,X600516.SH,X000786.SZ,X600399.SH,X600795.SH,X000831.SZ,X600141.SH,X600096.SH,X600352.SH,X600489.SH,X000825.SZ,X000155.SZ,X600486.SH,X600157.SH,X600295.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0874862582703581,0,0.0926107977428423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519953159460431,0,0,0,0,0,0,0,0.0384758567741418,0,0.0353092474755437,0,0,0,0.000658794216664531,0,0,0.175172907701779,0,0,-0.0201242707661827,0,0,0,0,-0.0288877575954097,0,0
X600028.SH,0.0581102358855726,0,0,0,0,0,0,0,0,0.107494913000403,0,0,0.0854199251603172,0,0,0,0,0.0454254470472998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672307023136109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546542000273478,0.0827496112644625,0,0,-0.0216950440827437,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.211473995788223,0,0,0,0,0,0,0,0,0.438024955929666,0.0349562301458791,0,0,0,0,0,0.0736643022182398,0,0,0,0,0,0,0,0,0,0,0.0294650223946746,0,0,0,0,0,0,0,0,0.0409164018243609,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119882775225943,0,-0.0278004005347631,0.128441881491863,0,0,0,0,0,0.151886688029609,0.0885072031584371,0,0,0,0,0,0,-0.0618937661109484,0,0,-0.0284355049832876,0,0,0,0,-0.0809035319468193,0,0,0,0,0,0,0,-0.00746324011634567,0,0,0.0289400083047481,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.135084406681917,0.553070484488183,0,0,0,0.22807716861104,-0.0394474470327183,-0.0433010768327644,0.00842358800412539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158613618197592,0,0,0,0,0,0,0,0.0681861076098867,0,0,0.0438774757610214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0567002711310017,0.423716485305862,0,0.14157321260968,0,0,0,0,0,0,0.0494759879411852,0.121632012015178,0,-0.0676898421452021,0,0,0,0.0755400364508283,0,0,0,1.73472347597681e-18,0,0,0.0983679830341648,0,0,-0.0126944543910328,-0.166261838647143,0,0,0,0,0.0112799825350961,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.119130079607841,0,0,0.455265870559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.36972860619643e-05,0,0.193615790474796,0,0,0,0,0,0,0,0.182507734181068,0,0.1233057282167,0,0,0,0,0,0,0,0,-0.11121762830168,0,0,0,0.00744227085563565,0,0,0,-0.00604493242667995,0,0
X002466.SZ,0,0,0,0,0.544854137648327,0,0,0,0,0,0.0961675406525475,0,0,0,0,0,0,0,0,0,0.00422213755277925,0,0,0,0,0,0,0,0,0.135096796650689,0,0,0.0123938969880232,0,0,0,0,0,0,0.0842513805699854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0130277799114976,0,0,0.08004682130494,0,0,0.148116387763139,0,0,0,0,0,0,0,-0.184096861700603,0,0,0,0,0,0,0,0,0,0,0,0,0.298609151570588,0,0,0,0.0385772726924842,0,0,0,0.0512884585205719,0,0,0,0,-0.0572504181635819,0.304243537336968,0,0,0,0,0,-0.0268619417044386,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0558932693794157,0,0.112300576704711,0.207724092867421,0,0,0,0,0,0,0,0,0,0,0,0,0.033941903935288,0,0,0.020412038696917,0,0,0,0,0,0.0147647215869753,0,0,0,0,0,0,0,0,0.205241073520402,0,0,0.0206101794391632,0,0,0,-0.0137158479120825,0,0,0,0,0,0,0
X600010.SH,0,0,0.0505429852813485,0,0,0,0.234506243936872,0,0,0,0,0,0,0,0,0,0,0,0.111705757550301,0,0,0,0,0,0,0,0.0260906178826784,0,0,0,0,0,0,0,0,0.0836020495262927,0,0,0.0331545396757503,0.149500351279769,0,0,0,0,0.0140781499655162,0,0,0,0.183034504445076,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0188482696360076,0,0,-0.103811885835304,0,0,0,0,0,-0.140824993173651,0.0741355712946095,0.0833192507299941,0,0,-0.0679242476892951,0,0,0,-0.0193501680896913,0,0.0336291259050131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13949022805686,0,0,0,0,0,0,0.0415310357399506,0,0,0,0,0.0420779841574051,0,0,0,0,0,0,0
