,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X601898.SH,X600010.SH,X000708.SZ,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X002271.SZ,X601992.SH,X600027.SH,X000786.SZ,X000723.SZ,X002466.SZ,X600516.SH,X600176.SH,X002460.SZ,X600489.SH,X002353.SZ,X000898.SZ,X600299.SH,X601158.SH,X600583.SH,X600612.SH,X000883.SZ,X600426.SH,X000709.SZ,X600219.SH,X000792.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X000553.SZ,X600315.SH,X000825.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.118044236319476,0,0,0,0,0,0,0.0866018794644314,0,0,0,0,0,0,0,0,0,0,0.110501748754041,0,0,0,0,0,0,0.00379791014623035,-0.0515354522652159,0,0,0,0,0.103597512458928,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.00652752430171602,0,0.00252151816270107,0,-0.0234584296913162,0,0,0,0,0.00109881211734457,0,0
X600028.SH,0.0883869234630508,0,0,0,0,0,0,0,0,0,0.0263096079812855,0,0,0,0.0230046793452616,0,0,0,0.118900704712373,0,0,0,0,0,0,0,0.0937843676532836,0,0,0,0,-0.0233097242953569,0.00158005919556257,0,0,0,0,-1.73472347597681e-18,0,0.0316010294013401,0,0,-0.00516133090983373,0,0,0,0,-0.0449979889958926,0,0,0,0,0.000821230392961898,0,0,0,0,0,0
X601088.SH,0,0,0,0.196562739543963,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.00642097365011447,0.0949313364647462,0,0,0,0,-1.0842021724855e-19,0,0,0,-0.0553146852316165,0,0,0,0,0,-0.0332911799638471,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331734643098161,0,0,0,0,-0.0234798941284989,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0121679409062771,0,0,0,0,0,0,0,0,0,0.53400760742931,0,0,0,0,0,-0.0295506476685445,0,0,0,-0.0793822914508976,0,-0.0051545565778609,0,0,0,0,0,0,-0.0552511485906143,0,0,0,0,0,0,0,0,0,0,0,-0.0156969199570653,0,0,0,0,-0.0258398249635437,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785865687719219,0,0,0,0,0,0,0,0.103436356377491,0,0,0,0.0255069918091656,0.0389913792748346,0,0,0.130055564570751,-0.0838926469399007,0,0,0,0,0,-3.46944695195361e-18,0,0.00830280541069702,0,0,0,0,0,0,0,0,0,0,0,-0.0240989816807951,0,0,0,0,-0.0033040828188594,0,0
X600019.SH,0,0,0.190857503047308,0,0,0,0,0,0,0.00793663626615624,0.0268067306600777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826892288963743,0,0,0,1.0842021724855e-19,0.0156010134155583,0,0,0,0,0.0876739734102255,0,0,0,0,0,0,0,0,0,0,0,0,0.0506118731988017,0,-0.0167678060531028,0,0,0,0,-0.0305216212797815,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101458460584999,0,0,0,0,0,0,0,0,0,0,0,-0.0609392528664135,0,0.0453289839308306,0,0.939042479547741,0,0,0,0,0,0.0638564142511951,0,0,0,0,0.128478857294909,0,0,0,0,0,0,0,0,0,-0.00983859760538898,0,0,0,0.0123351776983511,0,0
X600011.SH,0,0,0,0,0.0661507616661996,0,0,0,-0.0567979253819965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874145462449741,0,0.346744410284428,0,0,0,0,0.00587567958990937,0.00139871629634534,0,0,0,0,0,0,-0.0178874763409337,0,0,0,0,0,0,0,0,0,0.0883046836444018,0,0,0,0.0127504869637907,0,0,0,0,-0.00275342002671809,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0302638781427777,0,0,0,0,0.0996285118044378,0,0,0,0,0,0,0,0,0.107442327708438,0,0.0412734343823819,0,-1.0842021724855e-19,0,0,0,0,0,0,0.127603269289301,0,-0.0322621044741146,0,0,0,0,0,0,0,0,0,0,0.0111139505895806,0,0,0,-0.046142539808314,0,0,0,0,0.00349039199812639,0,0
X600010.SH,0,0,0,0,0,0,-0.00539607625429509,0,-8.67361737988404e-19,0,0,0,0,0,0.0933381691161814,0,0,0,0,0,0,0,0,0.282307759905611,0,0,0.117282573992753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018345329557135,0,0
X000708.SZ,0,0,0,0,0,0,0.143687371402891,0,0.340904988478344,0,0,0,0,0,0.300353871575433,0,0,0,0,0,0,0,0,0,0,-0.0286938213562431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363186526216181,0,0,0,0,0.0209369856626113,0,0
X600886.SH,0,0,0,0,0,0,-0.128778271923247,0,0,0,0.111178151925103,0,0,0,0,0,0,0,0,0,0,0.0459437405692534,0,0,0,0,0.107929368679946,0.0561012322815405,-0.198279203205863,0,0,0,-0.00635723542925746,0,0,0,0,0,0,-0.0225833758642823,0,0,0,0,0,0,0,0.252724503636445,0,0,0,0,-0.00935693478222309,0,0,0,0.0570807371088271,0,0
X601600.SH,0,0,0,0,0,0,0.0119609533071777,0,0,0,0,0,0,0,0.0159764514800978,0,0,0,0,0,0,0,0.0294839575528226,0.0290399926578334,0,0,0.127271667782874,4.33680868994202e-19,0.0482010148746545,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00974562229483227,0,0.267773778803616,0,0,0,0,0,0,0,0.0201066982140703,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0363503200693661,0,0,0.150889354028557,0,0,0,0,0,0,0,0,0,0,0,0,0.226879271807088,0.0323686725901911,0,0.0416890328759372,0.0225310200444195,0,0.080835571559865,0,0.034989350057267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00502888708581134,0,0
X600188.SH,0,0,0,0,0,0,-0.0538615725803041,0,0.269432497151038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200521323965287,0,0,0,0,0,0,0.0532099022046363,-0.109815932596102,0,0,0.0356193359635221,0,0,0,0,0,0,0,0,0,0.146973443288501,0,0,0,0,0,0,-0.0249078272405817,0,0,0,0,-2.16840434497101e-19,0,0
X600362.SH,0,0,0,0.110215749157656,0,0,0,0,0,0,0,0,0.144891807049994,0,0,0,0,0,0,0,0,0.0214802468901203,0.00917133027042831,0.0692695481105049,0,0,0.0433811176820303,0.0053254236172032,0.0922346382135854,0,0,0.12086674172679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0086628661152919,0,0,0,0,-0.0165060842963409,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0314210977527377,0,0,0,0,0,0,0,0,0,0.0283066582064088,0,0,0,0,0,0,0.00342896183936031,0.0929748582317192,0.0129919059859622,0,0,0,0,0,0.228707163572584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570173644189426,0,0,-0.00918324003523568,0,0,0,0,0.00917443703210047,0,0
X600795.SH,0,0,0,0,0.0157986320259196,0,0,0,0,0,0.0163726018841133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458414814250189,0.0369473403991369,0.00977773427233843,0,0,0,0.0670132228501413,0,0,0,0,0.0386560074305054,0,0,0,0,0,0,0,0,0.107002794006322,0,0,0,0,8.67361737988404e-19,-0.007301144931307,0,0,0,-0.00740183179613426,0,0
X600352.SH,0,0,0,0,0.0873897599118781,0,0,0,0.0966116240643601,0,0,-0.104968922185961,0,0,0.146436500374611,0,0,0,0,0,0,0,0,0,0,0,0.295240152311819,0,0,0,0,0,0.107425983122079,0,0,0,0,0,0,0.0363541697240691,0,0,0,0,-0.0254424588450833,0,0,0,0,0,0,0.00506761089898574,0,0,0,0,-0.0633651613371254,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15000705928714,0.0270397416822546,0.0713732123628027,0,0,0,0.0507563708921861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561665171060682,0,0,0,-5.42101086242752e-20,0,0
X600801.SH,0,0,0,0.401382324027268,0,0,-0.0940177011947063,0,0,0,0.0317545362430696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887011542768512,0,0.0505280017145164,0,0,0,-0.0372884921579129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779484144220386,0,0,0,-0.000819726324159021,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.165659128954222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141601906104198,0,0,0.111632404268291,0,0,0,0,0,-0.0647090487043324,0,-0.15825539546304,0,0,0,0,0,0,0,0,0,0,0,-0.0161530485085889,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.0383005768150605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687324445175601,0.0955797449735867,0,0,0,0,0,-0.0567452504759562,0,0,0,0,0,0,0,0,0,-0.182351676131828,0,0,0,0,0,0,0,0,0,-0.0842866622208432,0,0,0,0.0120917364373599,0,0,0,0,-0.049887744695702,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.0826611902823234,0.0742433808588102,0.0414002287356313,0,0.14923635993363,0,0.0511580548913525,0,0,0,0,0,0,0,0.0140623267346921,0,0,0,0.0437669491395996,0,0.107943138557782,0.0683526464873875,0,0,0,0,0.178687769501271,0,0,0,0,0,0,0,0,0,0,0,0,0.00285761405539861,0,0,0,-0.0160565142816397,0,0,0,0,-0.00104300815963981,0,0
X600027.SH,0,0,0,0,-0.106491417981265,0,0,0.670677955658228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696008740166896,-0.0387676916625699,0,0,0,0,0.0077813294095314,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0650517394326226,0,0.0259443743370755,-0.0146135055850236,0,0,0,0.0170233871873308,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936393283850683,0,0,0,0,0,0,0.121511541826393,0,0,0,0,0,0,0,0,0,-0.0845650116912652,0,0,0,0,0.10158873143134,0,0,0,0,-0.0183987218056511,0,0,0,0,-0.0178078692979024,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0.173491507692357,0,0,0,0,0,0,0.0894605698329255,0,0,0,0,0,0,0,0,0.0961232898338224,0.411753845975882,0,0,0,0,0,0.575211864173353,0,0,0.203960292213348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349999809114439,0,0,0,0,3.46944695195361e-18,0,0
X002466.SZ,0,0,0,0,0.0135153274563966,0,0,0,0,0,0,0.118094413049317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402096953135449,0,0.12519940882914,0.0787255058231893,0.466125767339683,0,0,0,0,0,0,0,0,0,0,0,-0.128497880458682,0,0,0,0,0,0,0,0,0,-0.0673504455520689,0,0,0,-0.0215121908309518,0,0
X600516.SH,0,0,0,0,0,0,0.00620819557248312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224738227438739,0.137141741390241,0,0,0,0.0425420674909962,0,0,0,0.224226359942235,0,0,0,0.362705595925502,0,0,0,0,0,0,0,0,0,0.134793772858235,0,0.148375278341012,0,0.136121626085106,0,0,0,-0.0518361351358758,0,0,0,0,0,0
