,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600886.SH,X600111.SH,X600489.SH,X601992.SH,X300072.SZ,X600309.SH,X600623.SH,X600660.SH,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X000709.SZ,X600583.SH,X000983.SZ,X000898.SZ,X000408.SZ,X000883.SZ,X000723.SZ,X600352.SH,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000012.SZ,X002460.SZ,X000630.SZ,X601699.SH,X000060.SZ,X002407.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0202104466522445,0,0,0.0200168736580114,0.00649596978699091,0,0,0,0,0,0.0197673390419997,0,0,0.0264179088788811,0,0,0.0234251897997381,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0743146948272445,0,0,0,0.0176991040749603,0,0,0,0,-0.00324207213797927,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0142030788000444,0,0.0294322525238197,0,0,0.0704621623831853,0.0234400458014774,-0.00853933891606329,0,0,0,0,0,0,0,0,-0.0281661831458801,0,0,0,0,0,0,0,0,0,0.0341011428188146,0,0,0.0361774874191526,0,0.0721009079231916,0,0,0,0.0217305006551779,0,0,0,0,0,0,0,0.0165660048082532,0,0,0,0,-0.0038253807935682,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0993295588154079,0.17173112463372,0.135334718916036,0,0,0,0,0,0,0,0,0.0244125571567726,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.00707096610545685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.133498835039793,0,0,0,0,0,0,0,0,0,0,0,0,0.0690116736026752,0,0,0,0,0.00880227388221111,0,0,0,0,0,0,0.101359468247208,0,0,0.0997498242754891,0,0,-0.0796978622642776,0,0.0600909096256246,0,0.0679063570192251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24941821730868,0,0,0,0,0.0255409088598995,0,0,0,0,0,0,0,0,0,0,0.0380778621040793,0,0,0,0,0,0,0,0,0.0299299053675225,0,0,0.152780918606635,0,0.0453961008154873,0,0,-0.0145549451703569,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0768212753005052,0,0,0,0.000706190677913219,0.0985431313897371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14858830778976,0.15928732838834,0,0,0,0,-0.0181878081730719,0,0,0,0,0,0,0,0.0363078141922551,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00775968411344644,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0809918934467833,0,0,0,0,0,0,0,0,0,0,0,0.0197149237968452,0,0,0,0,0,0,0,0,0,0,0,0.00640589408888365,0,0,0,0.0455414369499867,0,0,0,0.0374984399874905,0,0.0126627542524847,0,0,0,0,0,0,-0.0482625399088006,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0180530044310723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630005574810602,0,0,0,0,0,0.0236160072596997,0,0,0.0596462474274213,0,0.0268606800379391,0,0,0,0.0351090795410954,0,0,0,0,0,0,0,0.366537132962293,0,0,0,0,-0.0102606562215895,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0440494144124968,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0418543362899735,0,0,0,0.0567187816043684,0,0,0,0,0,0.0399768362981709,0,0,0.126569474595445,0,0,0,0,0,0.0306318599309202,0,0,0,0.105025074164456,0,0.0619130502099425,0,0.0741333288290593,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179245886431774,0,0,0,0,0,0.0457748191741102,0,0,0.541299957070573,0,0,0,0,0,0,0,0,0,-0.0799600689458881,0.208822947428254,0,0,0.00899721169013808,0.17444398703778,0,0,0,0.0135674647733137,0.0433807248235467,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105345642192707,0.684021515175936,0,-0.0578596650073335,0,0.113396974156038,0,0,0,0,0,0,0,0,-0.213926291875043,0,0,0,0,0,0,0,-0.0464928258437652,0,0,0.217948477165119,-0.127115300682426,0,0,0,0.146381719207037,0,0,0.0800026548730463,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0431686759581986,0,0.0347223592372019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391010703910271,0,0.00806693424287517,0,0,0.0646288404312313,0,0,0.0244058397117321,0,0.0753734231505746,0,0,0,0,0,0,0,0,-0.00139179288562046,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.068821115162351,0,0,0.00254514401143598,0,0,0,0,0.185020522603067,0,0,0,0,0,0.0765586876410573,0.0861629648294746,0,0,0,0,0,0,0,0,0,0,0,0.0377718885740163,0,0,0,0.0416484096884594,0,0,0,0,0.128981206855777,0,0,0,0.094708732554317,0,0,0,-0.0353549817766241,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,-0.0207141678226385,0,0,0,0,0,0,0,0.0154791989420447,0,0,0.0686631696004671,0,0,0,0,0,0,0,0,0,0,0.0653386614527157,0,0,0,0,0,0.0325933695121009,0,0,0,0.100089342182227,0,0,0,0.00627232936444157,0,0,0,0,-0.00592863043109323,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.00322708090643181,0,0.108122601246815,0,0,0,0.0339802726616154,-0.0261399611229795,0,0,0,0,0,0,0.304122283661187,0,0,0,0,0.0183647697133041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191742234611741,-0.00224933813198588,0,0.0199339023541777,0,0,0,0,0,0,0,0,0.0181018831628354,0,0.024623764570182,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.157025529002636,0,0,0,0,0,0,0,0,0,0.0082502424703639,0,0,0,0,0,0,0,0.0534047772068247,0,0.0121196516860945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232415005578863,0,0.306139775394331,0,0,0,0.00748611304264964,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0118206298856959,0,0,0,0,0,0,0,0,0.00563881786387061,0,0,0,0,0,0,0,0,0.0243883754054668,0,0.0663558991330501,0,0,0.027165068945005,0,0.0451183696979509,0,0,0,0.0197154704107052,0,0,0,0,0.120150438815004,0,0,0.261979452423939,0.0454250248539095,0,0,0,-0.00932156446504534,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,-0.0629872580053318,0,0,0,0,0,0,0,0.00607856061872616,0,0,0,0.0188592095540469,-0.0328084938305402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126503542836085,0,0,0,0.164580909742866,0,0.0491577694987022,0,0.0882788420842852,0,0,0,0,0.0200697706022982,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.553703245148911,0,0,0,0,0,0.0588404179315398,0,0,0,0,0,0,0,0,0,0,0.139947740521961,0,0,0,0,0,0.133889147506435,0,0,0,0,0,0,0,0,0,0,0.103691020927686,0,0,0,0,0,0.0828835375739039,0,0,0.220003528714624,0,0,0,-0.0107156437277798,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,-0.169528979326857,0,0,0.668255518186283,0,0,0,0,0.311292326109655,0,0,0.00113978772650978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106194315927704,0,0,0,0,0,0,0,0,0.106086561826416,0.0323039345969069,0,0,0,-0.0407837959180454,0,0,0.000992482093865051,0.0416733832108577,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.135079714966731,0,0.0171078382080641,0,0,0,0,0,0,0,0.133046761374089,0,0,0,-0.178313270108015,0,0,0.13906915535429,0.0934660073811387,0,0,0,0.100161794254569,0,0,0,0,0,0,0,0,0,0,0.00066129362759421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,-0.085477190230825,0,0,0,0,0,0,0,0.20642285872691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776424413364249,0,0,0,0,0,0,0,0.292222713274164,0,0,0,0,0,0,0,0,0,0,0,0.0159039193581123,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.00351739982155539,0,0,0,0,0,0,0,0,-0.0265730194358548,0.0289463749421757,0,0,0,0.114055847661125,0,0,0.0286465124062641,0,0,0,0,0,0,0,0,0,0,0.0330970468426057,0,0,0,0,0,0,0,0.159390632853619,0,0,0,0,0.00462310128391329,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,-0.0188162516876417,0,0,0,0,0,0,0,0,-0.036869777688506,0.0359906063571509,0,0.124865949474977,0,0,0,0,0.137165441614726,0,0.125792988635962,0,0,0,0,0.223619590488279,0,0,0,0.115606090949826,0,0.18881544256565,0,0,0,0.127283731490567,0,0,0,0,0,0,-0.0655292721850706,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709214812261203,0,0,0.0707507079311884,0.262658560054877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133913572977466,0,0,0,0,0,0,0,-0.00853497099915542,0,0,0.00215793168485086,0.0471360361156241,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.0853456260389322,0,0,0,0,0,0,0,0,0,-0.0626704974304211,0,0,0,0,0,0,0,0,0,0.0437898186068684,0,0.087949592967512,0.0244698980239397,0,0.220865812642255,0,0,0,0,0,0,0,0,0.12146492093728,-0.0186565005565513,0,0,0.0509647151963582,0,0,0,0,0.0606956630336658,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0.0901691121722852,0,0,0,0,0,0,0,0,0.0800813976136222,0,0,0,0,0,0,0,0.0647871718915841,0,0,0,0,0,0,0.192877593605512,0,0,0,0,0,0,0,0,0,0.692285496414255,0,0.0448161853773517,0,0.0781608325392192,0,0,0,-0.0875406865028403,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228858587566191,0,0,0,0,0.338866805648538,0.152067074232452,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0171280312993839,0,0,0,0,0,0,0,0,0,0.144194308053408,0.157410092341997,0.241287854339063,0,0,0.111288976091582,0,0,0,0.0617795386912029,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767985024968604,0,0,0,0.040295025661191,0.057180509892644,0,0,0,0.118455300294485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116701541554856,0,0,0,0,0.0117673291037637,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121146108975193,0,0,0,0,0,0,0.315823471260111,0,0,0,0.592514415788666,0,0,0,0,0.270453629018118,0,0.095440416928844,0,0,0,-0.233942832693562,0.00670987164678752,0,0,0,2.16840434497101e-19,0,3.46944695195361e-18,0,0.024262164462826,0,-0.531862187050619,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0.0631150345615542,0,0,0,0,0,0,0,0,0.0188224768597002,-0.00100418640012599,0,0.0660215135260876,0,0.0581133174201064,0,0,0,0,0,0,0,0,0.0877100551256871,0,0.0014403478254045,0,0,0,0,0,0,0,0.0577739248691883,0,0.0377748993456229,0,0.146672939093821,0,0,0,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.23371284606872,0,-0.0166308263620536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154847961579022,0,0,0,0,0.0663665557185119,0,0,0,0,0,0.104826369486342,0,0,0,0.0312517868327813,0,0.075137852380393,0,0,0,0,0.0249128360336947,0.0267073818448861,0,0,0,0,0,0
