,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002460.SZ,X600011.SH,X000708.SZ,X600660.SH,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X002466.SZ,X600362.SH,X600801.SH,X600188.SH,X600352.SH,X002271.SZ,X000786.SZ,X600795.SH,X601991.SH,X600688.SH,X002353.SZ,X600111.SH,X601992.SH,X600176.SH,X000723.SZ,X600027.SH,X600583.SH,X600426.SH,X600299.SH,X600516.SH,X600489.SH,X000898.SZ,X000553.SZ,X601158.SH,X600219.SH,X000932.SZ,X000792.SZ,X000883.SZ,X600612.SH,X000709.SZ,X000818.SZ,X002080.SZ,X000630.SZ,X600486.SH,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0134673342592791,0,0,0,0.0488226047668656,0,0,0,0.0488391226855444,0,0,0,0,0,0,0,0,0.280145098596825,0,0,0,0,0,0,0,0,0,0.025000630108377,0.0560626506701131,0,0,0,0,0,0,0,0,0,0,0.029365395921324,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0066926118918434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311454259796927,0.0141874836908725,0,0,0,0,0,0.0223838914436453,0,0,0.33165018605649,0.00462831053614301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186586392278072,0,0,0,0,0,-0.00550593035562889,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0620516221556563,0,0,0,0,0.0238792229783877,0.100226935343331,0,0,0,0.0199974462852662,0,0.0217989533914901,0.217648434207162,0,0,0,0,0,0,0,0,0,0,0.106364614276051,0,0,0,0,0,0,0,0.0592428741125073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485492509116959,0,0,0,0,0,0,-0.0432167975275633,0,0,0,0.0281211683149752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345035628920346,0,0,0,0,-0.00629599571270408,0.0373592278719271,0,0,0,0.047396599440876,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0793671638641114,0.11071321493106,0.293151676401979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521583276529577,0,0,0,0,0,0,0,0,0,0,0.0805440360213757,0,0,0.0446370426985985,0,0,-0.00951237006773686,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0599370095886416,0,0,0.108510358690545,0,0,0.0125704997978519,0.127280873432554,0.0631274522613682,0.0489746908662832,0,0,0,0,0,0,0.0393161373221111,0,0,0,0,0,0,0,0,0.00710839309710435,0,0,0,0,0,0,0,0,0,0,0,0.0152928653210322,0,0,0,0,0.0126863459469511,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0300554476819557,0,0,0,0,0,0,0,-0.137383663057253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186499390647871,0,0.923992972617288,0,0,0,0,0,0,0,0.0340425385675027,0,0,0,0,0,0,0.0818593090591694,0.00845416533557133,0.0315651596972123,0,0.000880863233324404,0,0.0647681897394046,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182222422694873,0,-0.104041217425423,0,0,0.320153577057169,-0.0471925074979959,0,0,0,0,0,0,0,0.102989944693631,0,0.470674703554936,0,0,0,0,0,0,0,0,0,-0.106036414893612,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0292629426942576,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101923436746446,0,0,0,0,0.115278393436607,0,0,0,0,0,0.187123169034353,0,0,0,0,0,0,0,0,0,0.0664805046758931,0,0,0,0,0.0672269436644397,0.0725463599901156,0,0,0,0,0.00310009727143104,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.119290361080458,0,0,0,0,0,0,0,0,0,0,0.00861454404780251,0,0.246706309415904,0,0,0,0,0,0.209173882433724,0,0,0,0,0,0,0.109548425053963,0.157401240770316,0,0,0,0,0,0,0.221088805907032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272248813023759,0,0
