,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X601991.SH,X601600.SH,X600010.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X600583.SH,X601992.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X000883.SZ,X000539.SZ,X000825.SZ,X002353.SZ,X600489.SH,X000629.SZ,X000027.SZ,X600808.SH,X000630.SZ,X600578.SH,X600547.SH,X600307.SH,X000831.SZ,X600549.SH,X600008.SH,X600352.SH,X601699.SH,X000959.SZ,X600098.SH,X000983.SZ,X600863.SH,X600660.SH,X000937.SZ,X002470.SZ,X600315.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.566256954607519,0,0,0,0,0,0,0,0,0,0,0,0.0496092059565914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408912625966149,0,0,0,0,-0.0417243403028232,0,0,0,0,0,0,0
X600028.SH,0.582092024954896,0,0,0,0,0,0,0,0,0,0,0,0,0.0651722204670794,0,0,0,0.210925204479522,0,0,0,0,0,0,-0.0245925134718705,0,0,0.0402481431968837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00995079693935884,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.128107649072749,0,0,0,0,0,0,0.211752998094751,0,0,0,0,0,0.112486400010859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169474029100414,0,0,0,0.0452540661073113,0.0176141115251175,0,0,0.0263097673436337,0,0,0,0,-0.0336050578993145,0.00526890077875787,0,0,0,0,0,0
X600011.SH,0.0321433722847193,0,0,0,0.154763609852035,0,0,0,0,0,0,0.0877878801975496,0,0.0827894019350535,0,0.320338156181703,0,0,0,0,0,0,0,0,-0.0402293187941611,0,-0.0343343983203212,0,0,0,0,0,0,0,0,0,0.0397300558815072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00848559598389637,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.170765357439058,0,0,0,0,0,0,0,0,0,0.102069835917912,0,0,0,0,0,0,0.226889240126893,0,0.215668248180316,0,0,0,0,0,0,0,0,0,0,0,0,0.0733237138297795,0,0,0,0,0,0.0510409246404788,0,0,0,0,0,-0.0789433620386573,0,0,0,-0.0221208936773636,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0439209010430506,0,0,0,0,0,0,0.0425255617856832,0,0,0,0,0,0,-0.0210766966320834,0,0,0,0,0,0,0,0,0,0.0568678901002576,0.052558433170381,0,0,0,0,0,0,0,0.0994818486693457,0,0,0.031560193614604,0.0750339469992457,0,-0.0500594080715706,-2.16840434497101e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.307348121125651,0,0,0,0,0.0819100446188232,0,0,0,0,0,0.118028653977174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409629037478873,0,0,0,0.0868371012973676,0,0,0.149930182381391,0,0,0,0,0,0,0,-0.0396009374432866,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0277457437186666,0,0.0276455611378465,0,0,0.00373975055764738,0,0.0103709063372264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128467118030262,0,0,0,0.126439211414825,0,0,0,0,0,0,0.0501970689725336,0,0,0,0,0,0,0,0,0,0,0,-0.0171473868633224,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.00293177972187172,0,0,0.0749895383712973,0,0,0.0623748823792181,0.0486013857961565,0,0,0,0,0,0,0.156091589253949,0,0.0306404207674949,0,0,0,0,0,0,0.0423035187853763,0,0.0394694387132424,0,0,0,0,0,0,0.0455450340317309,0,0,0,0,0.0312089565487487,0,0,0,0,0,0.218434390358612,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0284686813951283,0,0.0150886233363153,0,0,0,0,0,0,0.290673339231563,0,0,0,0.103845524099912,0.168926367265008,0,0.115621804251203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200608780449336,0,0,0,0,0,0,0,0,0,-0.0104801697753123,-1.73472347597681e-18,0,0,0,0,0,0
X600795.SH,0,0.143186961285215,0,0,0,0,0,0,0,0,0,0.0688561594086872,0,0,0,0,0.0059177617458787,0,0,0,0.210232470006354,0,0,0,-0.0403331476740076,0,0,0.0123560401513838,0,1.73472347597681e-18,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0257819554060486,0,0.174330309116263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0422903557299665,0.0742191773230666,0,0,0,0,0.0753166060214545,0,0,0,0,0,0.0834928702599354,0,0.060411716399588,-0.0129481258605882,0,0,0,0,0,0.0260186673218978,0,0,0.00387846234570025,-0.120883525225955,0,0,0,0,0.0301045808560646,0,0,0,0,0.105505144969776,0.0247816691405854,0,0,0,0,0,0,0.0237670015787848,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0821592424395886,0,0.164815838335779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11335702394754,0,0,0,0.203390929350068,0,0,0,0,0,0,0,0.0743443324949956,0,0,0,0,0.123005617606835,0,0,-0.00305311715690031,0,0,0,0,0,0
X600188.SH,0,0.223556018315842,0,0,0,0,0.104701303261973,0,0,0,0,0,0,0,0,0,0,0.118222922916313,0,0,0,0,0,0,0,0,0,0,0,0,0.108447301162748,0,0,0,0,0,0,0,0,0,0.181207448744212,0,0,0,0,0,0.340961337080088,0.0227426372898086,0,0,0,-0.0209291007264181,-0.0285079178964343,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.118937640490876,0,0,0,0,0,0,0,0,0,0.0756836430423604,0,0,0,0,0,0,0,0,0,0.0658585381945963,0,0,0,0,0,0,0,0.309888445378776,0,0,0.00839379188894854,0,0,0,0,0,0,0.0377833042094034,0,0,0,-0.0029229400361165,-0.0134246226110693,0,0,0,0,0,0
X600027.SH,0,6.93889390390723e-18,0,0.170184304658844,0,0,0,0.0883576453099369,0.112613834660883,8.67361737988404e-19,0.0999904571092216,0,0,0.0446812221244705,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0593437925553382,0,0,0,0,0.0126573204563081,0,0,0,0.024679265478803,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0091552831473051,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0767181295982837,0.0279128137004173,0,0,0,0,0,0,0,0.235984093241767,0,0,0,-0.0130137844977919,0,0,0,0,0.0830416904122174,0,0,0.136414963053531,0,0.116017408013251,0,0,0,0,0,0,0,0,0,-0.0579626926620708,0,0,0,0,0.0467725079584475,0,0,0.0347927264282936,0.0188294425362142,-0.00730251326742596,0,0,0,0,0,0
X600688.SH,0,0.101551338213174,0,0,0,0,0,0,0,-0.0597432033659665,0,0,0,0.267329777987988,0,0,0,0,0,0,0,0,0,0,0.0269253595200943,0,0.0266381506051624,0.0215141100430073,0,0.0329858927726184,0.207528025692218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239390164761584,0,0,0,0,0,0.197515751954581,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.0186529711512163,0,0,0,0,0,0.054142721385715,0,0,0,0,0,0,0,0.0032947824438995,0,0,0,0,0,0.0181647131141482,0,0,0.0362016245502047,0,0.0691531647805547,0,0,0,0,0,0.10067242158769,0,0,0,0,0,0.0354060974219135,0,0,0.0652303829758089,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170390889160149,0,0,0,-0.0321663558937728,0,0,0,0,0,-0.0534907529415872,0,0,0,0,0,0.162279920714733,0,0.0719544374455773,0,0,0.0294702270767152,0,0.104245963662081,0.0776827728145984,0,0,0,0,0.00691946230887059,-0.0564751064239817,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0.18488510902399,0.1456020274948,0,0,0,0,0,0,0,0,0,0,0,0,0.130524044762809,0,0,0,0.0278424535664198,0,0,0,0,0,0,0,0,0.125189312074817,0,0,0,0,0,0.115038589370952,0,0,0,0,0,0,0,0,0,0,-0.00372270482882744,0,0,0,0,0,0
X601158.SH,0,0,0,0,0.10441666259791,0,0,0,0.155909468095363,0,0,0,0,0.032976938804185,0,0,0,0,0,0,0.022498702436626,0,0,0,0,0,0,0,0,0,0,0,0.107345959935184,0,0,0,0,0,0.0737393209720752,0,0,0.0371650061531728,0,0,0,0,0.0217864077457676,0,0,0,0,-0.0194229268328721,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.349825985171164,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174636864039031,0,0.165524123745249,0.232231308105915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378357762455236,0,0,0,0,0,0.171704412043239,0,0,0,0.0261658778086413,0,0,0,0,0,0.0165778986107773,-0.0146030133376077,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.0499132561904775,0,0.102553805684778,0.032542964059848,0,0,0,0,0,0,-0.0179976426941635,0,0.0644420909255425,0,0,0,0,0,0,0,0,0.0576439000188503,0.0273320043132551,0,0,0,0,0,0,0.0112538560168614,0,0,0,0,0,0,0,0,0,0,0,0,-0.00147096507689552,-0.0637486829599288,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,-0.239774459429674,0,0,0,0.0127868479714943,0,0.231560536615353,0,0,0,0,0,0.0424546724682133,0,-0.0870603749728888,0,0,0.10006156822467,0,0,0,0,-0.00629939516565499,0,-3.46944695195361e-18,0,0,0,0,0.0723976349682867,0,0.136074681621521,-0.276631491995366,0,0,0,0,0,0,0.0789981571405525,0,0,0.0855743555730227,-0.0431366319706642,0,0,0,0,0,0
X000539.SZ,0,0,0,0.0715702230305291,0.0139451864041267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054135982684202,0,0,0,0,0,0,0,0,0,0.0565501519470699,0.0574839535452512,0,0,0,0,0,0,0,0,0,0,0.0575258841800068,0,0,0.019851057435587,0,0,0,0.0338889719717968,0,0,-0.0429836749321003,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0.0348146106104042,0,0,0,0,0,0,0,0,0,0,0.26905357230973,0,0,0,0,0,0,0,0,0.158271494943332,0,0,0,0,0,0.15682189546237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181380616362822,0,0.0634998386946225,-0.0774930577082571,0,0,0,0,0,0
X002353.SZ,-0.051313146485776,0,0,0,0,0,0,0,0,0,0,0,0,-0.00961404429168941,0,0,0,0,0,0,-0.102496021989468,0,0,0.0611156874539094,0,0,0,0,0,0,0,0.000638497517863362,0,0,-0.109407239959382,0,0,0.0328052645792004,0.44092378825269,0,0,0,0,0,0,0.0543588227364375,0,0.1085215853983,0,0,0,0.00308546922104647,-0.012739520888216,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.095126396614907,0.209879716086135,0,0,0,0.108433612868455,0,0,0,0.0761148318480236,0,0.0632657910594945,0,0,0,0,0,0,0,0,0.074326634943757,0,0,0,0,0,0,0,-0.0351742328744841,0,0,0,0,0,0,0.0282820501674607,0,0,0,0,0.142974634983589,0.080352688756647,0.0340574094625309,0,-0.0324200061627405,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0.0603272679388013,0.0578197242482007,0,0,0,0,0,0.17194850610977,0,0.044873293828765,0,0,0.0438339563496987,0,0.640089219430695,0,0,0,0.129447165832609,0,0,0,0,0,0,0,0,0.0167430465870562,0,0,-0.0874061786876385,-0.0617344347299175,0.065620162145868,0,0,0,0,0,0,0,0,0.0416682627023591,0,-0.0169653214853157,-0.0127938329154828,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427609368417031,0,0,0,0.247916261879221,0,0.0127507535119313,0,0,0.00369568873055847,0,0,0,0,0.0536874408528681,0,0.0823774874945053,0,0,0,0,0.0609583973606779,0,0,0.0661019775209117,0,0,0,0,0,0,0,0,0,0,-0.0816483940481269,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0.361890125032887,0,0.10022847366442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173879503970494,0,0,0,0,0,0,0.231434710245445,0,0.281542583936337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221775984389966,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108027332430484,0,0,0,0,0,0,0,0.0693216677973463,0,0,0,0,0,0,0,0,0,0.0241258637199239,0,0,0,-0.0389303410182226,0,0.193526101563285,0,0,0,0,0,0,0,0,0,0,0,0.120823019006687,0,0.00793669570861563,0,0,0,0,0,0,0
X600578.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416746126110192,0,0,0,0,0,0,0,0,0,0,0,0,0.0655582031579817,0,0,0,0.0487668129156943,0.0826639018353522,0,0,0,0,0,0,0.273791797787708,0,0,0.0440376789389456,0,0,0.0686990504593999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.162048156831365,0,0,0,0,0,0,0,0,0,0,0,0,0.0345720972109036,0,0,0,0,0,0,-0.00591477820113412,0,0,0,-0.040773725321069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131404177494007,0,-0.0434137024244589,-0.00633257752842771,0,0,0,0,0,0
X600307.SH,-0.18556146866606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181002282246576,0,0.359969205665985,0,0,0,0.0196790040781625,0,0,0.0537843074512045,0,0.126688091638173,0,0,0,0,0,0,0,0,0,0.123278810900654,-0.0176748564433294,0,0,0,0,0,0,0,0,0.0298003714779786,0,0,0,0,0,0,0
X000831.SZ,0,0,0,0,0,0,0.00261427375622309,0,0.14710993777178,0,0,0,0.137582302133362,0.0876741372232872,0.166701620041662,0,0,0,0.116349130266562,0,0,0,0,0,0,0,0,0,0,0,0,0.0125058341120015,0,0,0,0,0,0.0985605165098659,0,0,0.0407675017085238,0,0,0,0,0,0,0,0,0,0,0,-0.0119708470264174,0,0,0,0,0,0
X600549.SH,0,0,0,0,0,0,0,0,0,0.146954592374124,0,0,0,0,0.273029819268654,0,0,0,0,0.0641851251892366,0,0,0,0,0,0,0,0.12666566693089,0,0,0,0,0,0,0,0,0.0653507600374188,0,0.00514828804627727,0,0,0,0,0.0224982531877246,0,0,0,0,0,0,0,0,-0.00983911440734186,0,0,0,0,0,0
X600008.SH,0.0543286763350004,0,0.0789264161594943,0,0,0,0,0,0,0,0,0,0,0.0928379189790392,0,0,0,0,0,0.0495453573095001,0,0.0545903728256777,0,0,0,0,0,0.104466070230712,0,0,0.00283277835406414,0,0,0.241149245565618,0,0.0326836151348908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,-0.128085446184805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109756411229441,0.0131553076133704,0,0,0,0,0,0,0,0,0,0,0,0.020960182880361,0,0,0,0,0.0962908322711347,0,0,0,0,0,0,0,0,0.0962536278564929,0,0,0,0,0,0.0477228543371685,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231148020396238,0,0,0,0,0,0,0,0,0,0,0,0,0.0501729914649338,0,0,0.0212505332490465,0,0,0,0,0,0,0,0,0.01133124976792,0,0,0,0.0547306885045615,0.169643877787215,0,0,0.147556146230655,0.0611364632554751,0,0.0364578133632481,0,-0.0414904620633843,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0.0472271079622635,0,0,0,0,0,0,0,0,0,0,0,0,0.182779960543146,0.150403916993324,0,0,0,0,0,0,0.0611589485167468,0,0,0.0558349505424317,0,0,0.156143379157644,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0563694884998901,0,0,0,-2.16840434497101e-19,0.00545244095940922,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260521062433931,0,0,0,0,0.0895290779536813,0,0,0,0,0,0,0,0,0.119618243278951,0,0,0,-0.0110896816265653,-0.00994310011061372,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0.0969664256846426,0.0598304413951692,0,0,0,0,0,0,0,0,0,0.0488021636109728,0,0.0133125283488775,0,0,0,0,0,0.0237627860895871,0,0,0,0.0226745657493716,0,0.017419041427441,0,0,0,0,0,0,0.326885226038571,0,0,0,0.0248181827159297,0,0.222442937355659,0,0,0,0,-0.0322738569891779,0.0142202990901353,0,0,0,0,0,0
X600863.SH,0,0,0,0,0,0,0,0.152655339583314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201150843391805,0,0,0,0,0,0,0.0291061990271768,0,0.357369472897075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23901947432425,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.171991341930527,0,0,0,0,0,0,0,0,0,0,0.0125943096415723,0,0.0526948010644079,0,0,0,0,0,0,0,0,0.11305756146471,0.093627826885687,0.0117224076683794,0,0,0,0,0,0,0,0,0,0.110454047499913,0,0,0,0,0,0,0,0.0259734452989593,0.107176384610176,0,0,0,-0.0166563810743181,0,0,0,0,0,0
X000937.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120789700797513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141695281631843,0,0,0,0,0,0,0.015192499980638,0,0.470463725881491,0.0715623761882596,0.0032796731298717,0.161282180999262,0,0,0,0,0,0,0,-0.00163693152330819,0.0127733152151213,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393191437897965,0,0,0,0,0,0,0.156687400517371,0.110969689883714,0.164211807685731,0,0,0.0134205141610037,0,0,0,0,0,0,0,0,0,0.0278934992401138,0,0,0,0,0,0,0,0.0693383742234888,0,0,0,0,0,0,0,0,0
X600315.SH,-0.0134792253083083,0,0,0,0,0,0,0,0,0.0816884319877112,0,0,0,0,0,0,-0.0388915323867108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850063733983521,0,0,0,0,0,0,0,0.208793372684907,0,0,0,0,0,0.0174532003371477,-0.0411891210971253,0,0,0,0,0,0
X601168.SH,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0.0268636605558375,0,0,0,0,0.190452756135325,0,0,0,0,0,0,0,0.104293761779989,0,0.0870094132205872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367143930054844,0,0.00178456756269485,0,0.0192600236941535,0,0,0,0,0,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,0.105875819083508,0,0,0,0,0,0,0,0,0,0,-0.0707631216280992,3.46944695195361e-18,0,0,0.0684184669172735,0,-0.0372048984173906,0.0731543556663898,0,0,0,-0.0270587245169606,0.0499341947283052,0,0,-0.0220644852375154,0,0,0,0,0.0785331394448225,-0.06594241226558,0,0,0,0,0,0,0,0,0,0.0102939057814639,-0.0499299655935779,-0.120912789659013,0,0,0,0,0
Slope,0,0,0,-0.535276890837744,-0.84970478590288,0,0,0,0,0,0,0,0,0,0,1.11022302462516e-16,0,0,0,0.0212820536099436,0,0,0,0,0,0,0,0,-0.176151590043132,0,0,0,0,0,0,0.570214628538797,0,0,0,1.68371711480493,-0.140319870346921,0,0,0,0,0,0,-0.242331554315863,0,0,0,0,-0.196085800923272,0,0,0,1.72818731408653,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5482457600381,0,0,-0.19186562745216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430933893444279,0,0,0,0,0.475316425111481,0,0
RealEstate_excess,0,0,0,0,-0.0925301081112804,0,-0.122116611492279,0,0,-0.0916704483067464,0,0,0,0,0,-0.22735751698125,0,0,0,0.080937248013298,-0.0448944616537704,0,0,0,0,0,0.0256792317543528,0,0,0,0,0.0286002917722446,-0.0246640757656185,0,0,0.132443953677572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244559626260163,-0.0841868136292729,0,-0.165632868771587,0,0,0,0
MKreturn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042127702300656,-0.276933056212086,0,0,0,0,0,0.0471289080704965,0,0,0,0.0946814525649835,0,0,-0.225918812259747,0,0,0.0383180989275967,0,0,0,0,0,0,-0.00166370805038072,0,0,0.00290648883465873,0.0371018632966761,0,0,0,0.012822588256617,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00105952458058291,0,0,0,0,0.00527487692891496,0,0
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491720832429738,0,0,0,0,-3.46944695195361e-18,0.040842797070897,0,0,0,0,0,0,0,0,0.0672312380184063,0,0,0,0,0,-0.0455206553360642,0,0,0,-0.0672066693452743,0.079716258383913,0,0.09869201448104,0,0,0,-0.244261189557914
CarbonVol_Guangdong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00186644417318166,0,0,0,-0.00453381496606432,0,0
CarbonVol_Hubei,0,0,0,0,-0.00197888029690619,0,0,0,0,0,0,0,0,-0.00632002678185778,0,0,0,0,0,0,0,-0.000312880966887267,0,0,0,0,0,0,0,0,0,0.00470544646823946,0,0,-0.005624369097819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00222396403849397,-0.00325597923335444,0,0,0,-0.326396665629097,0,0
