,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600188.SH,X600660.SH,X600688.SH,X300072.SZ,X600362.SH,X600795.SH,X002466.SZ,X601992.SH,X600547.SH,X601991.SH,X002460.SZ,X600516.SH,X600111.SH,X600886.SH,X600176.SH,X000898.SZ,X600157.SH,X000709.SZ,X000786.SZ,X000792.SZ,X600352.SH,X600027.SH,X000553.SZ,X000408.SZ,X002271.SZ,X600489.SH,X600219.SH,X601699.SH,X600339.SH,X600808.SH,X601158.SH,X000959.SZ,X000883.SZ,X000983.SZ,X000630.SZ,X000723.SZ,X002470.SZ,X002092.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.456642376907092,0,0.0857089083986917,0,0,-0.0149185369042018,0,0,0,0,0,0,0.0472079486936102,0,0.0114676272793514,0,0,0,0,-0.0166247644615065,0,0,0,0,0,0,0,0.011749624062649,0,0,0,-0.00780571884360516,0.0569711698766384,0,0,0,0,0,0,0,0,0.0348192003691059,0,0,0,0,0,0,0,0.00432275487420023,0,0,0,0,0,0
X600028.SH,0.435500382846422,0,0.0167035415398631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0774743126352885,0,0,0,-0.0132103526364677,0.0211885105597042,0,0,0,0,0,0,0,0,0,-0.0426233948183712,0,0,0,0,0,0,0,0,0,0,-0.0187162743787054,0.0311996414250497,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0964188165574627,0,0,0,0,0.196970576654245,0,0,0,0,0,0.0354884403931366,0,0,0,0,0,0,0,0,0,0,0,0.0598509777135482,-0.0343360631423388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139923355165204,0.0963473687785915,0,0,0,0,0
X600019.SH,0,0,0.0885509387985838,0,0.063578817005017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0981631393726925,0.127991436248339,0,0,0.05726689001093,0.382141566208423,0,0,0.0190487730335647,0,0,0,0,0,0.00776029261270098,0,0,0,0,0.254233418803698,0,0,0,0,0,0,0,0,0,0,0.0186940187662011,0.00713913217574086,0.0330967548695959,0,0,0,0,0
X600585.SH,0,0,0.271158590700132,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.207913829246994,0,0,0,0,0,0,0,0.116501620850319,0,0,0,0.0663029079401403,-0.120304727637776,0,0,0,0,0,0,0,0,0,0.0497574179942079,0,0,0,0,0,0,0,0,0,0,0.00710827386152841,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0992403937967907,0,0,0,0.025080379600014,0,0,0,0,0,0,0,0.0411263135783684,0,0,0,0,0,0.042251310309043,0.023616994629064,0,0,0.0363115065705532,0,0,0,0,0,0,0.282070593641758,0,0,0,0,0,0,0,0.111460836988227,0,0,-0.00306493540583505,0.00925950813139169,0,0,0,0,0,0
X600309.SH,0,0,0.0870171301251864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0832061247049889,0,0,0,0.178463326402225,0,0,0,0,0,0,0,-0.066952748745558,0,-0.0693035711898167,0,0,0,0,0,0,0,0,0,0,0,0,0.341883610154508,0,0,-0.034727506556366,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0328136775357488,0,0,0,0,0.114280908272757,0,0.0663639887001737,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502473958984138,0,0,0,0.00646824494704598,-0.0222226307168242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342289015788378,-0.11878688934423,0,0.0195604359699377,0,0,0.0115679785051774,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.225062155153585,0,0,0,0,0,0,0,0,0,0,0.00799967313462853,0,0,0,0,0,0,0,0.0207333949222606,0,0,0,0,0,0,0,0,0,0.0868318135277001,0,0,0,0.0549518554718237,0,0,0,0,0,0,-0.00237001142784446,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183826096019622,0,0.0703390356697903,0,0,0,0.110821797817201,0,0,0,0,0,0,0,0,0,0,0,0.0244246514586703,0,0,0,0,0,0,0,0,0,0,0.359367172523603,0,0,0,0,0,0,0.00391035265793336,0,0,0,0,0,0,0
X600660.SH,0,0,0.014538577084871,0,0.015897392880709,0,0,-0.116143173969474,0,0,0,0,0.188240978857634,-0.0222001891781144,0,0,-0.00760116104438506,0,0,-0.0551805006009157,0.0541701778811132,-0.0309483790571525,0,0.147985263717769,0,0,0,0.0359800411255626,0,0,0,0,0.0321786400216172,0.114021931244655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106578327933697,0,0,0,0,0,0,0
X600688.SH,0,0.166190388635165,0,0,-0.0729648859030052,0,0,0,0,0,0.0214189169080057,0,0,-0.0262213652615315,0,0,0,0,0,0,0.0527285601364772,0,0,0.057653134763954,0,0,0,0,0,-0.0743865290733969,0,0.0949106325553903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791211300116199,0,0,-0.0018448757613067,0.00110858384053929,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152421098496887,0,0,0,0.11802244925871,-0.0601046563106916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218639687903968,0.0140043027677273,0,0,0,0,0,0
X600362.SH,0,0,0,0.154750570694907,0,0,0,0,0,0.0139082755535567,0,0,0,0,0,0,0,0,0,0,0,0.399219285595029,0,0,0,0,0,0,0,0,0,0,0,0.0262700610884374,0,0,0,0,0.0965214196844622,0,0,0,0,0.157812588852956,0,0,0,0.0732290667455937,0,-0.00443653829413674,0.0127366042288726,0,0,0,0,0,0
X600795.SH,0,0,0,0.108193619092946,0,0.322787643647966,-0.104818774865134,0,0,0,0,0,0,0,0,0,0,0,0,0.0576932813560054,0.0588567253609893,0,0,0,0,0,0,-0.0447767958277486,0,0,0,0,-0.0664440690266051,0.0753072284044839,0,0,-0.0418400343001315,0,0,0,0,0,0,0,0,0,0,0,0,-0.00716481947955571,0.0228972448463892,-0.0202383446534232,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,-0.050261606010148,0,0,0,0,0,0,0,0,0,0,0,0,0.74950680563671,0.0527847307655887,0.055823090011281,0,0,0,0,0,0,0,0,0,0,0.0670494051220541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022266354881069,0.0591947795578971,0,0,0,0,0,0
X601992.SH,0,0,0,0,-0.0651685480657172,0,0,0,0,0,0,0,0,0,0,0,0,0.0598524948496831,0,-0.057554122412671,0.0342408836368396,0,0,0,0,0,0,0,0,-0.0455301372283035,0,0.152866894292022,0,-0.0739115626157335,0.101476561834022,0,0,0,0.181185109309218,0,0,0,0.0734831329810239,0,0,0,0.0195953308294648,0,0,0,0.0180111468064338,0,0,0,0,0,0
X600547.SH,0,0,0.0658628696014717,0,0,0,0,0,0,0,0,0,0,-0.0406371245415203,0,-0.0447120973852866,0.124747261106429,0,0,-0.00836537162101373,0,0,0,0,0,0,0,-0.0856805209015711,0,0,0,0,-0.00238097902062394,0,0.595880356190881,0,0,0,0,0,0,0,0,0,0.09889236615735,0,0,0,0,0.00140453100508594,-3.97512362936294e-05,0,0,0,0,0,0
X601991.SH,0,0,-0.0167730639608622,0,0,0,0.120723349770181,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0194654584829192,0,0,0,0.00790675328999943,-0.0113163530113942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00663770224635316,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685558046588419,0,0,0,0,0,0.0196152498536127,0,0,0,0,0,0.033185612387559,0.206240918421785,0.12760857796356,0,0,0.0242558791130095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00583376577229596,0,0,0,0,0,0,0
X600516.SH,0,0,0,-3.46944695195361e-18,0,0.355517743429401,0.239447191036684,0,0,0,0,0,0.277151344620652,0.264342846668053,0,0,0,0,0,-0.157686784151043,0,0,-0.126773923591922,0,0,0,0,0,0.0786657138466156,0,0,0.045055394477373,0,0,0,0.487186827920308,0,0,0,0,0.397434147177196,0,0,0,0,0,0.0788853189433353,0,0,-0.0430696006118303,0.0312227082136822,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34899145125058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446860382375328,0.178919412436695,0,0,0,0,0,0,0,0,0.0352547923178786,0,0,0,0,0,0,0,0,0.267777652743841,0.0945571337899437,0,-0.0208479322209372,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.0648763764655201,0,0,0,0,0,0,0,0,0.0406092126557749,0,0,0,0,-0.0252961364542223,0,0,0,0,0,0,-0.0171561020203755,-0.0254396987873968,0,0,0,-0.0171000917263386,0,0,0,0,0,-0.0780707340902463,0,0,0,0,0,0,0,0,0,0,-0.00350957072641676,0.0240999111698703,0,0,0,0,0,0
X600176.SH,0,0,0,0.149499682507388,0.0671687458918073,0,0.224016639471123,0,0,0.0884663083612646,0.275816290477334,0,0.0376288086217476,0,0,0,0,0,0,-0.0172937359365455,0,0,0,0,0,0,0,0.227045236435014,0,0,0,0.013285557460842,0,0,0,0,-0.112566697155942,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235429526422134,-1.73472347597681e-18,0,0,0,0,0,0
