,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X000708.SZ,X002271.SZ,X600660.SH,X600886.SH,X002460.SZ,X000786.SZ,X600010.SH,X600801.SH,X601898.SH,X600362.SH,X601600.SH,X600489.SH,X600176.SH,X600352.SH,X600188.SH,X601991.SH,X600795.SH,X600111.SH,X600426.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X000301.SZ,X000932.SZ,X002080.SZ,X002466.SZ,X600219.SH,X002075.SZ,X002353.SZ,X000723.SZ,X600486.SH,X600529.SH,X000027.SZ,X600612.SH,X601158.SH,X002250.SZ,X600315.SH,X000898.SZ,X000883.SZ,X002409.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0578088064131424,0,0,0,0,0,0.106310113790089,0,0.0641306138013053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586132330355423,0,0.0135041671922182,0.000486885675330968,0,-0.0363450444320662,0,0,0,0,0.00218325950712907,0,0,0,0,0,-0.00352368124620722,0.00650647516239218,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0472005110394289,0,0,0,0,0.0319702464837984,0,0,0,0,0.0091269141547272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451402103317311,0,0.0623895512772245,0,0,0,0,0,0,0,0,0.114860028452857,0,0,0,0,-0.00503785261200359,0.0148806263564286,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0522172427287823,0,0,0,0,0,0,0,0,0,0,0,0,0.0850997583177018,0.340956105598482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106151887416796,0,0,0,0,0,0,0,0,0,0,-0.00444219936430705,0.00393686649698613,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0806112960506756,0,0,0,0,0,0.0183361269796089,0,0,0,0,0,0,0,0.176988746711087,0,0.114466513193242,0,0.0161908278199753,0,0,0.0247474766133662,0,0,0,0,0,0,0.0809236053042992,0,0.0290036564684767,0,0.00419515032866673,0,0,0,0,0,0.0208380785724314,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.029522313072506,0,0.0744373887956982,0,0,0.0231499498483941,0.190676061034361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125623308579071,0,0,0,0,0.166446000012043,0,0.144098462483824,0,0,0,0,0.0934473873235751,0,0,0,0,0,-0.0429548682771934,0,-0.0306001014471956,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0700378871299355,0,0,0,0,0,0,0,0,0,0.473494489709571,0,0,0,0,0,0.0619791344188096,0.00331411090354016,0,0,0,0,0,0,0,0,0.0391054391220425,0,0,0,0,0,0,0.191874591942786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.00863474828103469,0,0,0,0,0,0,0,0.248605940307971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571076746287065,0,0,0,0,0,0.124341093216688,0,0,0,0,0,0,0,0,0,0.0714633520366666,0,0,-0.0159172479791938,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215139805983452,0,0,0,0,0,0,0,0,0.0812961447230022,0,0,0,0,0,0,0,0,0,0,0.0365027238514693,0,0,0,0,0.0595584888841692,0,0,0,0,0,0,0,0,0,0,0,0,0.0739360741936923,0.0239144075892346,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992147319701603,0,0,0.213362031916419,0,0,0,0,0,0,0.118556156606157,0,0,0,0,0,0,0,0.0726496443468058,0.241935466214315,0,0,0,0,0,0,0.0373586707510971,0,0,0,0,0,0.0300262441035824,0.00268515405693232,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0299118063614861,0,0,0,0,0,0.16005741601993,0,0,0,0,0,0,0,0,0,0.0331886628374283,0,0,0,0,0.0130227293693016,0,0,0,0,0,0,0,0,0,0,0.00435317245272993,0,0,0,0,0,0,0,0.249774517237639,0.194102131851043,0,0,0.191394618735017,0,0,0.0223572048060834,0.00911944426827396,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.113917892377875,0,0,0,0,0,0,0,0,0.0853047379707395,0,0,0,0,0,0,0,0,0,-0.055462542486571,0,0,0,0,0,0,0,0,0,0,0,0,0.201524851754673,0.0746511371183905,0,0,0.0278238087601802,0,0,0,0.0907133241522013,0,0,0,0.112395475218371,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0496606443335713,0,0.0206219498904694,0,0,0,0,0,0,0,0.161362007290609,0,0.298232078356576,0.0791991822495633,0,0,0,0,0,0,0,0,0,-0.0312061337314099,0,0,0,0,0.00698683030264041,0,0,0.004377480059469,0,0,0,0,0,0,0,0,0,0.0240092066548559,-0.0105854565197642,0,0,0,0,0,0
