,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X000708.SZ,X600010.SH,X601600.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X600176.SH,X000983.SZ,X601699.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X600995.SH,X000629.SZ,X600378.SH,X600160.SH,X000807.SZ,X000408.SZ,X600219.SH,X000723.SZ,X600489.SH,X600096.SH,X002080.SZ,X000831.SZ,X000933.SZ,X600348.SH,X000932.SZ,X600157.SH,X600688.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.135201614089812,0,0,0,0,0,0,0.0388501075230435,0,0,0.0224409204964552,0,0,0,0,0,0.133050941688615,0.0115141128450465,0,0.0351728740381244,0,0,0,0,0,0.02522184750482,0.0187188053008352,0,0,0,0,0,0,0,-0.0535781292171115,0,0,0,0,-0.0107957994802045,0,0,0,1.73472347597681e-18,0,0,0,0,1.73472347597681e-18,0,0,0.0124179374211837,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0512723957807305,0,0,0,0,0,0,0.206576717645379,0,0,0,0,0,0,0.016931611760143,0,0,0,0,0,0,0,0,0,0,0,0.0449058835863314,0,0,0.0184886494540379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109291895550331,0.0051112080409582,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.274882936644184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000523946525697476,0.0700706476399971,0,0.0378622644599629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519838599957717,0.0389382468962499,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0528952781396385,0,0,-0.0837486669422709,0,0,0.0621783381355847,0.0668738578949133,0,0,0,0,0.0951403146270762,0.121737752268148,0,0,0,0,0,0,0,0,0,0,0.201878016477182,0,0,0,0,0,0,0,0,0,0,-0.140744007171701,0,0.0650715889828277,0,0,0,0,0,0.0371730082574232,0.0180481885438851,-0.0190013172600102,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00529722564233982,0,0,0,0,-2.71050543121376e-20,0,0.376704029458795,0,0,0,0,0,-4.33680868994202e-19,0,-0.0237636711738056,0,0,0.120370718796391,0,0,0,0,0,0,0,0,0,0,0,0,0.170217504422534,0,0,0,0,0.12471728515608,0,0,0.00252516634015165,0,0,0,0,0,0
X600188.SH,0,0,0.175323946189442,-0.0240885661325754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627446165020134,0,0,0.194799914637079,0,0,0.179292256150574,0,0,0,0,0.101110982833007,0,0,0,0,0,0,0,0,0,0,0.246500614475362,0,0,0,0,0,-0.0475161152586214,0.0469533675051277,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0387932091225846,0,0.563052691182233,0,0,0,0,0,0,0,0,0,0,-0.0103976007260513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319292588019268,0,0,0,0,0,0,0.00236990460220633,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0591874998257927,0.57893873760042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409512399619834,-4.33680868994202e-19,0,0,0,0,0,0,0.220022738352771,0,0,0,0,0,0,0.0182267097948385,0,0,0,0,0,-0.066816394189478,-0.0187896419433851,0.00447338002568537,0.00450426514669031,-0.0699504089236116,0,0,0,0,0
X600019.SH,0,0,0,0,0.0319278419214099,0,0,0,0,0,0,0.0623949557502414,0,0,0,0,0,0.12271817122155,0.203576824914388,0,0,0,0,0,0,0,0,0.0636280266779471,0,0,0,0.0337008551727333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223727356312657,0,0,0,0,0.0110526313229043,-0.0113838440077317,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.293848374960191,0.092398718934144,0,0,0,0,0,0,0,0,0,0,0,0,0.259275751371415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367353926032651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.00350892888486045,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665378145279316,0.111608096424369,0,0,0,0,0.249645003906308,0,0,0,0,0,0,-0.0128709109286433,0,0,0,0,0,0,0,0,0,0.00831570717874975,0.0118964240673569,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.165608669562309,0,0,0,0,0,0,0,0,0,0,0,0.108105742453386,0,0,0,0,0,0,0,0,0.0821421523699735,0.109502488042811,0.0299977409984527,0,0,0,0,0.122814911051906,0,0,0,0,0,0,0,0,0,0,0.0806344766232487,0,0,0,0,0,0,0,-0.0124777664353816,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.00706347521737843,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.115580758219054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277433258373918,0,0,0,0,0,0,0,0.0641330029478382,0,0.213328741971838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19162588323032,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370488532250588,0,0,0,0,0.135338044856891,0,0,0,0,0,0,0,0.297017876466042,0,0,0,0.242854087746044,0,0,0,0,-0.141492946738286,0.0640701160519465,-0.00619944971933629,0,0,0,0,0,0
