,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600886.SH,X600660.SH,X600362.SH,X600795.SH,X600188.SH,X600111.SH,X600352.SH,X000723.SZ,X600801.SH,X601992.SH,X000898.SZ,X600027.SH,X000786.SZ,X600176.SH,X000709.SZ,X002460.SZ,X600489.SH,X002271.SZ,X600516.SH,X000629.SZ,X002466.SZ,X000883.SZ,X600299.SH,X000553.SZ,X600219.SH,X601158.SH,X600808.SH,X000630.SZ,X600583.SH,X601699.SH,X600985.SH,X000027.SZ,X000401.SZ,X600339.SH,X000825.SZ,X600612.SH,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.00995744894562248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065101977212941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273191780661658,0,0,0,0.0198135388682213,0,0,0,0.0393436183651915,0,0,0,0.048218451476918,0,0,0,-0.00287294353557782,-0.00903844570475819,0,0,0,0,0,0
X600028.SH,0,0,0.0557650344870919,0,0,0.0031351442283085,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.231404469369896,0.0357760163333315,0,-0.00836859007722263,0.0281127757284973,0.0238089915105049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491208122987834,0,0,0,0,0,0.0371175184794561,0,0,0,0.00844854237323865,0,0,0,0,0,-0.0215074574665263,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0208009049986231,0,0,0,0,0,0,0,0,0,0.145772852031475,0,0,0,0.132654850558837,0.0302650125737035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243112503641311,0,0,0,0,0,0,0,0,0.00992249205598513,-0.0867183186091422,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.143732637713617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350610479440999,0.451198190461603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00878619548438799,0,0,0,0,0.0232020484980003,0,0
X600019.SH,0,0,0.154961061781989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461361394022374,0.163234455123069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00801391567717957,0,0,0,0,0.082181240486986,0,0,0.0229626558986146,0,0,0,0,0,0,0,0,-0.0222457196774356,0,0,0,0.00149004190697444,0,0
X600309.SH,0,0,0,0.162256591123259,0,0,0.0875290802975162,0,0,0,0,0,0,0,0,0,0,0,0.00789867758001155,0.191069242245841,0,0,0,0,0,0,0,0,0,0,0,0.0856161744564325,0,0,0,-0.0148086204770229,0.111526509363335,0,0,0,0,0,0,0,0.450851727334532,0,0,0,0,0,0,-0.00999830855866322,0,0,0,0,0.0199193665173324,0,0
X600011.SH,0,0,0,0,0,0.0753222294201836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922375950733764,0.0652362679481437,-0.066925996858832,0,0,0.264463687036697,0,0,0,-0.0782457647509596,0.035555595935766,0,0,0,0,0,0,0,0,0,0,0.131636362407376,0,0,0,0,0,0,0,0,0,0,0.0279848050416299,-0.02510846358842,0,-0.0227130442836043,0,0.0379697999209496,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784662615330254,0,0,0,0,0,0,0.0509343139155532,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00313187530346861,0.00102910684288801,0,0,0,0,0.0253343397743184,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.366258433239532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844504023180557,0,0,0,0,0,0,0,0.259680737670376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197025491656794,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.204301287002034,0,0,0,0,0,0,0.315983645520501,0,0.0544488784558638,0,0.0229232001667787,0,0,0,0,0,0,0,0,0,0,0,0.0816325925145276,0,0,0,0,0.0530126614644276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00132925422274475,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0676210543162216,0,0,0,0,0,0,0,0,0,0,0,0.00652816332654659,0,0,0.142271300185218,0,0.154593890970548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106824745396459,0,0,0,0,0.0461418644561029,0,0.0499622249254603,0,0,0,-4.26276465562035e-05,-0.0197816999665745,0,0,0,8.67361737988404e-19,0,0
