,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600660.SH,X601898.SH,X600362.SH,X600547.SH,X000786.SZ,X601600.SH,X600111.SH,X000301.SZ,X002466.SZ,X600886.SH,X600010.SH,X600011.SH,X600426.SH,X600188.SH,X600176.SH,X600803.SH,X000932.SZ,X601991.SH,X600801.SH,X000898.SZ,X600219.SH,X600795.SH,X600352.SH,X600489.SH,X000027.SZ,X600315.SH,X600688.SH,X000807.SZ,X600157.SH,X002080.SZ,X000825.SZ,X600486.SH,X600516.SH,X000723.SZ,X600027.SH,X601168.SH,X600808.SH,X600299.SH,X300037.SZ,X002353.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.328655252148924,0,0,0,0,0,0,0,0,0,0.019610208393422,0,0,0,0,0,0.0259969419717963,0,0,0,0.0143582652339368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203864713763815,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0369863742741834,0,0,0,0,0,0,0,0,0.0330546665623692,0,0,0,0.148546714937575,0,0,0,0,-0.108545353401027,0,0.11689435001058,0,0,0,0,0,0,0,0.122495791493362,0,0,0,0,0,0,0,0,0,0,-0.0395874153111871,0.00683641914466148,0.0296751911633794,0,0,-0.0166805881814083,0,0,0,0.00931709240377099,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0264467123440773,0,0,0,0,0,0,0,0.00963665286977231,0.139975293691607,0,0,0,0,0.0842970858786877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139933402299651,0,0,0,0,0.00782429969464763,0,0,0.0186379620028255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.120922617053926,0,0,0,0,0.137588133193199,0,0.107059853164791,0,0.0687975499000534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000790466880000069,0,0,0,0,0,0,0.0750195582356089,0,0,0,0,0,0,0,0,-0.0142256800622921,0,0,-0.0641239101343752,0,0,0,-0.00995610852621916,0,0
X600585.SH,0,0,0,0,0,0,0,0.0105279294511983,0.050726481782007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0631004672085048,0,0,0,0,0,0,0,0,0,0,0.0026111720130012,0,0,0,0.0362667330102436,0,0,0,0.0210524451176528,0,0,0,0,0,0,-0.0131446218006367,0,0,0,0,-0.019030808081435,0,0
X600019.SH,0,0,0,0,0,0,0.027469345617343,0,0,0,0,0,0,0,0,0,0,0.0909666680872274,0,0,0,0,0.0128252598910532,0,0,0.239147590685939,0,0,0.0359837431397351,0,0,0,0,0,0,0,0.0339476155291063,0,0,0.244960553333237,0,0,0,0,0,0,0,0,0,0,0,0.000990037355169229,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0.00339685757379158,0,0,0,0,0,0,0,0,0,0.142427256253233,0,0.017313987242725,0.18984334342485,0.473947154838862,0,0,0,0,0,0,0.0982994134892844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208573662241257,0,0,0,0,0,0,0,0,-0.0302256382900148,0,0,-0.0111401409312315,0,0,0,-0.00304019812758367,0,0
X002271.SZ,0,0,0,0,0,-0.166413870237821,0.0379191594749481,0,0,0.102044779719683,-0.0153253213014602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410293827011674,0,0,0,0,0,0,2.16840434497101e-19,0.0478843735996085,0.023828526897746,0,0,0,0,0,0.0684669977245589,0,0,0,-0.0366227516767203,-4.33680868994202e-19,0,0,0,-0.0575846057101381,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.0634734977680154,0,0,0,0,0.275129145797189,0,0,0,0,0,0,0,0,0,0,0,0,0.182034538472233,-0.032756353805983,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0.0571030191816607,0,0.0901809721783583,0,0,0.0605981162383871,-0.157773916804469,0,0,0,-0.0539462104830646,0,0
X600660.SH,0,0,0,0,0,0,0,0.0572702294160614,0,0,0,0.115318167559232,0,0.0455707702075017,0,-0.178873429461169,0,0.055790176880957,0,0,0,0,0,0.175136666699543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198415891737159,0,0,0,0,0,0,0.0657988200227942,0,0,0,0,-0.0141962380610827,0,0,0,-0.0376395572774951,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-0.060253084424289,0,0.0328779112246713,0,0,0.0239154861496106,0,0,0.0197644523284848,0,0,0,0,0.112286122193441,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.137390416156614,0,0,0.0652032143639132,0,0,0,0,0,0,0,0.204253292856199,0.055371837401688,0,0,0,0.028858071601277,0,0,0,0.0249407654065648,0,0
X600362.SH,0,0,0,0,0,0,0.0911701343769522,0.0603466087679211,0,0,0,0,0,0,0,0,0.0801817338700245,0,0,0,0,0,0,0,0.0376064628903306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660589535366841,0,0,0,0,0,0.626837545727686,0,0,0,0,0,0,-0.0267249208907711,0,0,0,0,-0.0409047879444831,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.014405528956638,0,0,0,0.0798943604536238,0,0,0,0.0404597845367898,0,0,0,0,0,0,0,0,0,0,0,0,0.204477905562308,0.0813867058767226,0,0,0,0.0838429941363727,0,0.0595517845385887,0,0,0,0,0,0,0,0,0,0,0,0,0.0092432180358416,0,0,0,0,0,0
X000786.SZ,0,0,0,0.0933906886854527,0,0,0.124952819329547,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819706693209016,0,0,0,0,0,0,0,0,0,0.0503080385657454,0,0,0,-0.0841854908012161,0,0,0,0,0,0
