,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X002271.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X601991.SH,X600803.SH,X601699.SH,X600995.SH,X000786.SZ,X000983.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X000723.SZ,X000807.SZ,X600219.SH,X600096.SH,X002080.SZ,X600378.SH,X300037.SZ,X600348.SH,X000933.SZ,X600688.SH,X000831.SZ,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0311554664334866,0.303031028095637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695818312072015,0,0,0,0,0,0,0,0,0,0,0.0504830429827472,0,0,0,0.0187002780172665,0.0622128194240447,0,0,0,0,0,0,0,0,0,0,0,0.0420641769819421,0.0176205203268046,0,0,0,0,0,-0.00063190300321942,0.00854444456998371,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.494745077176753,0,0,0,0,0,0.0499557899644645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602891261192425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807062956360158,0,0,0,0,0,0
X600028.SH,0.394464380803119,0,0,0,0.0641805430460546,0,0,0,0,0,0,0,0.0263981961990127,0,0,0,0.0287305517660151,0,0,0,0,0,0,0,0,0,0,0.0644499542682542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872351324530769,0,-0.00124687612294629,0.00863341470252604,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.205872129005022,0,0,0,0,0.119626893240634,0,0,0,0,0,0,0,0,0,-0.0733848169263616,0.0802904442380475,0,0,0.234918541861875,0,-0.0859736048041932,-0.0870398265905742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00316340300482574,0,0,0,0,0,0
X600188.SH,0,0.336625805385367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491550253401965,0,0,0,0,0,0,0,0,0,0,0.0865418383603799,0.131066680220684,0,0,-0.0211596039631714,0.203487894138683,0,0,0,0,0,0,0,0,0,0,0,0.0976840959722671,0.180456965052315,0,0,0,0,0,0.00554642134831388,0.0290063232047302,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219551548104421,0,0,0.0671144968778417,0,0,0.139052212523713,0,0,0.0539036904943655,0,0,0.0818329518810433,0,-0.00801912555138288,0,0.294085025890552,0,0,0,0,0,0,0,0,-0.0187409073467489,0.0985454649826701,0,0,0,0.0880213778553041,0,0,0,0,0.0162277978109295,0,2.16840434497101e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.580284128903707,0,0,0,0,0,0.0081766935475834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405381087847985,0.00524303608249607,0,0.132234309088964,0.0396234102257632,0,0,0,0,0,0,0.00815255850764771,-0.00883338613060433,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.453560492496513,0,0,0.0833039955202203,0,0,0,0,0,0,0.0619729690778177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018926598113421,0,0,0,0.0782540038468361,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317091100100302,0,0,0,0,0,0,0
X600019.SH,0,0,0.0225942299112337,0,0,0.138766914354862,0,-0.0671575009548232,0,0,0.0619953489523034,0.142300748610079,0,0,0,0,0,0,0,0.0803369993787532,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0800144835676786,0,0,0,0,0,0,0,0,0,0,0,-0.0387843990364614,0,0,0,0,0,0.142025568452583,0,0.0118267912316489,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.295959071534607,0.116847575984857,0,0,0,0,0,0.0420847098526062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213839716173157,0,0.107681658800963,0,0,0.0104963400483448,0,0,0,0,0,0,0,0,0.142510464160115,0.053445075277763,0,0,0.0708800217639349,0,0,0,-0.00569695285524945,-0.00879190582288775,0,0,0,0,0,0
